Frequency[Hz], Hx, sHx, Hy, sHy, PhaseX[rad], sPhaseX, PhaseY[rad], sPhaseY
4.900000000000000355e+00,1.099588480610859571e-03,7.397324862980063994e-07,3.124193888596376971e-03,7.143618966764433120e-07,-3.179070591436774507e+00,1.359017081423722056e-03,-9.314217320490067564e+00,4.620689420592347606e-04
4.900000000000000355e+00,1.065054197941984592e-03,7.401037375576528427e-07,2.873629088021232170e-03,7.147479302088827979e-07,-3.188805614259255350e+00,1.406308378566757146e-03,-9.318181934458371174e+00,5.032902055761615499e-04
4.919999999999999929e+00,1.043181939166894874e-03,7.339256046330863973e-07,2.771732109674697551e-03,7.087790240165189734e-07,-3.194053856843801498e+00,1.415247454566782121e-03,-9.338391121669811668e+00,5.144998586941955778e-04
4.940000000000000391e+00,9.944687540010504860e-04,7.282503932505473918e-07,2.481448339649566098e-03,7.033039836772664220e-07,-3.207008915150593609e+00,1.468699550834579948e-03,-9.358716606750888900e+00,5.685247427723888903e-04
4.959999999999999964e+00,9.524985281431598214e-04,7.217226321113254859e-07,2.242765997264760218e-03,6.970068124645446274e-07,-3.218943203329242664e+00,1.527359767595694306e-03,-9.375332535617603824e+00,6.264616710927152846e-04
4.980000000000000426e+00,9.162641801861600137e-04,7.161877624936073820e-07,2.040556949911078843e-03,6.917132796923318831e-07,-3.219964073357672873e+00,1.582600237720589286e-03,-9.389261293937559927e+00,6.861969747780598391e-04
5.000000000000000000e+00,8.593712074194972093e-04,7.105889111179346530e-07,1.723240164996312634e-03,6.862514501981640592e-07,-3.233747088003056547e+00,1.674032265542768324e-03,-9.418085895112179529e+00,8.061231324936736454e-04
5.000000000000000000e+00,8.802401985490575275e-04,7.105893972222145363e-07,1.867053925034300055e-03,6.862534504532100758e-07,-3.232794586901883704e+00,1.629953131148794906e-03,-9.402233693098626333e+00,7.422729356625691090e-04
5.019999999999999574e+00,8.493199733221146012e-04,7.047263969767547071e-07,1.722109009024303319e-03,6.805682836022802666e-07,-3.234372620625487471e+00,1.680310704501148788e-03,-9.408374354498619141e+00,8.003121245564883508e-04
5.040000000000000036e+00,8.189314900669228707e-04,6.989974746082268784e-07,1.595184988760571390e-03,6.750607462322592042e-07,-3.238297709783067191e+00,1.720632220783463928e-03,-9.417262334305362970e+00,8.530716488277773719e-04
5.059999999999999609e+00,7.935939785474838094e-04,6.938660526592230095e-07,1.483194807550581055e-03,6.700524718626418700e-07,-3.244224605298285269e+00,1.755058734688200346e-03,-9.427109514446343042e+00,9.070684477318786141e-04
5.080000000000000071e+00,7.666106966080232527e-04,6.883537482677300515e-07,1.384014380160772904e-03,6.647873070656936363e-07,-3.244032512942101931e+00,1.807195306029952186e-03,-9.435669238818409355e+00,9.667898902772821415e-04
5.099999999999999645e+00,7.257709813048139223e-04,6.828645710696508569e-07,1.190877673574560619e-03,6.595022694688716681e-07,-3.252298304202476231e+00,1.896226638574191993e-03,-9.464357767054885073e+00,1.115909730445206272e-03
5.099999999999999645e+00,7.405902880044326489e-04,6.831384406397216007e-07,1.293682173524854200e-03,6.597140217556155902e-07,-3.248621984139337115e+00,1.862314486969086262e-03,-9.438678835325294614e+00,1.029789741607705505e-03
5.120000000000000107e+00,7.163170783635400014e-04,6.777978625339006108e-07,1.216062758567499139e-03,6.546371317161079773e-07,-3.251137532387236462e+00,1.905509385102481480e-03,-9.444038260589383782e+00,1.083789984027696282e-03
5.139999999999998792e+00,6.922602548290950975e-04,6.726033091613702190e-07,1.145360549801179191e-03,6.495325661964880964e-07,-3.251692166146272100e+00,1.957292630332683851e-03,-9.450896018202143978e+00,1.142582426846059859e-03
5.160000000000000142e+00,6.674793350207408691e-04,6.672672712214204665e-07,1.075724342439941979e-03,6.444095973145328787e-07,-3.253864542188310338e+00,2.022873715520130677e-03,-9.454454767576823571e+00,1.212094755282177661e-03
5.179999999999999716e+00,6.434824292717374224e-04,6.621362962623789729e-07,1.018354441140993704e-03,6.394390358399649939e-07,-3.251605812764399417e+00,2.078827875484071629e-03,-9.460704999384182301e+00,1.268747645303125145e-03
5.200000000000000178e+00,6.175581731016666119e-04,6.566646656723137009e-07,9.619646981504573072e-04,6.341797182625772634e-07,-3.256675876217599352e+00,2.153368389439685917e-03,-9.462675638716461890e+00,1.335007363252486935e-03
5.200000000000000178e+00,6.068805383836865536e-04,6.572114487144125273e-07,8.822593501229975812e-04,6.346835609147933722e-07,-3.255103220878604375e+00,2.183058808928312229e-03,-9.493153917538869280e+00,1.450366906906252378e-03
5.219999999999999751e+00,5.935651841502559162e-04,6.516673781601122849e-07,9.104532648099421819e-04,6.293477669348889019e-07,-3.255356371762606393e+00,2.211183982304556084e-03,-9.466112777390826238e+00,1.392280559097844057e-03
5.240000000000000213e+00,5.664663589711641618e-04,6.470714068607031605e-07,8.606916435818901629e-04,6.249036878998485994e-07,-3.256453986911424181e+00,2.311009774968560398e-03,-9.468381448583201632e+00,1.468847268802423583e-03
5.259999999999999787e+00,5.399723945841577739e-04,6.421618579178151370e-07,8.177709310836665454e-04,6.201813699726289562e-07,-3.256839525528080870e+00,2.385435454299611371e-03,-9.475231357746533689e+00,1.521186604660739123e-03
5.280000000000000249e+00,5.090627558140638003e-04,6.372039953464345708e-07,7.727136974840817345e-04,6.154150824022804461e-07,-3.255001288427841644e+00,2.521228259282528965e-03,-9.469010803987057301e+00,1.603865256826002847e-03
5.299999999999999822e+00,4.832707605877092417e-04,6.324085793171928383e-07,7.322780755830065940e-04,6.107171319681650386e-07,-3.253933582993703943e+00,2.628540829995034030e-03,-9.480426945767185032e+00,1.675542452288566325e-03
5.299999999999999822e+00,4.734808683320139043e-04,6.324767033454088797e-07,6.640339128222389831e-04,6.108182741561044121e-07,-3.236800242216639312e+00,2.689809811551398602e-03,-9.514532830202567126e+00,1.852232246768673084e-03
5.320000000000000284e+00,4.511928227044019447e-04,6.275546406713747530e-07,6.932590053183030872e-04,6.060555724875708984e-07,-3.242822035619536969e+00,2.795511178239896890e-03,-9.475104813131926207e+00,1.757241218223353548e-03
5.340000000000000746e+00,4.186410397832633591e-04,6.229651791295708493e-07,6.545825662451220956e-04,6.016394203468315566e-07,-3.244264620975647162e+00,2.997408965656565578e-03,-9.477059657501357037e+00,1.851271561896769818e-03
5.360000000000000320e+00,3.844755775634353992e-04,6.184637406662173086e-07,6.187265418340709899e-04,5.972706604927354363e-07,-3.218579802703178672e+00,3.231070100953142930e-03,-9.478015017563668820e+00,1.939124569267420065e-03
5.379999999999999893e+00,3.473199887466177967e-04,6.136989250780123310e-07,5.802817161311106661e-04,5.926646324403791876e-07,-3.227287304703477133e+00,3.550612027361327045e-03,-9.476276243352295126e+00,2.052547929120254744e-03
5.400000000000000355e+00,3.108462310587063867e-04,6.091316548522811305e-07,4.774334987625103313e-04,5.882478906006770267e-07,-3.182681162293580002e+00,3.963118115032893650e-03,-9.542333389600782922e+00,2.492035499735518675e-03
5.400000000000000355e+00,3.075924863595624111e-04,6.093838268750824730e-07,5.460196039613466647e-04,5.885123567179061529e-07,-3.202930037045217837e+00,3.987164520736962738e-03,-9.478754886774643396e+00,2.169180058801528903e-03
5.419999999999999929e+00,2.667296059279734865e-04,6.047519692707937411e-07,5.105946638304542130e-04,5.840383891090872160e-07,-3.183982182287582674e+00,4.548432000703213351e-03,-9.474783851190345274e+00,2.294685477799102234e-03
5.440000000000001279e+00,2.198572665756283310e-04,6.004741533902366086e-07,4.738018053302151520e-04,5.798955066945932233e-07,-3.148721886046459417e+00,5.473446747662445711e-03,-9.473480310758336742e+00,2.452915618171956288e-03
5.459999999999999964e+00,1.699274969261387752e-04,5.956616528858502292e-07,4.380594767578921455e-04,5.752372409439213419e-07,-3.088325339586048823e+00,7.061600406199465031e-03,-9.464478624332192780e+00,2.645701360841193599e-03
5.480000000000000426e+00,1.180245861729811057e-04,5.917157067355550419e-07,3.997343316775184632e-04,5.714006413370578525e-07,-2.944160260546075492e+00,1.012965922418528758e-02,-9.459769635764159190e+00,2.889618523167570945e-03
5.499999999999999112e+00,9.132173775505343421e-05,5.872501452724934282e-07,2.917131769626967516e-04,5.671517374800217181e-07,-2.607814220131565719e+00,1.299360243214846278e-02,-9.568233835172867074e+00,3.929713074370536248e-03
5.499999999999999112e+00,6.952165099629671922e-05,5.872635130022329548e-07,3.606474683834458165e-04,5.671483338516243234e-07,-2.508713222863468317e+00,1.706573135248787287e-02,-9.457930880466996371e+00,3.179410228491169263e-03
5.519999999999999574e+00,6.120248083389048658e-05,5.828256877950227519e-07,3.189264183256423847e-04,5.631757926377391791e-07,-1.433343318390343901e+00,1.913422574951811200e-02,-9.434485143232333115e+00,3.539310894458254798e-03
5.540000000000000036e+00,1.180174623972717767e-04,5.790281320000805385e-07,2.741668172067344153e-04,5.591426659515579199e-07,-7.793952495631009114e-01,9.881078354791343610e-03,-9.400793218158494113e+00,4.108820142590420381e-03
5.559999999999998721e+00,2.010591856219900422e-04,5.747646269953232090e-07,2.262847385263632642e-04,5.551604394827528299e-07,-5.633810214880012879e-01,5.757007790734946888e-03,-9.349257829274559839e+00,4.935730567098979907e-03
5.580000000000000071e+00,2.988223212806594858e-04,5.705567208122846995e-07,1.681887748795871682e-04,5.509853534025790006e-07,1.194173185599876064e-01,9.134395679019924330e-01,-6.500765787525541128e+00,1.567615641114720182e+00
5.599999999999999645e+00,4.151070346179120069e-04,5.666339900188902710e-07,1.154118896521903872e-04,5.470616711468230000e-07,-4.347837543291639406e-01,2.740068912481199992e-03,-9.125624815090933595e+00,9.529308344289992572e-03
5.599999999999999645e+00,3.611710531552392452e-04,5.663409979176204821e-07,3.744236579357475666e-05,5.469256014708229645e-07,-4.754766695279322164e-01,3.159439699972295401e-03,-9.530803677641053184e+00,2.942507283727622408e-02
5.620000000000000107e+00,5.506798890638982301e-04,5.625492225127336615e-07,7.236887054205633804e-05,5.432137242091394898e-07,-4.250984170970628639e-01,2.065641996608399110e-03,-8.540810847651934878e+00,1.518794279921495231e-02
5.639999999999999680e+00,7.141790481575578100e-04,5.584386673944008791e-07,8.692643417601565693e-05,5.395446355795495819e-07,-4.220490767537325993e-01,1.570680610421669020e-03,-7.536261459327689316e+00,1.245387552075223440e-02
5.659999999999999254e+00,9.112555725155687281e-04,5.545008021792628697e-07,1.604788356406591852e-04,5.355519852684790590e-07,-4.224517099366051909e-01,1.226986920329857901e-03,-7.098361898050054464e+00,6.726849527751118871e-03
5.679999999999999716e+00,1.154583531489691926e-03,5.505110002858394724e-07,2.632823242828361975e-04,5.316475087652512668e-07,-4.299740459818135463e-01,9.606951195598092269e-04,-6.944348344467125678e+00,4.069951045593970911e-03
5.700000000000000178e+00,1.461616028758909100e-03,5.470013953927663115e-07,4.000938435312378807e-04,5.282393103713243770e-07,-4.461413462623173842e-01,7.533562722165461269e-04,-6.875031725090474666e+00,2.658133285571993160e-03
5.700000000000000178e+00,1.323345459454466737e-03,5.470110487194052678e-07,4.714794420533037554e-04,5.282795324424291967e-07,-4.098159022752323466e-01,8.321086748038286152e-04,-6.587444428721756395e+00,2.255639434933045129e-03
5.719999999999999751e+00,1.863074479643457701e-03,5.431664789343846972e-07,5.836602934091764637e-04,5.245460095282681353e-07,-4.675719907587332358e-01,5.892029404696449112e-04,-6.857927298405899208e+00,1.816626554401532066e-03
5.740000000000000213e+00,2.431213910231655884e-03,5.391238471990502593e-07,8.540515260353052527e-04,5.206544811031935963e-07,-5.014567567612946419e-01,4.482288500880379453e-04,-6.865259276883678652e+00,1.232213088786884760e-03
5.759999999999999787e+00,3.286564445335959147e-03,5.353534502893089809e-07,1.284748579111921231e-03,5.170232259950052149e-07,-5.488728062070435954e-01,3.295483551364909443e-04,-6.894385181394692808e+00,8.142016457840069643e-04
5.780000000000000249e+00,4.962179230258091829e-03,5.316087884350707751e-07,2.196071476918561027e-03,5.134205846167638130e-07,-6.469692331658709605e-01,2.157409904395469103e-04,-6.981766677186140413e+00,4.707547122209575978e-04
5.799999999999999822e+00,1.290819918406562253e-02,5.280645765481686028e-07,9.044383786972361866e-03,5.099875836192868012e-07,-1.549158435506979181e+00,8.238543058679182634e-05,-7.853658803124634602e+00,1.135496540539558316e-04
5.799999999999999822e+00,1.315100972909217375e-02,5.278704724267716142e-07,8.343539314722330305e-03,5.097844736260760146e-07,-1.513498316840909297e+00,8.066545115732497368e-05,-7.853715630824999572e+00,1.227968682516142904e-04
5.820000000000000284e+00,1.169557094243014669e-02,5.243943644836389788e-07,8.224942874822000274e-03,5.064243409288990239e-07,-2.338407855554311965e+00,9.011405097033758145e-05,-8.698423891240441463e+00,1.237499529273177129e-04
5.839999999999999858e+00,9.686004789929094153e-03,5.209414781784902430e-07,7.299754553093290230e-03,5.030953344183057520e-07,-2.558730330088527793e+00,1.082733067531492472e-04,-8.963805872937879116e+00,1.387311845301875547e-04
5.860000000000001208e+00,7.722115313472490035e-03,5.171331618309981942e-07,6.385414457453609562e-03,4.994584470809886102e-07,-2.696000666976910765e+00,1.347552381024615142e-04,-9.179474248411116477e+00,1.573734366472539570e-04
5.879999999999999893e+00,6.067856246953326656e-03,5.136511762158897208e-07,5.706417366270814112e-03,4.960014266105298927e-07,-2.756275323384532072e+00,1.703520262584072033e-04,-9.391709447595289362e+00,1.749763604493234106e-04
5.900000000000000355e+00,5.122014798745749484e-03,5.102127067476489135e-07,5.147822021052184116e-03,4.928526019835370527e-07,-2.690195297973421162e+00,2.009621108002208369e-04,-9.709077291954377742e+00,1.928983556676368033e-04
5.900000000000000355e+00,4.978941402048644126e-03,5.104545765110966076e-07,5.275903508219964566e-03,4.928710385675982062e-07,-2.563000913396544789e+00,2.069152811342285883e-04,-9.760616430671666066e+00,1.888152329100537116e-04
5.920000000000000817e+00,5.570865192991059263e-03,5.068621352971727640e-07,3.905338652006109645e-03,4.895612194720547165e-07,-2.717923976532318875e+00,1.830029056958817435e-04,-1.021034497137641317e+01,2.520225791402362766e-04
5.940000000000000391e+00,5.454898860056686151e-03,5.033153054980303313e-07,2.174400278458166191e-03,4.864017088255780954e-07,-2.901163593626009174e+00,1.857118290737751795e-04,-1.061988710673741920e+01,4.491739439678124222e-04
5.959999999999999964e+00,4.922252046390303282e-03,5.001982094182268129e-07,1.177521965714773073e-03,4.829441031522654646e-07,-3.012894786718359086e+00,2.046546295529723305e-04,-1.075098939878931503e+01,8.268123643727247124e-04
5.980000000000000426e+00,4.422765195719801853e-03,4.966429976691103395e-07,6.859423029144523509e-04,4.798237697319442297e-07,-3.081912209374532807e+00,2.258796587812969667e-04,-1.060355065991285706e+01,1.404273133488256843e-03
6.000000000000000000e+00,4.022122493287154550e-03,4.934638574750853100e-07,4.969465060311250518e-04,4.765626761828666244e-07,-3.125791013731696211e+00,2.464791478429340988e-04,-1.024687718376349110e+01,1.924957148734800878e-03
6.000000000000000000e+00,4.102006506087660549e-03,4.934601517443790041e-07,5.420321852173037511e-04,4.765634106489079263e-07,-3.116888197068814037e+00,2.430224290223874047e-04,-1.034022011763538629e+01,1.777735223875591148e-03
6.019999999999999574e+00,3.695389594737822671e-03,4.901683678828299428e-07,4.717327314297145818e-04,4.732752469394134576e-07,-3.156194221420872026e+00,2.669227116561122444e-04,-9.909681875426445075e+00,2.021004139426163179e-03
6.040000000000000036e+00,3.433517052939899939e-03,4.871373071249920777e-07,5.005338053235911791e-04,4.704728482387545117e-07,-3.179551161905044054e+00,2.843206643546594085e-04,-9.709333641483860688e+00,1.883365134990780182e-03
6.059999999999999609e+00,3.215302061406740547e-03,4.838772456001875098e-07,5.348525436827374427e-04,4.673177595950849579e-07,-3.197450656465726126e+00,3.038982933776016005e-04,-9.604374412432273189e+00,1.764413336271868039e-03
6.079999999999999183e+00,3.032826957749076412e-03,4.805588840341461594e-07,5.608718305135680779e-04,4.640997846017800009e-07,-3.212969548018175914e+00,3.186704866521269724e-04,-9.554634339853786074e+00,1.664120886037092489e-03
6.099999999999999645e+00,2.879484571407284199e-03,4.773020994150904643e-07,5.770735412841236384e-04,4.609574189845164238e-07,-3.224435871089097461e+00,3.349834918242540808e-04,-9.530618482633405719e+00,1.614281438407651290e-03
6.099999999999999645e+00,2.910698393243570711e-03,4.775293318063102207e-07,5.617215569442658230e-04,4.611713574070927086e-07,-3.231039641711129562e+00,3.302165222663288008e-04,-9.565155420515193185e+00,1.652463778705381059e-03
6.120000000000000107e+00,2.748110295510051114e-03,4.741803488724277031e-07,5.876030817469736836e-04,4.579400414141329099e-07,-3.249508898038209637e+00,3.483823842862870360e-04,-9.529036949029068282e+00,1.573530686789951800e-03
6.139999999999998792e+00,2.634648991268829458e-03,4.713556626297001686e-07,5.923895186126049237e-04,4.552166820462629315e-07,-3.244457353592705928e+00,3.611768363823953071e-04,-9.505667915417943092e+00,1.551270030650264220e-03
6.160000000000000142e+00,2.534734027776268557e-03,4.681938206337643438e-07,5.932890308612686096e-04,4.521583699068116687e-07,-3.251319694051588272e+00,3.716313996345847900e-04,-9.502312682180738435e+00,1.533326539600808483e-03
6.179999999999999716e+00,2.446060722791530955e-03,4.650380937288840319e-07,5.917502151890416525e-04,4.491125971012201991e-07,-3.257882692550769121e+00,3.826784059117930127e-04,-9.497668119195569858e+00,1.527598423527182312e-03
6.200000000000000178e+00,2.367513097654404871e-03,4.623252509876551462e-07,5.881992686769085994e-04,4.464929980323599864e-07,-3.264463884523468806e+00,3.927683803601847998e-04,-9.503451167753775408e+00,1.526774153256423884e-03
6.200000000000000178e+00,2.382231266877377681e-03,4.619728547621332766e-07,5.652710492858340971e-04,4.461584298532497307e-07,-3.271976352931762477e+00,3.919662183802498584e-04,-9.517015936759749550e+00,1.595226563127810594e-03
6.219999999999999751e+00,2.299337441020022840e-03,4.592958857774821110e-07,5.838793280811173251e-04,4.435553768311156541e-07,-3.269004664185848341e+00,4.034590918969582513e-04,-9.505303188247388846e+00,1.534494059087912043e-03
6.240000000000000213e+00,2.238362099075390070e-03,4.562853116246842069e-07,5.790765157115987339e-04,4.406624836728418763e-07,-3.273833293357869323e+00,4.116282139038982663e-04,-9.503730317861348809e+00,1.536506630633241357e-03
6.259999999999999787e+00,2.181560365397264452e-03,4.533492107506052468e-07,5.742339536354558157e-04,4.378304314376585610e-07,-3.277579221365449769e+00,4.197987441039333447e-04,-9.503984547153629947e+00,1.540208534621343231e-03
6.280000000000000249e+00,2.132613773477334915e-03,4.505903991847464404e-07,5.674513616070741033e-04,4.351672812875861435e-07,-3.281494651827019382e+00,4.249332757145938481e-04,-9.506350228792930679e+00,1.542275757517566105e-03
6.299999999999999822e+00,2.089567433223240775e-03,4.474313554478630812e-07,5.374780073246893369e-04,4.321007324789545349e-07,-3.292997206443688540e+00,4.323088443168596542e-04,-9.515058372278517140e+00,1.623252582336278099e-03
6.299999999999999822e+00,2.085554871172743199e-03,4.475202005931557430e-07,5.600983019072049412e-04,4.322129048414619880e-07,-3.286898930239138039e+00,4.318236759749106654e-04,-9.511881536883112886e+00,1.552698643818933204e-03
6.320000000000000284e+00,2.044031597098166023e-03,4.448328114448396542e-07,5.547906549638450873e-04,4.295937865668620760e-07,-3.288825025921124023e+00,4.377154220660436608e-04,-9.511573981170398540e+00,1.557413606398149039e-03
6.340000000000000746e+00,2.003274036047117748e-03,4.419086291864517718e-07,5.466747423428292745e-04,4.267770550044354069e-07,-3.292482269310587739e+00,4.455794383992580689e-04,-9.513861758174968486e+00,1.576768994930767857e-03
6.360000000000000320e+00,1.967852050757433816e-03,4.392116858007002959e-07,5.408958475091048919e-04,4.241510839080126564e-07,-3.295402712395498313e+00,4.499684482954235953e-04,-9.513429948990889784e+00,1.581166706541843646e-03
6.379999999999999893e+00,1.933675793395011949e-03,4.362599351637115561e-07,5.357423317893852130e-04,4.213226465915433323e-07,-3.297880331938772613e+00,4.557525389475074683e-04,-9.515010164395638625e+00,1.588631269322113076e-03
6.400000000000000355e+00,1.903781187655465609e-03,4.336075488705182878e-07,5.078436294946284167e-04,4.187573216072492973e-07,-3.306749682764110077e+00,4.578133250455098248e-04,-9.520521177605941077e+00,1.657575628562513777e-03
6.400000000000000355e+00,1.904319533502251728e-03,4.336129083293267178e-07,5.276706666159943328e-04,4.187589679166028707e-07,-3.300826617356797499e+00,4.575530292022866137e-04,-9.514692884847038457e+00,1.594863035896700943e-03
6.419999999999999929e+00,1.875185747353297436e-03,4.309810609160696718e-07,5.211120649400596307e-04,4.162216896759525577e-07,-3.305027174014092850e+00,4.641608095822652956e-04,-9.524501928315327604e+00,1.612926533961348430e-03
6.440000000000001279e+00,1.847403824073796464e-03,4.283317628380979248e-07,5.156035921109059905e-04,4.136810580992323009e-07,-3.308192551477926457e+00,4.681878262881696766e-04,-9.519773414476517814e+00,1.619885954636167153e-03
6.459999999999999964e+00,1.822377134772797331e-03,4.255799505448570209e-07,5.091724483921762634e-04,4.110231762961591048e-07,-3.308586803414726774e+00,4.699989202923848960e-04,-9.524282406007854362e+00,1.624395010233355661e-03
6.480000000000000426e+00,1.798217005718529557e-03,4.231297234068578291e-07,5.030087410909743874e-04,4.086265486966586042e-07,-3.312646711159910495e+00,4.751446078889089045e-04,-9.527465296815373463e+00,1.640503801104493042e-03
6.500000000000000888e+00,1.776944173445434800e-03,4.204679573618035123e-07,4.975915207564541535e-04,4.060697105715907395e-07,-3.312951419454986279e+00,4.779973867949969895e-04,-9.528177931662826339e+00,1.648554551562475805e-03
6.500000000000000888e+00,1.774330447704923876e-03,4.204623524327765584e-07,4.784431335556763921e-04,4.060620897771478375e-07,-3.319779346074087201e+00,4.766280740097198930e-04,-9.526418534217789613e+00,1.706996817270115419e-03
6.519999999999999574e+00,1.755680214281476591e-03,4.178115881440846425e-07,4.904765747448818934e-04,4.035164238516656326e-07,-3.312619797587412762e+00,4.788851635106468828e-04,-9.523284715594837024e+00,1.655285986487725321e-03
6.540000000000000036e+00,1.736113842624509513e-03,4.154479546795091738e-07,4.857003774842671398e-04,4.012022275036216478e-07,-3.316789820520701149e+00,4.798233731923347181e-04,-9.525689855666833239e+00,1.656560096210812167e-03
6.559999999999998721e+00,1.717905893886000849e-03,4.127993289483419405e-07,4.807306029381334619e-04,3.986467012521596273e-07,-3.317148917882200010e+00,4.821222570072135555e-04,-9.532637345441481003e+00,1.664050878662410226e-03
6.580000000000000071e+00,1.699815819303308276e-03,4.103226663604604496e-07,4.759410282477706750e-04,3.962701989785108483e-07,-3.319443630007247847e+00,4.855086992460976025e-04,-9.533567658146637314e+00,1.674468714918743483e-03
6.599999999999999645e+00,1.682250340386364645e-03,4.078982262229910749e-07,4.708304813292374705e-04,3.939374626970125041e-07,-3.322064931245758856e+00,4.895220756903357739e-04,-9.529525700453952197e+00,1.689136409807027658e-03
6.599999999999999645e+00,1.680132984621797486e-03,4.078719696968498841e-07,4.533223752175061889e-04,3.939169195752752012e-07,-3.326999701163753542e+00,4.900769630076669790e-04,-9.535449787850989622e+00,1.754076950488545322e-03
6.700000000000000178e+00,1.608395980426611084e-03,3.956101016321117596e-07,4.324001539839497166e-04,3.820748698565615514e-07,-3.336294439118919541e+00,4.950100551667981508e-04,-9.537692526261933423e+00,1.778038800686831088e-03
6.799999999999999822e+00,1.551075963045880522e-03,3.840556892446088660e-07,4.132746964242311506e-04,3.709133160216758798e-07,-3.343373428879429454e+00,4.981630538602652408e-04,-9.541524541954974126e+00,1.805569191636674552e-03
6.900000000000000355e+00,1.504348458166657361e-03,3.731239712296618669e-07,3.966763063834485002e-04,3.603584918492391083e-07,-3.349259840099160002e+00,5.004980015101744093e-04,-9.546265044830105850e+00,1.832909680955018905e-03
7.000000000000000000e+00,1.467140855412609694e-03,3.625401152248698927e-07,3.806939057645072704e-04,3.501258919925953438e-07,-3.353902472703982340e+00,4.986714969431761809e-04,-9.550844524432326565e+00,1.855916647263896983e-03
7.099999999999999645e+00,1.434832477465436580e-03,3.523725796002208968e-07,3.678192205885724968e-04,3.402925967658359773e-07,-3.359191040407301543e+00,4.953327620739186388e-04,-9.559792424516345477e+00,1.866181209510751155e-03
7.200000000000000178e+00,1.407876991510749768e-03,3.427094301849838694e-07,3.557584483483894658e-04,3.309518678339703543e-07,-3.365419880511520745e+00,4.885338043547065180e-04,-9.556556407061592040e+00,1.867415368065818366e-03
7.299999999999999822e+00,1.382689349028278598e-03,3.332871327747606163e-07,3.444862684925445169e-04,3.218595008265068881e-07,-3.371122400829616339e+00,4.841839903931529146e-04,-9.561972501720603645e+00,1.877098115599953225e-03
7.400000000000000355e+00,1.362372046436452922e-03,3.243829957391931151e-07,3.351486299376857923e-04,3.132848225899193043e-07,-3.375044977896788367e+00,4.801957812285082006e-04,-9.565989231547989746e+00,1.885022321337113688e-03
7.499999999999999112e+00,1.342736548947415492e-03,3.158160752313345790e-07,3.260827556102445122e-04,3.050006941983406205e-07,-3.379748335237971801e+00,4.743971364208567532e-04,-9.567985734157625544e+00,1.886526581112296869e-03
7.599999999999999645e+00,1.327369152192127508e-03,3.074967429666912877e-07,3.179002569554907685e-04,2.969633549728210695e-07,-3.385083029731386972e+00,4.672854677560794303e-04,-9.575177121679951497e+00,1.884200760659628755e-03
7.700000000000000178e+00,1.312949976613307906e-03,2.995367461864601643e-07,3.097100655555513719e-04,2.892721539055475419e-07,-3.390486493776961652e+00,4.586296310527574697e-04,-9.578465716608123515e+00,1.877742453622584327e-03
7.799999999999999822e+00,1.300295107100583750e-03,2.919362175220629807e-07,3.028269766041965638e-04,2.819527812620714479e-07,-3.395058836101085831e+00,4.513651210362276569e-04,-9.578216336105640494e+00,1.871515963154811793e-03
7.900000000000000355e+00,1.287733434693795606e-03,2.846647418608407508e-07,2.956742269352266345e-04,2.749077203895045066e-07,-3.398475214780788178e+00,4.456952349953816821e-04,-9.584385137683295142e+00,1.874724340245242926e-03
8.000000000000000000e+00,1.276064943234165184e-03,2.775724528846213751e-07,2.884101685282992921e-04,2.680663011811882550e-07,-3.403206801799345982e+00,4.370849477307160811e-04,-9.587911509012657874e+00,1.867558006629627251e-03
8.099999999999999645e+00,1.266476268533653750e-03,2.707667920179039919e-07,2.833804982778135011e-04,2.614829316736870466e-07,-3.408307292152711554e+00,4.292544628265679849e-04,-9.590884704033891595e+00,1.852912377577619306e-03
8.199999999999999289e+00,1.257063705351363142e-03,2.641642833538583136e-07,2.768962185351304755e-04,2.551041885953302773e-07,-3.412809013233227162e+00,4.232604116978312724e-04,-9.596348117374764897e+00,1.855944976768126448e-03
8.300000000000000711e+00,1.248788569639620004e-03,2.578214972251706256e-07,2.717221935170644723e-04,2.490038993279045344e-07,-3.417253853513066986e+00,4.161491496304987360e-04,-9.595602812928662573e+00,1.846870169066564156e-03
8.400000000000000355e+00,1.240896880382442308e-03,2.517833540960904739e-07,2.660828901524144030e-04,2.431528886080621864e-07,-3.420443638025773225e+00,4.077385415954940841e-04,-9.600729430424006949e+00,1.836494108158384739e-03
8.500000000000000000e+00,1.233244298908799498e-03,2.458715910977368735e-07,2.617252232795106359e-04,2.374511920722697592e-07,-3.425532792197987675e+00,4.017022922333290448e-04,-9.600929154065516613e+00,1.827820420833049580e-03
8.599999999999999645e+00,1.226598387903749671e-03,2.401476222072861603e-07,2.568500510661511811e-04,2.319222892114977146e-07,-3.429961672473796241e+00,3.945536464932049053e-04,-9.600483667353021389e+00,1.819563896337613894e-03
8.699999999999999289e+00,1.219773442706408159e-03,2.346875247065431997e-07,2.523443379376251439e-04,2.266646234708867456e-07,-3.435270866094738196e+00,3.865627324000096344e-04,-9.610648477932304701e+00,1.804276528579355039e-03
8.800000000000000711e+00,1.214339659313776361e-03,2.294354437965645356e-07,2.479807613780415270e-04,2.215656095815368207e-07,-3.439280414731607394e+00,3.796317971700591417e-04,-9.605379765373870171e+00,1.795582958492493702e-03
