Frequency[Hz], Hx, sHx, Hy, sHy, PhaseX[rad], sPhaseX, PhaseY[rad], sPhaseY
8.900000000000000355e+00,1.207673265699720942e-03,2.242800069366067501e-07,2.443549139128732887e-04,2.166071000207363401e-07,-3.443210761894610172e+00,3.730039047670483435e-04,-9.609711914844915270e+00,1.780153404894416419e-03
9.000000000000000000e+00,1.203210508562927361e-03,2.193185639572512398e-07,2.402646674897201419e-04,2.118069843790430685e-07,-3.447871020200734549e+00,3.668922929154890748e-04,-9.612688438251398182e+00,1.774508826208022732e-03
9.099999999999999645e+00,1.197646563137155741e-03,2.145051911353523763e-07,2.367485776193009996e-04,2.071507303220969835e-07,-3.452254196218403237e+00,3.606121780923110900e-04,-9.609660990699444127e+00,1.761871130251815116e-03
9.199999999999999289e+00,1.192680453363863810e-03,2.098534145868618933e-07,2.329647395261683583e-04,2.026794567422019769e-07,-3.454549530293299142e+00,3.534910756189677331e-04,-9.609699064344585651e+00,1.747448827686974701e-03
9.300000000000000711e+00,1.187455812112553442e-03,2.053995373201185406e-07,2.293619340948860775e-04,1.983516919936844390e-07,-3.460135944747360526e+00,3.477062211655378501e-04,-9.614030153918685428e+00,1.738799880674020979e-03
9.400000000000000355e+00,1.183423235694766509e-03,2.010732665638566795e-07,2.261789894477115367e-04,1.941841332506963080e-07,-3.463826365373172678e+00,3.411446179372330518e-04,-9.611168005971029160e+00,1.723733385675349809e-03
9.500000000000000000e+00,1.179446274164659301e-03,1.968347145219630071e-07,2.229857449442222824e-04,1.900948572167168139e-07,-3.468380671684167638e+00,3.360091649565586269e-04,-9.611696668593333825e+00,1.716259012711669751e-03
9.599999999999999645e+00,1.174487803375212159e-03,1.927856126014187360e-07,2.195687996993091423e-04,1.861893836822100106e-07,-3.472675496665925010e+00,3.304291782263205058e-04,-9.611975849837850916e+00,1.706930669345213753e-03
9.699999999999999289e+00,1.170744687112149768e-03,1.887844457992963718e-07,2.169190451108006349e-04,1.823076427175359483e-07,-3.476915220327198242e+00,3.244480251230929179e-04,-9.615138808066520326e+00,1.691367529420257461e-03
9.800000000000000711e+00,1.167073683518694794e-03,1.850076412458677567e-07,2.139282544789535099e-04,1.786628993405549904e-07,-3.480520415226250108e+00,3.190518612595312411e-04,-9.611348997965485808e+00,1.681110390033668757e-03
9.900000000000000355e+00,1.163662259406759514e-03,1.812798355304560803e-07,2.115045024308685566e-04,1.750709774887733898e-07,-3.485347310818081468e+00,3.134679004254507795e-04,-9.612931386411442958e+00,1.665439821112706369e-03
1.000000000000000000e+01,1.159318738522798365e-03,1.776461944161578388e-07,2.082123972895999454e-04,1.715623131734887408e-07,-3.488117188068828867e+00,3.076637897604726887e-04,-9.615054876480868984e+00,1.654201734342776800e-03
1.009999999999999964e+01,1.156694494933344520e-03,1.741655308258002020e-07,2.052813280806009371e-04,1.682062446597290836e-07,-3.492035854230215008e+00,3.023148042011599627e-04,-9.613494144427660260e+00,1.645121983072040045e-03
1.019999999999999929e+01,1.153271974497076767e-03,1.707149098287411561e-07,2.025463404934245881e-04,1.648618199609174429e-07,-3.497103794058018522e+00,2.985817579907770443e-04,-9.614266646395128291e+00,1.641995946990875300e-03
1.030000000000000249e+01,1.150146766490747936e-03,1.674642510501524044e-07,2.001032201515978845e-04,1.617168603772584293e-07,-3.500469839769435154e+00,2.924303755159437970e-04,-9.612285478469654976e+00,1.623549574985600104e-03
1.040000000000000036e+01,1.146664610815866783e-03,1.642361748983861311e-07,1.974299781418893402e-04,1.586056623525031131e-07,-3.505668957399505459e+00,2.877667553543686351e-04,-9.613178340870474514e+00,1.614349934098228620e-03
1.050000000000000000e+01,1.143701651822718419e-03,1.611351041666003164e-07,1.946994110140488866e-04,1.556158642568103492e-07,-3.508438819091354688e+00,2.838340301718420282e-04,-9.616524577399854223e+00,1.610398144372083380e-03
1.059999999999999964e+01,1.140775958111704246e-03,1.580787064203953834e-07,1.913802780367427454e-04,1.526691997335997336e-07,-3.511616302797690992e+00,2.782581024402257675e-04,-9.621168434407298520e+00,1.601593885421404928e-03
1.069999999999999929e+01,1.138462398015435088e-03,1.551409586418475596e-07,1.872119107040938772e-04,1.498193265622931517e-07,-3.515794213266699941e+00,2.746938502178288737e-04,-9.623377616268372847e+00,1.613460166185845838e-03
1.080000000000000071e+01,1.135772501132292951e-03,1.522961728698008930e-07,1.829632545440922282e-04,1.470695060238377975e-07,-3.520249183552193628e+00,2.694546616930969881e-04,-9.626080430575095548e+00,1.615725271315641325e-03
1.090000000000000036e+01,1.132482550286505142e-03,1.495097492871587898e-07,1.797488865744398940e-04,1.443849516234061772e-07,-3.523101596759438792e+00,2.652608480904004428e-04,-9.624466936278526674e+00,1.614261405189849419e-03
1.099999999999999822e+01,1.130526938600411556e-03,1.468161026480025802e-07,1.757076991751989553e-04,1.417877424470275565e-07,-3.527395550253247691e+00,2.616320596898510215e-04,-9.610504307960777481e+00,1.625892735702094173e-03
1.109999999999999964e+01,1.127859879284220240e-03,1.441696239002868174e-07,1.723875024941324055e-04,1.392414122178346211e-07,-3.530556992344539680e+00,2.566011820367694119e-04,-9.609056935230450236e+00,1.621026003188269548e-03
1.119999999999999929e+01,1.125509897933419474e-03,1.415893226798015267e-07,1.695167509251687343e-04,1.367377795301545689e-07,-3.536539238163852517e+00,2.536175051143818885e-04,-9.602572692824081102e+00,1.626245027625118026e-03
1.130000000000000071e+01,1.123492175382249762e-03,1.390958682746248248e-07,1.662711890666275418e-04,1.343306646646623720e-07,-3.539828759726812990e+00,2.489686969965827562e-04,-9.590414103154978775e+00,1.624821436306197586e-03
1.140000000000000036e+01,1.120943014806529813e-03,1.366832869948225534e-07,1.630590661006349332e-04,1.320094454711480221e-07,-3.542780609746344567e+00,2.452152886463599768e-04,-9.579399616218308822e+00,1.627862990568105508e-03
1.150000000000000000e+01,1.118704734360424780e-03,1.343225319266087252e-07,1.599160587755754626e-04,1.297247629993613032e-07,-3.546041121574081245e+00,2.409784597051777423e-04,-9.568506177480168517e+00,1.627835373693967917e-03
1.159999999999999964e+01,1.115877634505449629e-03,1.320401558028101408e-07,1.567894099835536229e-04,1.275106771218229278e-07,-3.550744505405489804e+00,2.375787010473870062e-04,-9.560171682231468182e+00,1.633347219968579863e-03
1.169999999999999751e+01,1.113691028759672798e-03,1.298011956266575313e-07,1.541013920670051304e-04,1.253484609082456555e-07,-3.554380793494134494e+00,2.338671623171654753e-04,-9.544162372986169984e+00,1.632579357131958009e-03
1.180000000000000071e+01,1.110743720738235777e-03,1.275996557141185988e-07,1.511386071287275975e-04,1.232157767393866710e-07,-3.558885089974571869e+00,2.310173431909857489e-04,-9.534036833264785571e+00,1.640066177641995434e-03
1.189999999999999858e+01,1.108937252619530056e-03,1.254324823283757305e-07,1.485873132405732559e-04,1.211373180020097943e-07,-3.562786171090776222e+00,2.277685968782307518e-04,-9.521761073248107721e+00,1.641947886452059481e-03
1.200000000000000000e+01,1.106654446321185190e-03,1.233655287262689746e-07,1.458627236820722150e-04,1.191407680832431821e-07,-3.564894723629208784e+00,2.241387536600446110e-04,-9.502146221228294110e+00,1.641949581231320638e-03
1.210000000000000142e+01,1.105004743874327296e-03,1.213362374199939629e-07,1.426244143927777642e-04,1.171694183655658835e-07,-3.569334094087794895e+00,2.210914212171441191e-04,-9.483662784920738886e+00,1.654610900766105737e-03
1.219999999999999929e+01,1.102571152225282833e-03,1.193544871622633928e-07,1.402239627842200270e-04,1.152501835353022358e-07,-3.572772269921506094e+00,2.178868078892929878e-04,-9.466717157505751601e+00,1.655120711500334503e-03
1.230000000000000249e+01,1.100661539852315586e-03,1.173977388348113266e-07,1.372184871745715578e-04,1.133832422112750521e-07,-3.577595460504362279e+00,2.144454854932139741e-04,-9.446808788352489827e+00,1.661124471526025407e-03
1.240000000000000036e+01,1.098705952248888200e-03,1.155463552878852156e-07,1.342206608477265024e-04,1.115820219645719734e-07,-3.580027157038864871e+00,2.113816825383443528e-04,-9.417053226196781424e+00,1.671056784792769373e-03
1.250000000000000000e+01,1.096555632793140946e-03,1.136938699315685296e-07,1.315272686884483245e-04,1.098000200673551570e-07,-3.583457691523966204e+00,2.083803258802661117e-04,-9.392883922212273973e+00,1.677644771180582771e-03
1.259999999999999964e+01,1.094781561045858175e-03,1.119086820860226521e-07,1.290633933752170922e-04,1.080602605819733421e-07,-3.587515860490144703e+00,2.056231907468602214e-04,-9.359625360883093492e+00,1.685184651060916711e-03
1.269999999999999929e+01,1.092566655250214657e-03,1.101260643369902020e-07,1.263380384905556412e-04,1.063478780319357242e-07,-3.589609227008127235e+00,2.029514145874897614e-04,-9.321692736975940363e+00,1.695228453832370568e-03
1.280000000000000071e+01,1.090151182555784649e-03,1.084342668867727574e-07,1.242121161666947355e-04,1.047341224902219023e-07,-3.593352678745299400e+00,1.999021547641461445e-04,-9.279598215723265042e+00,1.693691850695251862e-03
1.290000000000000036e+01,1.088083632276088796e-03,1.067412149040356687e-07,1.222758883872515439e-04,1.030937644509789369e-07,-3.596826086984696857e+00,1.974664634553017334e-04,-9.233529932572961840e+00,1.697076448113615061e-03
1.300000000000000178e+01,1.086734220925139301e-03,1.051207043835358472e-07,1.208240609644317795e-04,1.015159013776539463e-07,-3.600424693698320411e+00,1.945880945706120711e-04,-9.181879840480441146e+00,1.690819014976183143e-03
1.309999999999999964e+01,1.084464422300149104e-03,1.035253623983260961e-07,1.197860599654936112e-04,9.996197147129485533e-08,-3.602960795969226027e+00,1.916819742641881204e-04,-9.130681456308789024e+00,1.676623918663734409e-03
1.319999999999999929e+01,1.082523132904700865e-03,1.019389845133541036e-07,1.191754456680631192e-04,9.847648699483396679e-08,-3.606549859357537358e+00,1.893071309726629403e-04,-9.069328975664340931e+00,1.659451223057673832e-03
1.330000000000000071e+01,1.080698651314535670e-03,1.004247549713978404e-07,1.185114323215802318e-04,9.697245564870204796e-08,-3.610201659294990151e+00,1.865580613419183596e-04,-9.008478468667549421e+00,1.643793678434415364e-03
1.340000000000000036e+01,1.078530447493454255e-03,9.894387159992639536e-08,1.182554378154579585e-04,9.553938619316108916e-08,-3.613567210285816955e+00,1.843290532851973569e-04,-8.939216339834946012e+00,1.624118555289852210e-03
1.350000000000000000e+01,1.075997003188638133e-03,9.747006502459459043e-08,1.190593294398549528e-04,9.414041326266134075e-08,-3.616101121235894666e+00,1.820481506283982390e-04,-8.864839375403422039e+00,1.588645842413822585e-03
1.359999999999999964e+01,1.073813862374813771e-03,9.605087651310817197e-08,1.206170839331934311e-04,9.276319455926074012e-08,-3.618499114970370911e+00,1.800528432958142994e-04,-8.784801987019914549e+00,1.548545475902742691e-03
1.369999999999999751e+01,1.071362615484347915e-03,9.465164202285393276e-08,1.228782566823495136e-04,9.139454131345112789e-08,-3.622946450696776566e+00,1.773680121643212673e-04,-8.689497788408374390e+00,1.493946019574361782e-03
1.380000000000000071e+01,1.068400597479751387e-03,9.329627298188744593e-08,1.276073773962388934e-04,9.007888634296482374e-08,-3.625465468352581766e+00,1.757142590671811650e-04,-8.595712798615140926e+00,1.421425175960117169e-03
1.389999999999999858e+01,1.065160608969889814e-03,9.194953361985615599e-08,1.335227189412989228e-04,8.879419019589506522e-08,-3.628677502975977021e+00,1.734298318774569027e-04,-8.497094465645783856e+00,1.335785166509582305e-03
1.400000000000000000e+01,1.061695703055828052e-03,9.063371647142443704e-08,1.431009598014585076e-04,8.753428960071211104e-08,-3.631616372983554442e+00,1.715271154510742508e-04,-8.394629565054602338e+00,1.228629912574997303e-03
1.410000000000000142e+01,1.058726731003632043e-03,8.935839867127681320e-08,1.555295516589972726e-04,8.629020065353140513e-08,-3.632364983453376439e+00,1.698568312827168376e-04,-8.287962886854518985e+00,1.117313426661747586e-03
1.419999999999999929e+01,1.054491927977783223e-03,8.808698477130384230e-08,1.727825942886500430e-04,8.509906085651876913e-08,-3.634863687488335771e+00,1.678295585325940444e-04,-8.189879274479595850e+00,9.883245534681760810e-04
1.430000000000000249e+01,1.049985653148581251e-03,8.686869638481436456e-08,1.956527712864200293e-04,8.390765658365338153e-08,-3.637432174517842398e+00,1.660686183692013942e-04,-8.102094615703274272e+00,8.605359571990425218e-04
1.440000000000000036e+01,1.044696707336640771e-03,8.566867107068157290e-08,2.258370153952160531e-04,8.274255471398225459e-08,-3.637405550507500251e+00,1.648195550320823285e-04,-8.026438229502597110e+00,7.364315089313642386e-04
1.450000000000000000e+01,1.038725995913722258e-03,8.449742843173349687e-08,2.659008042812045823e-04,8.159731088375958008e-08,-3.636574587027011418e+00,1.635348268869964660e-04,-7.959430313274069135e+00,6.168923290793338395e-04
1.459999999999999964e+01,1.031695206802032755e-03,8.332989058023689551e-08,3.196847631510694489e-04,8.049219606801109437e-08,-3.634217370665973945e+00,1.622871119714971782e-04,-7.911229343408345827e+00,5.056177240592532899e-04
1.469999999999999929e+01,1.023248290613976066e-03,8.222107588948164567e-08,3.941152976457465407e-04,7.939415618351975930e-08,-3.629367303022407398e+00,1.614382503780417265e-04,-7.882974358914182744e+00,4.048945207719061652e-04
1.480000000000000071e+01,1.014038849643720489e-03,8.111507692927541918e-08,5.016809608491250988e-04,7.831338076806085933e-08,-3.617402800188797229e+00,1.606307087551743810e-04,-7.881789619950298587e+00,3.138021561800237360e-04
1.480000000000000071e+01,1.012757943009114569e-03,8.111472928703244519e-08,4.196180109320197952e-04,7.831476811536689556e-08,-3.631894506810999346e+00,1.608359605606558785e-04,-7.768833976209714720e+00,3.751561430455290056e-04
1.482000000000000028e+01,1.010712626609637423e-03,8.088570581376183958e-08,4.417359855074576617e-04,7.811781271445376686e-08,-3.629675287237763115e+00,1.607696577053109273e-04,-7.772997718340606710e+00,3.553684291652782967e-04
1.483999999999999986e+01,1.007763140811350055e-03,8.067454078696588213e-08,4.653915009837155075e-04,7.791145712441608248e-08,-9.089793911248396086e-01,3.828586963775201107e-02,-5.111454206615039908e+00,8.006623763382322845e-02
1.485999999999999766e+01,1.005337400734470374e-03,8.044142319777292675e-08,4.912403405911741801e-04,7.770621266747582851e-08,-3.626628674235300664e+00,1.609593067884627048e-04,-7.772168877778995011e+00,3.179018545236721909e-04
1.488000000000000256e+01,1.002858081192171394e-03,8.022131398533807308e-08,5.187801895508325394e-04,7.748359026334204288e-08,-3.624060026452971428e+00,1.609671707845665618e-04,-7.773795497408601207e+00,3.003704989372577732e-04
1.490000000000000036e+01,1.000425296978057696e-03,8.002251993732564381e-08,5.507270486940123513e-04,7.727465932318235311e-08,-3.619412071746516801e+00,1.606456812680824792e-04,-7.780217264297780488e+00,2.819533559062789921e-04
1.490000000000000036e+01,1.006417106937886616e-03,8.002252341901547763e-08,6.740926503002816648e-04,7.727399899712190510e-08,-3.593884514720128820e+00,1.599463875293772165e-04,-7.938786134532032079e+00,2.307387174417806794e-04
1.491999999999999993e+01,9.978546574264004869e-04,7.980439283381506131e-08,5.839412054143164549e-04,7.707471733376408110e-08,-3.616799851962943180e+00,1.605751007319042225e-04,-7.785241188780494426e+00,2.648663463831150023e-04
1.493999999999999950e+01,9.946742930019535078e-04,7.957919178154647968e-08,6.180778307123402501e-04,7.687283788251100880e-08,-3.613507524780503744e+00,1.607243268600210928e-04,-7.791342469970503615e+00,2.496468996939379091e-04
1.496000000000000085e+01,9.921222803585655857e-04,7.937457069817476462e-08,6.601784067006320278e-04,7.667083502988624312e-08,-3.606709820265601607e+00,1.608297703630923831e-04,-7.803495722408870350e+00,2.333262678360332272e-04
1.498000000000000043e+01,9.897152142233844267e-04,7.916749211489757889e-08,7.093929900168552665e-04,7.644758109794016925e-08,-3.599321267950596592e+00,1.606530164796304535e-04,-7.822023580467678983e+00,2.164644507937618634e-04
1.499999999999999822e+01,9.877453440946426955e-04,7.895390365388444678e-08,7.609839451314431760e-04,7.625025820012710534e-08,-3.591102226406453823e+00,1.605487065551104210e-04,-7.844381483477498307e+00,2.012322598841409548e-04
1.499999999999999822e+01,1.017788470374803500e-03,7.895404498226901753e-08,9.570736843009351605e-04,7.625015555867367394e-08,-3.546568628817977853e+00,1.561082141189696964e-04,-8.126639265947547486e+00,1.603902325646310739e-04
1.501999999999999957e+01,9.871909874790024166e-04,7.874977982791314329e-08,8.289268529645040526e-04,7.604985496736494500e-08,-3.580453682047840758e+00,1.603358386606417493e-04,-7.879659885368281991e+00,1.843715334714230293e-04
1.503999999999999915e+01,9.892981361792401937e-04,7.853514395434031944e-08,9.115295057967652635e-04,7.583641294037042326e-08,-3.564680523173016979e+00,1.594410471745618578e-04,-7.934103288845300028e+00,1.671529847538193430e-04
1.506000000000000050e+01,9.954618497770842053e-04,7.832949133449753991e-08,1.005406030423124444e-03,7.563649314077486887e-08,-3.548365279266235461e+00,1.580251395236055112e-04,-8.008758745037795279e+00,1.511122842468846147e-04
1.508000000000000007e+01,1.039590250330612751e-03,7.811982904970455755e-08,1.176918381183021884e-03,7.544297608325399647e-08,-3.517978753273608206e+00,1.510570382014403976e-04,-8.240422435695906600e+00,1.288479711558118506e-04
1.509999999999999964e+01,1.117057201778750035e-03,7.790849893385423973e-08,1.308794982339414950e-03,7.524028922226055223e-08,-3.513333957717152956e+00,1.402818566872057607e-04,-8.639604934920683377e+00,1.155861172550940358e-04
1.509999999999999964e+01,1.081264832780519424e-03,7.790794730671292466e-08,1.276561673810187609e-03,7.524326474272005790e-08,-3.507732943508830914e+00,1.446974374218825971e-04,-8.478935697453684028e+00,1.183033344853885060e-04
1.511999999999999744e+01,1.109031663098827706e-03,7.769633265070550304e-08,1.353283773182496590e-03,7.504478454909264702e-08,-3.506461520475561144e+00,1.406767134138955922e-04,-8.595989451521910851e+00,1.113043942039874089e-04
1.514000000000000234e+01,1.132832842271224620e-03,7.751079562449040197e-08,1.411102466778434714e-03,7.484462666646788928e-08,-3.506068962173152670e+00,1.373804581310240187e-04,-8.691567114401090421e+00,1.065331613929623267e-04
1.516000000000000014e+01,1.156543042186241156e-03,7.729634518526463463e-08,1.462640754836942161e-03,7.464878521340171555e-08,-3.509425811532688400e+00,1.344513649555069000e-04,-8.786153669668085087e+00,1.027053577650378777e-04
1.517999999999999972e+01,1.176333746467949195e-03,7.708900089185824478e-08,1.494084562261082001e-03,7.445941950013812423e-08,-3.516764568126715673e+00,1.318362445687707015e-04,-8.873296079652037704e+00,1.002220214121999113e-04
1.519999999999999929e+01,1.195015746696427138e-03,7.688768967278542237e-08,1.519786036647751424e-03,7.424435217461506718e-08,-3.525927509067775745e+00,1.291361845275496717e-04,-8.955739207778060873e+00,9.809604443658214421e-05
1.519999999999999929e+01,1.206894172793948443e-03,7.689946214677286419e-08,1.449963550524515157e-03,7.424785985818579922e-08,-3.547468631812032314e+00,1.281932257778708702e-04,-9.064205502574250062e+00,1.031122764483018432e-04
1.522000000000000064e+01,1.209732551869478756e-03,7.667738080565055143e-08,1.536849530827303625e-03,7.406518480176480753e-08,-3.535915871551933876e+00,1.275070218002589018e-04,-9.027067296008153718e+00,9.689411669809909835e-05
1.524000000000000021e+01,1.221991210704202096e-03,7.648314226523351421e-08,1.545683715390575941e-03,7.386442877998139198e-08,-3.546881171408626798e+00,1.257948078193885664e-04,-9.094062378947430858e+00,9.607463727636240654e-05
1.526000000000000156e+01,1.234107590280175996e-03,7.627849293434432377e-08,1.549749953608375863e-03,7.367320995045098939e-08,-3.556614838161584302e+00,1.243560445372497833e-04,-9.162559947974624919e+00,9.559675539297203474e-05
1.527999999999999936e+01,1.242663096391598016e-03,7.608061121610708582e-08,1.548044866146026585e-03,7.348955407310406697e-08,-3.566634095595054177e+00,1.229800821196640876e-04,-9.220466961463120725e+00,9.529276127346242211e-05
1.530000000000000071e+01,1.247821956677197400e-03,7.589969149981311405e-08,1.447747634229571952e-03,7.329119508709577593e-08,-3.598339220095867930e+00,1.223332883984407310e-04,-9.369023271157418620e+00,1.018553121456691822e-04
1.530000000000000071e+01,1.249147420623238861e-03,7.588507513929852705e-08,1.541310781935303995e-03,7.329865872390159771e-08,-3.580472515959899127e+00,1.220160149815827252e-04,-9.279060635046281647e+00,9.545682791649369209e-05
1.531999999999999851e+01,1.255363212691053363e-03,7.569052462067700394e-08,1.529054192009679600e-03,7.309655420830310285e-08,-3.588403329727839264e+00,1.211047765931979768e-04,-9.333318192354283838e+00,9.603685435505271428e-05
1.533999999999999986e+01,1.259293703084105997e-03,7.549728329427617186e-08,1.514549436514912775e-03,7.291383425461410071e-08,-3.601852454983733409e+00,1.206030894583053845e-04,-9.388128225422029516e+00,9.685561446146828603e-05
1.535999999999999943e+01,1.262216278202147332e-03,7.529024588694205257e-08,1.499473458984295965e-03,7.272221255781423137e-08,-3.607660357468008172e+00,1.200046991201567434e-04,-9.433174245314797091e+00,9.752170967692657614e-05
1.538000000000000078e+01,1.265112366501796020e-03,7.511199364811756190e-08,1.489222686666691288e-03,7.253235878684346651e-08,-3.616981356873166575e+00,1.194090987240525821e-04,-9.478553618465701547e+00,9.798572881496962902e-05
1.540000000000000036e+01,1.266978504421779287e-03,7.491166218864992815e-08,1.476697013372117338e-03,7.234243273872294249e-08,-3.629318354997261409e+00,1.187315866249978580e-04,-9.524972355634149679e+00,9.838314528916523014e-05
1.540000000000000036e+01,1.257985529808416632e-03,7.490594168498007973e-08,1.373812769119879410e-03,7.233680928406420163e-08,-3.646562083426688972e+00,1.196221238663612742e-04,-9.613787779797911881e+00,1.058039044202778900e-04
1.541999999999999993e+01,1.268473283045462498e-03,7.471175369071745542e-08,1.463020455697918842e-03,7.215169949208321151e-08,-3.634668268854916562e+00,1.182652403285399263e-04,-9.563487085184529946e+00,9.902738917890779511e-05
1.543999999999999950e+01,1.268776698388304975e-03,7.450849701798204375e-08,1.447577031548213716e-03,7.195709856712950548e-08,-3.643607263368391358e+00,1.179645365631967166e-04,-9.605418386215644588e+00,9.984130400828234234e-05
1.546000000000000263e+01,1.269229616431472030e-03,7.431442946240217536e-08,1.432151758141630418e-03,7.177283733081531632e-08,-3.655479400293538461e+00,1.177883478653423305e-04,-9.651372753327859044e+00,1.008085034339461567e-04
1.548000000000000043e+01,1.269621412617767285e-03,7.413067733251710043e-08,1.418220103164579728e-03,7.159055421313130938e-08,-3.663551470726369885e+00,1.173327030958896765e-04,-9.690719504911921689e+00,1.014563183204835779e-04
1.550000000000000000e+01,1.268862911444183740e-03,7.394100965317205973e-08,1.401942247951807946e-03,7.140704699313963915e-08,-3.672406635031633115e+00,1.172016152388777929e-04,-9.731318015499525131e+00,1.024443719034834430e-04
1.550000000000000000e+01,1.247978603676313429e-03,7.394453911520614231e-08,1.253958405377741470e-03,7.141088349657735584e-08,-3.687648658044244243e+00,1.191248123473942743e-04,-9.814723575887821738e+00,1.145056114572240891e-04
1.551999999999999957e+01,1.267811332025404981e-03,7.374264850674932670e-08,1.385217046488564085e-03,7.121540642708239944e-08,-3.680930325214751164e+00,1.168231098741476926e-04,-9.772602798091892140e+00,1.032629981726969110e-04
1.553999999999999915e+01,1.265905902269893026e-03,7.357380947638038509e-08,1.367031921651288163e-03,7.105513234678501531e-08,-3.687284159193405131e+00,1.168745801216035932e-04,-9.807158311215751212e+00,1.045188875279655133e-04
1.556000000000000050e+01,1.262707969980847661e-03,7.338257754655257878e-08,1.341386767799953358e-03,7.086929332402882921e-08,-3.694991201547198401e+00,1.168669058819146359e-04,-9.844982562514260849e+00,1.062413371696112698e-04
1.557999999999999829e+01,1.258413393121986896e-03,7.318497456532348862e-08,1.313491588723015614e-03,7.067875205763658932e-08,-3.702008082783315501e+00,1.167834288211786088e-04,-9.879565969894697375e+00,1.080543520254712518e-04
1.559999999999999964e+01,1.225107851685954419e-03,7.300159719626534386e-08,1.105741094488055113e-03,7.050212235911077247e-08,-3.714838571212691676e+00,1.196674543268387824e-04,-9.956051195434936218e+00,1.280436530272272032e-04
1.559999999999999964e+01,1.254513595557665102e-03,7.299569557433618834e-08,1.283905738881390866e-03,7.049716091590680815e-08,-3.708654304506557864e+00,1.170437919406715530e-04,-9.911953520101629778e+00,1.104422314836367268e-04
1.561999999999999922e+01,1.248794735402895166e-03,7.281876848018398756e-08,1.250622425130790659e-03,7.032595403928672063e-08,-3.714133543904479140e+00,1.172628103057481218e-04,-9.940695365270766359e+00,1.130789785921084198e-04
1.564000000000000057e+01,1.243412269588755345e-03,7.262223782019448284e-08,1.215986048014953622e-03,7.013572634410655134e-08,-3.719541166037611646e+00,1.172989130864856536e-04,-9.966514253245582822e+00,1.158349588245815833e-04
1.566000000000000014e+01,1.237606913568123747e-03,7.243934598827856166e-08,1.181026377535879246e-03,6.995858187457507065e-08,-3.726198289209142089e+00,1.177472007682817698e-04,-9.994201771048651040e+00,1.191626346511084629e-04
1.567999999999999972e+01,1.231720269362881126e-03,7.225937888156083595e-08,1.149246668709675992e-03,6.978473398901656392e-08,-3.726646953917159166e+00,1.180120278174534674e-04,-1.001008150474269698e+01,1.221493134543109275e-04
1.569999999999999751e+01,1.226152726931216711e-03,7.205887744566809324e-08,1.115501954675465496e-03,6.959100654639493400e-08,-3.732057715175780999e+00,1.180569070364019562e-04,-1.003209902676952936e+01,1.253239430042018990e-04
1.569999999999999751e+01,1.200803367759597368e-03,7.206608726730810293e-08,9.657527660398566079e-04,6.959728689657247943e-08,-3.731924968750801597e+00,1.207276898456789916e-04,-1.005169352459648024e+01,1.449746227016380270e-04
