# #Freq[Hz], #Gain_mean[a.u.], #Gain_std[a.u.], #Phase_mean[rad], #Phase_std[rad]
1.000000000000000000e+03,9.889620308177479728e+02,1.692757532546425381e+01,-2.848859371188092876e-02,1.800132551041773790e-02
1.047452236000633093e+03,9.786512028462936996e+02,1.773035717780899390e+01,-1.089297211604671814e-02,1.903216366382566582e-02
1.097156186702727155e+03,9.920992427003741341e+02,2.048972208543541385e+01,-1.627146441477505048e-02,1.850073417708604506e-02
1.149218701003699834e+03,9.925291291982673556e+02,1.597123822184420661e+01,-1.140146215898916147e-02,2.016081661924629120e-02
1.203751698020068488e+03,9.898659798571076180e+02,1.307222393446412489e+01,-2.180466425915152801e-02,2.124602940138517471e-02
1.260872407680680908e+03,9.814308703694596261e+02,1.700191481318702102e+01,-1.384424188219623986e-02,2.608481048908858901e-02
1.320703622736631132e+03,9.893673750446630493e+02,2.358757407485597923e+01,-1.621646861919150487e-02,1.673503676873968476e-02
1.383373962729620871e+03,9.931735222533485512e+02,1.751417426216977091e+01,-3.322564805218806289e-02,1.958234463932240557e-02
1.449018150486198010e+03,9.980952429544765891e+02,1.647225262485918762e+01,-2.671070422679351283e-02,2.001722738184115447e-02
1.517777301732271553e+03,9.865984040814213358e+02,1.574696715680603987e+01,-2.803392460864682217e-02,1.960936490728708292e-02
1.589799228450475539e+03,9.921490516471079673e+02,1.695708169807605969e+01,-2.219889622116357625e-02,2.497117817399367723e-02
1.665238756632531931e+03,9.965009077482038720e+02,2.128231636512980884e+01,-2.041378125161918966e-02,1.884922967204586547e-02
1.744258059109661417e+03,1.002588841140612431e+03,1.992943739498110389e+01,-1.757742593752218557e-02,3.348252112003478886e-02
1.827027004176539549e+03,9.908005863151578296e+02,1.953371633907241645e+01,-6.268562680429035257e-03,2.040183787730567161e-02
1.913723520758254381e+03,9.904436380341319364e+02,3.547200572720544898e+01,-4.462028103757927078e-02,3.137711476003429700e-02
2.004533980905239787e+03,1.004375737724088708e+03,1.509081052885770724e+01,-2.647115122920840058e-02,2.728446114567584582e-02
2.099653600438443846e+03,9.973069840210673647e+02,2.226109274250582359e+01,-2.776966116064629592e-02,2.967532196949015239e-02
2.199286858606028090e+03,1.000674761798506893e+03,2.509330633226614182e+01,-4.432042219329303950e-02,2.951568957725318743e-02
2.303647937653694953e+03,9.933244531250577438e+02,1.635305713413496065e+01,-2.687105174612929373e-02,2.420783173375562480e-02
2.412961183253609761e+03,1.010198165405301324e+03,2.481043677981440254e+01,-3.057408767588225620e-02,2.788425511132041137e-02
2.527461586781726965e+03,9.810056481224761455e+02,2.210488079030646702e+01,-4.747854077554913843e-02,3.037203149045364717e-02
