# #Freq[Hz], #Gain_mean[a.u.], #Gain_std[a.u.], #Phase_mean[rad], #Phase_std[rad]
1.000000000000000000e+01,1.013051041005311674e+02,5.210574126206343054e-02,1.683302430379285505e-04,4.615327175831002659e-04
1.028073223830865324e+01,1.012841460923700225e+02,4.524790636882371903e-02,5.960006192053946130e-05,3.554901385627309233e-04
1.056934553557988288e+01,1.012958523054479087e+02,5.615458134050832495e-02,-1.538108474461896582e-04,2.967913158914092472e-04
1.086606113854597488e+01,1.013164031295808627e+02,4.324350153868553731e-02,-1.555127709080839082e-04,4.804823746153846775e-04
1.117110650504824143e+01,1.012842271469679929e+02,2.537900163698115011e-02,-1.729803238087246396e-04,3.002672700261271128e-04
1.148471547840289553e+01,1.012841981746386892e+02,2.956722172787652758e-02,1.354481372487725767e-04,6.049606204823950459e-04
1.180712846666190252e+01,1.013066496933284668e+02,5.002730389241097364e-02,2.482198625859410935e-05,3.024547401924513462e-04
1.213859262690628249e+01,1.012777457858558279e+02,8.037606610823373743e-02,-1.437964653761447556e-04,4.163301290708079899e-04
1.247936205471311411e+01,1.013221343703143731e+02,8.841901052972039876e-02,-9.164555665970297311e-05,2.643878554608542148e-04
1.282969797894147490e+01,1.012738895980984353e+02,4.551097276960684029e-02,-1.640443181054607180e-04,3.590474885387952807e-04
1.318986896198669889e+01,1.012813595468880123e+02,4.609576142008758176e-02,-1.286093730114679199e-04,4.530539214605906924e-04
1.356015110565633286e+01,1.013252666884080639e+02,3.165462193457314888e-02,1.779024732829537268e-04,4.823505901735856624e-04
1.394082826282577869e+01,1.012799033302770511e+02,4.374159129606285112e-02,1.974753910406690184e-04,4.266749179018851303e-04
1.433219225503573924e+01,1.012873970564511552e+02,4.164073060357355305e-02,-1.908895156512713378e-05,3.736176873115166987e-04
1.473454309619835101e+01,1.012974790969541061e+02,4.161996193716486353e-02,1.074029929855058185e-04,4.097435532603848902e-04
1.514818922258345779e+01,1.012919370520497750e+02,4.169631889480240883e-02,-1.877175299469513448e-04,3.301923069051367608e-04
1.557344772926134269e+01,1.013077440489376784e+02,5.760151196550939573e-02,-5.738506764267903564e-05,3.798449340608240797e-04
1.601064461318317811e+01,1.012744243569531335e+02,5.688596614719413497e-02,-1.872822144311392270e-04,3.490585328850043158e-04
1.646011502308550689e+01,1.013266070979991440e+02,4.812535234649368415e-02,1.399091771044691567e-04,5.734863686670311524e-04
1.692220351641037368e+01,1.013232936775856672e+02,2.682694526193591528e-02,7.646844986735068788e-05,4.075567028920263745e-04
1.739726432343801577e+01,1.012973049872071982e+02,5.643898422780277424e-02,9.922350850630757267e-05,2.558262157735729050e-04
1.788566161883461803e+01,1.012936497540050880e+02,9.604841304078799713e-02,9.259556231593357993e-05,5.500352864613733276e-04
1.838776980082327839e+01,1.013170387736720670e+02,9.596598779449200256e-02,-2.347810598899435639e-05,5.873048498866406371e-04
1.890397377819221347e+01,1.013160368193906464e+02,4.074143654858711217e-02,4.525425063848231708e-05,4.168705038759661910e-04
1.943466926536021333e+01,1.012964914990186713e+02,2.585034105398342080e-02,-1.333400696709841180e-04,3.654074077513603386e-04
1.998026308572550747e+01,1.012706226574378405e+02,4.179113705548521268e-02,1.181793592581303871e-04,5.596602337910698555e-04
2.054117348353064187e+01,1.012796450274496749e+02,3.514923570995370783e-02,2.435188531927590051e-04,5.420622924629759851e-04
2.111783044448244340e+01,1.012875444740618889e+02,6.683237708539244148e-02,-7.363550672603302329e-05,4.583320009125387505e-04
2.171067602537264918e+01,1.012862887863020802e+02,4.337204321758607317e-02,2.863470792255906616e-04,3.693316214546204894e-04
2.232016469295234629e+01,1.012936268854935662e+02,3.932876503196826995e-02,3.398283045998873455e-05,3.370071555009555983e-04
2.294676367231935998e+01,1.013161760550184738e+02,4.747509575250807856e-02,1.972534698343242408e-04,4.745735902077760963e-04
2.359095330508635158e+01,1.012810075301706831e+02,4.507272643513766941e-02,-1.001759123798961983e-04,4.107148888561426721e-04
2.425322741760352940e+01,1.012972424707992474e+02,5.462198663663959952e-02,8.320238682211212309e-05,2.893296570855993723e-04
2.493409369951879029e+01,1.012736261142311776e+02,4.422344804892315573e-02,2.447738633535756383e-04,5.738909602986233581e-04
2.563407409296515027e+01,1.012748804811550798e+02,4.207013291112556702e-02,2.241986833474651720e-04,2.826049070301466762e-04
2.635370519267394585e+01,1.013037107535763823e+02,5.334556652207864819e-02,1.132060644645882492e-04,5.529196284441599074e-04
2.709353865732051503e+01,1.013038678346038353e+02,3.340854717444673161e-02,8.667643907562805068e-05,4.724680577735584832e-04
2.785414163241767582e+01,1.012797637499944585e+02,2.270513012403081732e-02,-7.195572995222221380e-06,5.025200851511423287e-04
2.863609718508115876e+01,1.013085031653119756e+02,4.423827580911733615e-02,1.406263617163894307e-04,3.462290524154265810e-04
2.944000475100035175e+01,1.013051900083566750e+02,6.628365061675411951e-02,7.119194500413428815e-05,2.672863175539724723e-04
3.026648059395692059e+01,1.012783559667123257e+02,3.877033879427311397e-02,1.698164832419912784e-04,3.342553233842308967e-04
3.111615827824361347e+01,1.013113508216515868e+02,7.813879978915179436e-02,2.374084393945707916e-04,4.118136559905104699e-04
3.198968915434537763e+01,1.012783798612608308e+02,5.623067075201423903e-02,3.978515010476524338e-04,4.421270580033860608e-04
3.288774285825510191e+01,1.013069669593612758e+02,4.655495835250251374e-02,-6.473088084342215338e-05,2.800832577790424507e-04
3.381100782480685041e+01,1.012632467247354242e+02,6.158952851845728160e-02,7.900470995823028462e-05,5.492956090135652641e-04
3.476019181541977332e+01,1.012933372729011836e+02,2.173835899764843885e-02,1.743731730121211962e-04,4.856206345030423133e-04
3.573602246065788535e+01,1.012810554122282412e+02,4.576724720536853169e-02,2.338937199649393560e-04,3.349920103161595957e-04
3.673924781802074335e+01,1.012901860092836444e+02,4.216049596350576745e-02,1.931537251416592829e-04,4.975494426013553221e-04
3.777063694539368299e+01,1.013262773533811298e+02,3.948720766100412283e-02,2.150364156512374404e-05,3.078946436036291757e-04
3.883098049059604762e+01,1.012794410326212358e+02,4.357205328961462343e-02,-5.644153523371997223e-05,6.417580090673812628e-04
3.992109129748053675e+01,1.012724879132187681e+02,4.397527948284577631e-02,2.453528630231627044e-04,2.253748472733354765e-04
4.104180502904709016e+01,1.013053981595421220e+02,4.271378676462953689e-02,3.603992043264003797e-04,3.180812711431060206e-04
4.219398080805026297e+01,1.012930930479990934e+02,5.976346412413146431e-02,3.053878794648134834e-04,5.841565373268461665e-04
4.337850187558989035e+01,1.012925573161226964e+02,5.315933985227474373e-02,1.173723667205806064e-04,3.316654882822735314e-04
4.459627626819093393e+01,1.013133003621881016e+02,4.747591987991180845e-02,2.428459541483185655e-04,3.954941085328979788e-04
4.584823751389095747e+01,1.012822122804259948e+02,3.114996168243045621e-02,3.547166445228899572e-04,7.288815902522448840e-04
4.713534534786909802e+01,1.012703073398322999e+02,4.675835527068694653e-02,2.609851929914697383e-04,5.124459295643172749e-04
4.845858644816495797e+01,1.013086476335463857e+02,3.435875729374555237e-02,1.639589265653551673e-04,3.802098402288003865e-04
4.981897519205162439e+01,1.012658143968256184e+02,5.436059937111262230e-02,-8.492078848338912862e-05,4.428599345834486993e-04
5.121755443364241245e+01,1.013028381581676172e+02,3.324889788713479566e-02,2.300140293153951740e-04,3.814529614953606580e-04
5.265539630332755650e+01,1.012613223678708323e+02,7.701345013994922994e-02,-1.521863744544660369e-05,4.645474781508870986e-04
5.413360302965381265e+01,1.012835992940110543e+02,4.900090607547825938e-02,3.330502883267083655e-04,3.153449281468724639e-04
5.565330778427645697e+01,1.012845553414439621e+02,4.408983242065273728e-02,3.977315694295047058e-04,2.682288216271383084e-04
5.721567555063251831e+01,1.012662020763061435e+02,6.839775394812384890e-02,-1.073523342689064437e-04,4.535262781855394854e-04
5.882190401699956084e+01,1.013182686250938644e+02,4.059497006810799946e-02,4.476428119730258112e-04,6.674843346676481758e-04
6.047322449462649274e+01,1.012887511435899484e+02,4.402170023827230855e-02,2.694477537972694739e-04,5.975678334763450360e-04
6.217090286163826818e+01,1.012819390213815893e+02,4.132890974623386338e-02,9.008020118739246129e-05,5.113984422933427233e-04
6.391624053344005318e+01,1.012784881257251044e+02,4.749198111118086568e-02,3.787612240448989809e-04,5.438838679551429760e-04
6.571057546036270480e+01,1.012985198956534134e+02,3.324113968230608951e-02,5.523243871776272861e-04,4.192714190793498134e-04
6.755528315331642375e+01,1.012757934907955786e+02,4.708360327083000590e-02,2.873925822509004638e-04,4.002385174295275275e-04
6.945177773823695588e+01,1.012986762869474973e+02,4.006675778240054164e-02,3.580913749930303316e-04,3.351933561290462433e-04
7.140151304013399169e+01,1.012980356929350449e+02,5.110450208129082433e-02,1.849231348959534617e-04,3.998408267042467194e-04
7.340598369757212538e+01,1.012802063116708808e+02,4.061444239884185597e-02,2.819720437992945033e-04,4.309338139179856239e-04
7.546672630843890772e+01,1.013080522087027191e+02,4.498140776391507112e-02,1.705016073515253138e-04,4.299745346163058287e-04
7.758532060787835860e+01,1.012877638856448783e+02,3.509283731222731517e-02,2.459220011563179151e-04,4.474230605512768445e-04
7.976339067929276894e+01,1.013002621011728195e+02,3.035740219501250128e-02,2.159225084850113774e-04,3.861364989483463206e-04
8.200260619934130091e+01,1.012808587930856419e+02,2.945964042580357517e-02,2.311163650734471275e-04,4.700237939593250114e-04
8.430468371788971638e+01,1.012900051815354630e+02,4.292111769943978555e-02,4.576100735276256160e-04,1.888785699001543472e-04
8.667138797389233673e+01,1.012803586386562813e+02,3.024209134330102522e-02,2.909933521543450969e-04,4.565314914899190591e-04
8.910453324821513377e+01,1.012659099922588126e+02,5.771172437284295686e-02,3.866381006951691019e-05,2.201397891033992694e-04
