Freq_x, PSD_x, Freq_y, PSD_y, Freq_z, PSD_z
3.225806451612903136e-02,4.329062187969077616e-05,3.225806451612903136e-02,7.017752417467313796e-05,3.225806451612903136e-02,4.065552450855781881e-05
6.451612903225806273e-02,4.276870960198740721e-05,6.451612903225806273e-02,5.558500080655363971e-05,6.451612903225806273e-02,3.351826120770230483e-05
9.677419354838709409e-02,4.114837060864535512e-05,9.677419354838709409e-02,5.650936140399966703e-05,9.677419354838709409e-02,3.275194585467348636e-05
1.290322580645161255e-01,3.932885860983608225e-05,1.290322580645161255e-01,5.633398745054464188e-05,1.290322580645161255e-01,3.667727730085330835e-05
1.612903225806451568e-01,3.472325104845648422e-05,1.612903225806451568e-01,5.272082207764907421e-05,1.612903225806451568e-01,3.361227333877937502e-05
1.935483870967741882e-01,3.142093075221495907e-05,1.935483870967741882e-01,5.493580632872414220e-05,1.935483870967741882e-01,3.414022437327261491e-05
2.258064516129032195e-01,3.258289694729931882e-05,2.258064516129032195e-01,5.465991757415145238e-05,2.258064516129032195e-01,3.345413101382840941e-05
2.580645161290322509e-01,2.836161050448903579e-05,2.580645161290322509e-01,5.635892844251693713e-05,2.580645161290322509e-01,3.083282403928561133e-05
2.903225806451612545e-01,2.278416091468281422e-05,2.903225806451612545e-01,5.792004417374223410e-05,2.903225806451612545e-01,2.979702089850364718e-05
3.225806451612903136e-01,1.865421957916213230e-05,3.225806451612903136e-01,4.703490345642707222e-05,3.225806451612903136e-01,2.577559881866716118e-05
3.548387096774193727e-01,1.561775743653336137e-05,3.548387096774193727e-01,5.049637839718694205e-05,3.548387096774193727e-01,2.401508886082289471e-05
3.870967741935483764e-01,7.592638281203842082e-06,3.870967741935483764e-01,4.654118551810063791e-05,3.870967741935483764e-01,2.413600827588542331e-05
4.193548387096773800e-01,4.017884905464490721e-06,4.193548387096773800e-01,4.321473746051414025e-05,4.193548387096773800e-01,2.420322759890639148e-05
4.516129032258064391e-01,2.338205442143250590e-06,4.516129032258064391e-01,4.456717760126437203e-05,4.516129032258064391e-01,2.514772255051641954e-05
4.838709677419354982e-01,5.086628553559279185e-06,4.838709677419354982e-01,4.268928347711332179e-05,4.838709677419354982e-01,2.013557423260688522e-05
5.161290322580645018e-01,7.287200381308608709e-06,5.161290322580645018e-01,4.372079071352014048e-05,5.161290322580645018e-01,2.421949966387921098e-05
5.483870967741935054e-01,9.900419429476542611e-06,5.483870967741935054e-01,3.959339485139484472e-05,5.483870967741935054e-01,2.692504282473768697e-05
5.806451612903225090e-01,1.455780991069669173e-05,5.806451612903225090e-01,3.739272264122753481e-05,5.806451612903225090e-01,2.173288704372216125e-05
6.129032258064516236e-01,2.169577219183848840e-05,6.129032258064516236e-01,3.458429599784550320e-05,6.129032258064516236e-01,2.016958129869930331e-05
6.451612903225806273e-01,2.646232760467155871e-05,6.451612903225806273e-01,3.027169425603928678e-05,6.451612903225806273e-01,2.159992965024483091e-05
6.774193548387096309e-01,2.806965943276447536e-05,6.774193548387096309e-01,2.814513221419201672e-05,6.774193548387096309e-01,2.184338092538893645e-05
7.096774193548387455e-01,5.131881825801340154e-05,7.096774193548387455e-01,2.980808174045225327e-05,7.096774193548387455e-01,1.974376749607437839e-05
7.419354838709677491e-01,6.086340173308558266e-05,7.419354838709677491e-01,2.738425931549074932e-05,7.419354838709677491e-01,2.016429845696926797e-05
7.741935483870967527e-01,8.567874454367508741e-05,7.741935483870967527e-01,2.609029151946193719e-05,7.741935483870967527e-01,1.984712056431274293e-05
8.064516129032257563e-01,1.980768006686465285e-04,8.064516129032257563e-01,2.042659621798970671e-05,8.064516129032257563e-01,1.842878431696015750e-05
8.387096774193547599e-01,1.122776123941971512e-03,8.387096774193547599e-01,1.803079659072200319e-05,8.387096774193547599e-01,1.828480989910611317e-05
8.709677419354838745e-01,6.830162499644716612e-02,8.709677419354838745e-01,1.181889458662242531e-05,8.709677419354838745e-01,1.891438561238353527e-05
9.032258064516128782e-01,1.943672423171958217e-03,9.032258064516128782e-01,2.011816016781162015e-05,9.032258064516128782e-01,1.396533637924258333e-05
9.354838709677418818e-01,7.104606804997937739e-04,9.354838709677418818e-01,1.502114283717789420e-05,9.354838709677418818e-01,1.449473117675368390e-05
9.677419354838709964e-01,4.689839944410211935e-04,9.677419354838709964e-01,1.074359733646471744e-05,9.677419354838709964e-01,1.543039402162573110e-05
1.000000000000000000e+00,3.731529388928164336e-04,1.000000000000000000e+00,1.298604342641834410e-05,1.000000000000000000e+00,1.498935741981317770e-05
1.032258064516129004e+00,3.019661395732237759e-04,1.032258064516129004e+00,1.156756914661727240e-05,1.032258064516129004e+00,1.672572613836611089e-05
1.064516129032258007e+00,3.330623179743224540e-04,1.064516129032258007e+00,7.808579320864019797e-06,1.064516129032258007e+00,1.287225943147183916e-05
1.096774193548387011e+00,2.903646179429707056e-04,1.096774193548387011e+00,4.725419753433088451e-06,1.096774193548387011e+00,1.070793054165672427e-05
1.129032258064516014e+00,2.835894156327353126e-04,1.129032258064516014e+00,3.020389046497622317e-06,1.129032258064516014e+00,1.042515078619792252e-05
1.161290322580645018e+00,2.707117374274132181e-04,1.161290322580645018e+00,1.048974291539122340e-06,1.161290322580645018e+00,1.185156531333218940e-05
1.193548387096774244e+00,2.452073918315342857e-04,1.193548387096774244e+00,1.041951409874073163e-06,1.193548387096774244e+00,9.764216347077522728e-06
1.225806451612903247e+00,2.023335167588714953e-04,1.225806451612903247e+00,3.280826163595822598e-06,1.225806451612903247e+00,7.956746917623518133e-06
1.258064516129032251e+00,1.905249090555045585e-04,1.258064516129032251e+00,9.382662911952402365e-07,1.258064516129032251e+00,8.157827382460382384e-06
1.290322580645161255e+00,1.626580215253957645e-04,1.290322580645161255e+00,5.812496701943780877e-07,1.290322580645161255e+00,7.492390862049479147e-06
1.322580645161290258e+00,1.499567658966643937e-04,1.322580645161290258e+00,7.813032664684471547e-07,1.322580645161290258e+00,7.659479095165382521e-06
1.354838709677419262e+00,1.345175940243277329e-04,1.354838709677419262e+00,2.683582965270238617e-06,1.354838709677419262e+00,6.448923670279129428e-06
1.387096774193548265e+00,1.261970315583042400e-04,1.387096774193548265e+00,1.015844271660806839e-05,1.387096774193548265e+00,6.458253422678595664e-06
1.419354838709677491e+00,1.080876195952955857e-04,1.419354838709677491e+00,1.391905564456499035e-05,1.419354838709677491e+00,8.891165030612153343e-06
1.451612903225806495e+00,1.026479028223157625e-04,1.451612903225806495e+00,2.713739911763563689e-05,1.451612903225806495e+00,5.758755698485994309e-06
1.483870967741935498e+00,9.423486360848171671e-05,1.483870967741935498e+00,4.720437040887906277e-05,1.483870967741935498e+00,7.530574654318620881e-06
1.516129032258064502e+00,8.554856548397598496e-05,1.516129032258064502e+00,8.685192802964176648e-05,1.516129032258064502e+00,8.160978059070370238e-06
1.548387096774193505e+00,7.486643124781053077e-05,1.548387096774193505e+00,1.488990425047837624e-04,1.548387096774193505e+00,6.130116347717970623e-06
1.580645161290322509e+00,7.197117099932668369e-05,1.580645161290322509e+00,3.373975527139650051e-04,1.580645161290322509e+00,7.910518286838723085e-06
1.612903225806451513e+00,6.706710694928647671e-05,1.612903225806451513e+00,7.703266592298040972e-04,1.612903225806451513e+00,7.855774479873167820e-06
1.645161290322580516e+00,6.991900611093541278e-05,1.645161290322580516e+00,1.851065982216131825e-03,1.645161290322580516e+00,5.831645894404969025e-06
1.677419354838709520e+00,6.375220865370350917e-05,1.677419354838709520e+00,5.163020336075753100e-03,1.677419354838709520e+00,3.879868664361426150e-06
1.709677419354838745e+00,6.841636132644897568e-05,1.709677419354838745e+00,1.790015617295621225e-02,1.709677419354838745e+00,1.217382074810648359e-05
1.741935483870967749e+00,5.668613981606274534e-05,1.741935483870967749e+00,5.902783111468163507e-02,1.741935483870967749e+00,1.947928866084712928e-04
1.774193548387096753e+00,4.494944385462620249e-05,1.774193548387096753e+00,1.474541756099153646e-02,1.774193548387096753e+00,6.835545852067274322e-05
1.806451612903225756e+00,5.664698231865067667e-05,1.806451612903225756e+00,5.370987143397057927e-03,1.806451612903225756e+00,4.331103201035515403e-05
1.838709677419354760e+00,6.278970037143098747e-05,1.838709677419354760e+00,3.153917881948834281e-03,1.838709677419354760e+00,3.966105727285439245e-05
1.870967741935483764e+00,6.555513031852041141e-05,1.870967741935483764e+00,2.239570289972491086e-03,1.870967741935483764e+00,4.046302734747988708e-05
1.903225806451612767e+00,7.014917097901867185e-05,1.903225806451612767e+00,1.810822105034138414e-03,1.903225806451612767e+00,3.148994916491307852e-05
1.935483870967741993e+00,7.531389526538311040e-05,1.935483870967741993e+00,1.552763018307436486e-03,1.935483870967741993e+00,2.997324896324705099e-05
1.967741935483870996e+00,8.157318879788434912e-05,1.967741935483870996e+00,1.249673085279006703e-03,1.967741935483870996e+00,2.711560992523146907e-05
2.000000000000000000e+00,8.568449815354495951e-05,2.000000000000000000e+00,1.110217350092296013e-03,2.000000000000000000e+00,2.763616097262752190e-05
2.032258064516129004e+00,8.705305327949998796e-05,2.032258064516129004e+00,9.705329157449383995e-04,2.032258064516129004e+00,2.508939028833873970e-05
2.064516129032258007e+00,9.303059269159965174e-05,2.064516129032258007e+00,8.860343865337752100e-04,2.064516129032258007e+00,2.618460970324991552e-05
2.096774193548387011e+00,9.445781556942755143e-05,2.096774193548387011e+00,8.041974572191716878e-04,2.096774193548387011e+00,2.163735879745509817e-05
2.129032258064516014e+00,9.837058632892331511e-05,2.129032258064516014e+00,8.084051765243645661e-04,2.129032258064516014e+00,2.375628953296101946e-05
2.161290322580645018e+00,9.881513171886230698e-05,2.161290322580645018e+00,7.796880845747387661e-04,2.161290322580645018e+00,2.554858208956278584e-05
2.193548387096774022e+00,9.848505741402443852e-05,2.193548387096774022e+00,7.449326201854750400e-04,2.193548387096774022e+00,1.690338906451320874e-05
2.225806451612903025e+00,1.056061531867057433e-04,2.225806451612903025e+00,7.227829632163577413e-04,2.225806451612903025e+00,2.248859004286482002e-05
2.258064516129032029e+00,1.064035728567533980e-04,2.258064516129032029e+00,7.224035755029133794e-04,2.258064516129032029e+00,2.245260710720855860e-05
2.290322580645161032e+00,1.000562025320319768e-04,2.290322580645161032e+00,6.708035207390863810e-04,2.290322580645161032e+00,1.746495978391933397e-05
2.322580645161290036e+00,1.032703363616891448e-04,2.322580645161290036e+00,6.434682538426136087e-04,2.322580645161290036e+00,1.749147101979677018e-05
2.354838709677419484e+00,9.240376333753593787e-05,2.354838709677419484e+00,6.455432653883031802e-04,2.354838709677419484e+00,1.516355446928904732e-05
2.387096774193548487e+00,9.290069856947847618e-05,2.387096774193548487e+00,6.300858593783111982e-04,2.387096774193548487e+00,1.513179016013996669e-05
2.419354838709677491e+00,8.520868466152333224e-05,2.419354838709677491e+00,6.323881339283035641e-04,2.419354838709677491e+00,1.244311492097260076e-05
2.451612903225806495e+00,8.882717935546020687e-05,2.451612903225806495e+00,6.569149821739902291e-04,2.451612903225806495e+00,1.587261186203858438e-05
2.483870967741935498e+00,8.722002404805451767e-05,2.483870967741935498e+00,6.354213727842595704e-04,2.483870967741935498e+00,1.234427849995341410e-05
2.516129032258064502e+00,8.369286744859546850e-05,2.516129032258064502e+00,6.178093494544560204e-04,2.516129032258064502e+00,1.375955952161672507e-05
2.548387096774193505e+00,8.450527204448981828e-05,2.548387096774193505e+00,6.330378538996541413e-04,2.548387096774193505e+00,1.198022806681714289e-05
2.580645161290322509e+00,7.996907074815773190e-05,2.580645161290322509e+00,6.180763070318918365e-04,2.580645161290322509e+00,1.480447664211012028e-05
2.612903225806451513e+00,8.393855304371323697e-05,2.612903225806451513e+00,6.078479435042866445e-04,2.612903225806451513e+00,1.305927078625910755e-05
2.645161290322580516e+00,7.039789825343800429e-05,2.645161290322580516e+00,6.486039341996259521e-04,2.645161290322580516e+00,1.368966410967213559e-05
2.677419354838709520e+00,6.969929054245515068e-05,2.677419354838709520e+00,6.462490086539194852e-04,2.677419354838709520e+00,1.505232241341544654e-05
2.709677419354838523e+00,7.072931913726688571e-05,2.709677419354838523e+00,6.471680839339143381e-04,2.709677419354838523e+00,1.475659672328029629e-05
2.741935483870967527e+00,7.713983636146473871e-05,2.741935483870967527e+00,6.473185485946645126e-04,2.741935483870967527e+00,1.211328393693836585e-05
2.774193548387096531e+00,8.061351185539783807e-05,2.774193548387096531e+00,6.500612572409572229e-04,2.774193548387096531e+00,1.559121297611793278e-05
2.806451612903225534e+00,7.669719754078196451e-05,2.806451612903225534e+00,6.578291907660582978e-04,2.806451612903225534e+00,1.560553621838344060e-05
2.838709677419354982e+00,8.058108568205436719e-05,2.838709677419354982e+00,6.522849982872899006e-04,2.838709677419354982e+00,1.641734131262264742e-05
2.870967741935483986e+00,8.796145762424179839e-05,2.870967741935483986e+00,6.538011177921649892e-04,2.870967741935483986e+00,1.794170594947998475e-05
2.903225806451612989e+00,9.285243662435166228e-05,2.903225806451612989e+00,6.482439473314215942e-04,2.903225806451612989e+00,1.925827555163457745e-05
2.935483870967741993e+00,1.171923084915020769e-04,2.935483870967741993e+00,6.311983967837235228e-04,2.935483870967741993e+00,2.173361169955617786e-05
2.967741935483870996e+00,1.422707825198164192e-04,2.967741935483870996e+00,6.201241852797599596e-04,2.967741935483870996e+00,2.408146821292466780e-05
3.000000000000000000e+00,1.638915504547687008e-04,3.000000000000000000e+00,6.403325748037681352e-04,3.000000000000000000e+00,2.486974019774074567e-05
3.032258064516129004e+00,1.719316735095478062e-04,3.032258064516129004e+00,6.339080910893676868e-04,3.032258064516129004e+00,2.579191613144138346e-05
3.064516129032258007e+00,1.603822762607631910e-04,3.064516129032258007e+00,6.448255470278010069e-04,3.064516129032258007e+00,2.688819045757275512e-05
3.096774193548387011e+00,1.487496483960342873e-04,3.096774193548387011e+00,6.674306762049449010e-04,3.096774193548387011e+00,2.256464160898661897e-05
3.129032258064516014e+00,1.340169413817736529e-04,3.129032258064516014e+00,6.639649314993112394e-04,3.129032258064516014e+00,2.220258358889911447e-05
3.161290322580645018e+00,1.285813318030541426e-04,3.161290322580645018e+00,6.480653952336171792e-04,3.161290322580645018e+00,2.374050625679261764e-05
3.193548387096774022e+00,1.211549382735596089e-04,3.193548387096774022e+00,6.488235339776913602e-04,3.193548387096774022e+00,2.208376582652277404e-05
3.225806451612903025e+00,1.167339531699685675e-04,3.225806451612903025e+00,6.449448312476597318e-04,3.225806451612903025e+00,2.330201362642045522e-05
3.258064516129032029e+00,1.090367677904774543e-04,3.258064516129032029e+00,6.501611397131287729e-04,3.258064516129032029e+00,2.000293058308900371e-05
