# Acquisizione Analog Discovery 2 - Lunga durata
# time	ch1	ch2
-7.986000000000000876e-01	6.021314976943931141e-01	2.741565024547725632e-02
-7.984999999999999876e-01	6.058392853861986893e-01	5.004539154271873611e-03
-7.983999999999999986e-01	6.021314976943931141e-01	1.621009469987456583e-02
-7.983000000000000096e-01	6.058392853861986893e-01	3.488602060921238562e-02
-7.982000000000000206e-01	6.095470730780042645e-01	5.004539154271873611e-03
-7.981000000000000316e-01	6.021314976943931141e-01	1.247490951800700118e-02
-7.980000000000000426e-01	6.317937992288379379e-01	3.862120579107995028e-02
-7.979000000000000536e-01	6.058392853861986893e-01	2.741565024547725632e-02
-7.978000000000000647e-01	6.021314976943931141e-01	5.004539154271873611e-03
-7.977000000000000757e-01	5.984237100025875389e-01	3.115083542734482097e-02
-7.976000000000000867e-01	6.021314976943931141e-01	1.621009469987456583e-02
-7.974999999999999867e-01	6.206704361534211012e-01	2.741565024547725632e-02
-7.973999999999999977e-01	5.947159223107818526e-01	2.741565024547725632e-02
-7.973000000000000087e-01	5.984237100025875389e-01	4.235639097294750799e-02
-7.972000000000000197e-01	6.206704361534211012e-01	1.621009469987456583e-02
-7.971000000000000307e-01	5.873003469271707022e-01	2.741565024547725632e-02
-7.970000000000000417e-01	5.984237100025875389e-01	3.862120579107995028e-02
-7.969000000000000528e-01	6.132548607698099508e-01	2.368046506360969167e-02
-7.968000000000000638e-01	5.984237100025875389e-01	1.269353972404309826e-03
-7.967000000000000748e-01	6.317937992288379379e-01	1.621009469987456583e-02
-7.966000000000000858e-01	6.021314976943931141e-01	3.115083542734482097e-02
-7.964999999999999858e-01	6.058392853861986893e-01	1.994527988174212701e-02
-7.963999999999999968e-01	5.984237100025875389e-01	2.368046506360969167e-02
-7.963000000000000078e-01	6.169626484616155260e-01	1.621009469987456583e-02
-7.962000000000000188e-01	5.984237100025875389e-01	4.235639097294750799e-02
-7.961000000000000298e-01	6.095470730780042645e-01	3.115083542734482097e-02
-7.960000000000000409e-01	5.947159223107818526e-01	1.994527988174212701e-02
-7.959000000000000519e-01	6.095470730780042645e-01	2.741565024547725632e-02
-7.958000000000000629e-01	5.910081346189762774e-01	2.368046506360969167e-02
-7.957000000000000739e-01	6.095470730780042645e-01	3.862120579107995028e-02
-7.956000000000000849e-01	5.947159223107818526e-01	1.621009469987456583e-02
-7.954999999999999849e-01	6.243782238452267874e-01	3.488602060921238562e-02
-7.953999999999999959e-01	5.947159223107818526e-01	1.247490951800700118e-02
-7.953000000000000069e-01	5.947159223107818526e-01	5.356194651855020195e-02
-7.952000000000000179e-01	5.947159223107818526e-01	2.741565024547725632e-02
-7.951000000000000290e-01	6.058392853861986893e-01	2.368046506360969167e-02
-7.950000000000000400e-01	6.095470730780042645e-01	2.741565024547725632e-02
-7.949000000000000510e-01	6.021314976943931141e-01	1.247490951800700118e-02
-7.948000000000000620e-01	6.021314976943931141e-01	1.994527988174212701e-02
-7.947000000000000730e-01	6.095470730780042645e-01	1.994527988174212701e-02
-7.946000000000000840e-01	6.206704361534211012e-01	8.739724336139436528e-03
-7.944999999999999840e-01	6.280860115370323626e-01	2.741565024547725632e-02
-7.943999999999999950e-01	5.984237100025875389e-01	3.488602060921238562e-02
-7.943000000000000060e-01	6.058392853861986893e-01	-2.465831209463253959e-03
-7.942000000000000171e-01	6.021314976943931141e-01	4.982676133668263729e-02
-7.941000000000000281e-01	5.798847715435594408e-01	3.488602060921238562e-02
-7.940000000000000391e-01	6.132548607698099508e-01	3.862120579107995028e-02
-7.939000000000000501e-01	5.873003469271707022e-01	1.621009469987456583e-02
-7.938000000000000611e-01	5.910081346189762774e-01	1.247490951800700118e-02
-7.937000000000000721e-01	6.021314976943931141e-01	2.741565024547725632e-02
-7.936000000000000831e-01	6.095470730780042645e-01	1.247490951800700118e-02
-7.934999999999999831e-01	6.132548607698099508e-01	-2.465831209463253959e-03
-7.933999999999999941e-01	6.095470730780042645e-01	1.994527988174212701e-02
-7.933000000000000052e-01	6.058392853861986893e-01	4.235639097294750799e-02
-7.932000000000000162e-01	6.132548607698099508e-01	2.741565024547725632e-02
-7.931000000000000272e-01	6.132548607698099508e-01	2.741565024547725632e-02
-7.930000000000000382e-01	5.947159223107818526e-01	4.609157615481507264e-02
-7.929000000000000492e-01	5.873003469271707022e-01	1.621009469987456583e-02
-7.928000000000000602e-01	5.984237100025875389e-01	2.741565024547725632e-02
-7.927000000000000712e-01	6.058392853861986893e-01	2.368046506360969167e-02
-7.926000000000000822e-01	6.021314976943931141e-01	2.368046506360969167e-02
-7.925000000000000933e-01	5.947159223107818526e-01	1.621009469987456583e-02
-7.923999999999999932e-01	6.058392853861986893e-01	1.994527988174212701e-02
-7.923000000000000043e-01	5.947159223107818526e-01	1.621009469987456583e-02
-7.922000000000000153e-01	5.947159223107818526e-01	1.994527988174212701e-02
-7.921000000000000263e-01	5.873003469271707022e-01	3.115083542734482097e-02
-7.920000000000000373e-01	6.095470730780042645e-01	4.235639097294750799e-02
-7.919000000000000483e-01	5.873003469271707022e-01	8.739724336139436528e-03
-7.918000000000000593e-01	6.021314976943931141e-01	4.235639097294750799e-02
-7.917000000000000703e-01	5.947159223107818526e-01	4.982676133668263729e-02
-7.916000000000000814e-01	6.058392853861986893e-01	3.488602060921238562e-02
-7.915000000000000924e-01	5.835925592353651270e-01	3.862120579107995028e-02
-7.913999999999999924e-01	6.169626484616155260e-01	3.115083542734482097e-02
-7.913000000000000034e-01	5.873003469271707022e-01	2.741565024547725632e-02
-7.912000000000000144e-01	6.058392853861986893e-01	2.741565024547725632e-02
-7.911000000000000254e-01	5.947159223107818526e-01	3.488602060921238562e-02
-7.910000000000000364e-01	6.169626484616155260e-01	3.115083542734482097e-02
-7.909000000000000474e-01	6.058392853861986893e-01	2.368046506360969167e-02
-7.908000000000000584e-01	5.984237100025875389e-01	1.269353972404309826e-03
-7.907000000000000695e-01	6.132548607698099508e-01	1.994527988174212701e-02
-7.906000000000000805e-01	5.835925592353651270e-01	-2.465831209463253959e-03
-7.905000000000000915e-01	6.206704361534211012e-01	1.621009469987456583e-02
-7.903999999999999915e-01	5.984237100025875389e-01	3.115083542734482097e-02
-7.903000000000000025e-01	5.984237100025875389e-01	1.621009469987456583e-02
-7.902000000000000135e-01	6.095470730780042645e-01	3.488602060921238562e-02
-7.901000000000000245e-01	5.873003469271707022e-01	2.368046506360969167e-02
-7.900000000000000355e-01	6.021314976943931141e-01	3.488602060921238562e-02
-7.899000000000000465e-01	6.021314976943931141e-01	2.368046506360969167e-02
-7.898000000000000576e-01	6.243782238452267874e-01	4.235639097294750799e-02
-7.897000000000000686e-01	5.724691961599482903e-01	3.115083542734482097e-02
-7.896000000000000796e-01	6.132548607698099508e-01	3.488602060921238562e-02
-7.895000000000000906e-01	6.243782238452267874e-01	2.368046506360969167e-02
-7.893999999999999906e-01	6.169626484616155260e-01	1.994527988174212701e-02
-7.893000000000000016e-01	6.132548607698099508e-01	2.741565024547725632e-02
-7.892000000000000126e-01	5.910081346189762774e-01	1.621009469987456583e-02
-7.891000000000000236e-01	6.169626484616155260e-01	3.115083542734482097e-02
-7.890000000000000346e-01	5.984237100025875389e-01	3.488602060921238562e-02
-7.889000000000000457e-01	5.984237100025875389e-01	3.488602060921238562e-02
-7.888000000000000567e-01	5.947159223107818526e-01	2.368046506360969167e-02
-7.887000000000000677e-01	5.835925592353651270e-01	2.741565024547725632e-02
-7.886000000000000787e-01	5.947159223107818526e-01	5.004539154271873611e-03
-7.885000000000000897e-01	5.947159223107818526e-01	2.368046506360969167e-02
-7.883999999999999897e-01	5.984237100025875389e-01	2.368046506360969167e-02
-7.883000000000000007e-01	6.169626484616155260e-01	4.609157615481507264e-02
-7.882000000000000117e-01	5.947159223107818526e-01	3.488602060921238562e-02
-7.881000000000000227e-01	6.021314976943931141e-01	1.269353972404309826e-03
-7.880000000000000338e-01	5.947159223107818526e-01	3.862120579107995028e-02
-7.879000000000000448e-01	5.984237100025875389e-01	2.368046506360969167e-02
-7.878000000000000558e-01	5.947159223107818526e-01	1.621009469987456583e-02
-7.877000000000000668e-01	6.169626484616155260e-01	4.609157615481507264e-02
-7.876000000000000778e-01	5.984237100025875389e-01	1.621009469987456583e-02
-7.875000000000000888e-01	6.021314976943931141e-01	4.235639097294750799e-02
-7.873999999999999888e-01	6.132548607698099508e-01	4.982676133668263729e-02
-7.872999999999999998e-01	5.835925592353651270e-01	1.621009469987456583e-02
-7.872000000000000108e-01	5.947159223107818526e-01	1.994527988174212701e-02
-7.871000000000000218e-01	5.947159223107818526e-01	1.621009469987456583e-02
-7.870000000000000329e-01	6.095470730780042645e-01	3.115083542734482097e-02
-7.869000000000000439e-01	6.021314976943931141e-01	4.982676133668263729e-02
-7.868000000000000549e-01	6.095470730780042645e-01	2.741565024547725632e-02
-7.867000000000000659e-01	6.132548607698099508e-01	4.235639097294750799e-02
-7.866000000000000769e-01	6.021314976943931141e-01	1.994527988174212701e-02
-7.865000000000000879e-01	6.132548607698099508e-01	3.488602060921238562e-02
-7.863999999999999879e-01	6.021314976943931141e-01	1.247490951800700118e-02
-7.862999999999999989e-01	5.984237100025875389e-01	1.994527988174212701e-02
-7.862000000000000099e-01	6.095470730780042645e-01	1.621009469987456583e-02
-7.861000000000000210e-01	6.058392853861986893e-01	2.368046506360969167e-02
-7.860000000000000320e-01	5.873003469271707022e-01	1.247490951800700118e-02
-7.859000000000000430e-01	6.132548607698099508e-01	4.235639097294750799e-02
-7.858000000000000540e-01	5.873003469271707022e-01	1.621009469987456583e-02
-7.857000000000000650e-01	5.984237100025875389e-01	1.994527988174212701e-02
-7.856000000000000760e-01	5.947159223107818526e-01	3.862120579107995028e-02
-7.855000000000000870e-01	6.169626484616155260e-01	3.115083542734482097e-02
-7.853999999999999870e-01	5.835925592353651270e-01	3.488602060921238562e-02
-7.852999999999999980e-01	6.021314976943931141e-01	1.621009469987456583e-02
-7.852000000000000091e-01	5.947159223107818526e-01	1.621009469987456583e-02
-7.851000000000000201e-01	6.169626484616155260e-01	2.368046506360969167e-02
-7.850000000000000311e-01	5.984237100025875389e-01	8.739724336139436528e-03
-7.849000000000000421e-01	5.947159223107818526e-01	3.115083542734482097e-02
-7.848000000000000531e-01	6.095470730780042645e-01	-9.936201573198381529e-03
-7.847000000000000641e-01	6.021314976943931141e-01	2.741565024547725632e-02
-7.846000000000000751e-01	6.169626484616155260e-01	1.621009469987456583e-02
-7.845000000000000862e-01	6.021314976943931141e-01	1.994527988174212701e-02
-7.843999999999999861e-01	6.021314976943931141e-01	3.862120579107995028e-02
-7.842999999999999972e-01	6.095470730780042645e-01	1.994527988174212701e-02
-7.842000000000000082e-01	6.095470730780042645e-01	8.739724336139436528e-03
-7.841000000000000192e-01	5.947159223107818526e-01	3.115083542734482097e-02
-7.840000000000000302e-01	6.317937992288379379e-01	2.741565024547725632e-02
-7.839000000000000412e-01	6.095470730780042645e-01	1.621009469987456583e-02
-7.838000000000000522e-01	5.984237100025875389e-01	3.488602060921238562e-02
-7.837000000000000632e-01	6.132548607698099508e-01	2.368046506360969167e-02
-7.836000000000000743e-01	5.873003469271707022e-01	1.247490951800700118e-02
-7.835000000000000853e-01	5.984237100025875389e-01	2.368046506360969167e-02
-7.833999999999999853e-01	5.984237100025875389e-01	3.488602060921238562e-02
-7.832999999999999963e-01	5.761769838517538656e-01	3.488602060921238562e-02
-7.832000000000000073e-01	5.947159223107818526e-01	2.741565024547725632e-02
-7.831000000000000183e-01	6.355015869206435131e-01	3.488602060921238562e-02
-7.830000000000000293e-01	5.947159223107818526e-01	1.621009469987456583e-02
-7.829000000000000403e-01	5.984237100025875389e-01	3.862120579107995028e-02
-7.828000000000000513e-01	6.095470730780042645e-01	5.004539154271873611e-03
-7.827000000000000624e-01	6.132548607698099508e-01	3.862120579107995028e-02
-7.826000000000000734e-01	6.132548607698099508e-01	1.621009469987456583e-02
-7.825000000000000844e-01	6.058392853861986893e-01	4.235639097294750799e-02
-7.823999999999999844e-01	6.132548607698099508e-01	3.862120579107995028e-02
-7.822999999999999954e-01	6.021314976943931141e-01	1.621009469987456583e-02
-7.822000000000000064e-01	6.058392853861986893e-01	3.115083542734482097e-02
-7.821000000000000174e-01	5.984237100025875389e-01	5.004539154271873611e-03
