# #Freq[Hz], #Gain_mean[a.u.], #Gain_std[a.u.], #Phase_mean[rad], #Phase_std[rad]
3.614277840551472764e+03,1.362671067533211877e+00,2.073767135898067933e-04,2.636701851923775930e+00,4.082963940133366013e-04
3.629370748358310721e+03,1.364435768639550073e+00,2.204655310920093300e-04,2.633739798842793522e+00,3.506288653392326338e-04
3.644526682826656270e+03,1.366121977282220845e+00,2.337298214049624782e-04,2.630890399781947053e+00,3.770630932877388803e-04
3.659745907150334006e+03,1.367991974314056502e+00,2.450649334004823638e-04,2.627743964124396037e+00,3.963815106177595127e-04
3.675028685622237845e+03,1.369833466019886092e+00,2.112356549070895705e-04,2.624643312855730493e+00,2.658162911203864145e-04
3.690375283638925794e+03,1.371537687095966129e+00,2.245182010771669282e-04,2.621762398132075678e+00,3.789035210700771017e-04
3.705785967705229723e+03,1.373453807619518408e+00,1.764740873577695418e-04,2.618607250287525279e+00,3.227690476679808220e-04
3.721261005438881512e+03,1.375148391806964021e+00,2.475368987647841908e-04,2.615536536721837280e+00,3.675327560131836464e-04
3.736800665575161020e+03,1.376970407865243384e+00,2.908096708180683029e-04,2.612443373242502087e+00,3.239677674158973598e-04
3.752405217971563616e+03,1.378869556437748445e+00,1.875967197761991439e-04,2.609265108930796551e+00,2.978770988027611057e-04
3.768074933612485893e+03,1.380894646591837693e+00,1.748502405260733098e-04,2.606050537234822606e+00,3.306776022486154851e-04
3.783810084613935487e+03,1.382581757067734785e+00,2.388730483639255368e-04,2.602988942331328825e+00,2.741414005081874768e-04
3.799610944228240442e+03,1.384567724472214767e+00,2.108529795689842836e-04,2.599568171661647664e+00,3.974196615843801996e-04
3.815477786848819051e+03,1.386556488237521423e+00,2.009151345939869939e-04,2.596337786470057640e+00,3.713621043508389774e-04
3.831410888014928332e+03,1.388337831625247487e+00,2.421475967197008166e-04,2.593025444490484777e+00,2.947552398228931044e-04
3.847410524416452517e+03,1.390517062358452849e+00,1.650937725938553193e-04,2.589702061889487261e+00,3.843024694454534791e-04
3.863476973898709275e+03,1.392303265363750153e+00,2.490268924323058540e-04,2.586369578395670832e+00,4.242981995330767837e-04
3.879610515467274126e+03,1.394350618501919215e+00,2.840362663005841664e-04,2.582928310340740552e+00,4.217189939795433300e-04
3.895811429292824869e+03,1.396292934737426661e+00,2.542659940564067343e-04,2.579519915122354234e+00,2.919235922646008915e-04
3.912079996716011919e+03,1.398257675109753295e+00,2.060237210921097184e-04,2.576101195895435403e+00,3.552294778685535759e-04
3.928416500252327296e+03,1.400333476667301680e+00,2.329024094229670196e-04,2.572623225726600626e+00,3.258733357473592922e-04
3.944821223597034987e+03,1.402351009139753080e+00,2.487838652592775095e-04,2.569225687692715976e+00,4.070728503429711892e-04
3.961294451630081767e+03,1.404387352526265342e+00,2.558820411789756760e-04,2.565597400569678221e+00,3.937912722772173718e-04
3.977836470421048489e+03,1.406386233221699644e+00,1.448814143912126122e-04,2.562130475348032288e+00,3.650004660907976662e-04
3.994447567234116377e+03,1.408464055010395732e+00,2.833461792897129798e-04,2.558364396995991719e+00,2.975949788194798794e-04
4.011128030533058336e+03,1.410493739104774047e+00,1.577430492715390081e-04,2.554784426686553367e+00,2.997052523441831378e-04
4.027878149986245262e+03,1.412569230235297457e+00,3.884959881544757117e-04,2.551172652194846791e+00,3.748074117928261342e-04
4.044698216471678734e+03,1.414820698660090859e+00,2.904137256765467389e-04,2.547278615861378714e+00,3.780291777704030483e-04
4.061588522082040527e+03,1.416964548112862987e+00,2.628029586426284636e-04,2.543647181161051041e+00,3.689220455338850283e-04
4.078549360129767138e+03,1.419034052208785424e+00,2.501501554996029219e-04,2.539928382256116723e+00,4.022838252201331910e-04
4.095581025152145230e+03,1.421119931615446363e+00,2.321479941729181280e-04,2.536069852875105113e+00,3.650806950099973018e-04
4.112683812916410716e+03,1.423384943784682388e+00,1.596471171647064423e-04,2.532180411491058436e+00,4.021143784100966257e-04
4.129858020424911956e+03,1.425577599742399615e+00,9.522967140209417827e-05,2.528221956002853155e+00,3.753055677483242507e-04
4.147103945920245678e+03,1.427638837999072319e+00,2.773254758388179792e-04,2.524422862098158138e+00,3.170654451577881281e-04
4.164421888890447008e+03,1.429959201060742036e+00,2.846578948667660919e-04,2.520472058318571129e+00,4.447290353420733336e-04
4.181812150074184501e+03,1.432025944144596385e+00,1.672636560496412760e-04,2.516442916542871888e+00,4.086706916395016140e-04
4.199275031465987013e+03,1.434370727310751548e+00,3.313009719657166547e-04,2.512394263628669133e+00,3.179587162446980125e-04
4.216810836321483293e+03,1.436546435660235987e+00,1.896371867864763826e-04,2.508385079628168146e+00,5.167185250512656980e-04
4.234419869162678879e+03,1.438723044876681678e+00,3.897192967223491789e-04,2.504161959711447505e+00,4.287312565653384313e-04
4.252102435783220244e+03,1.441075106335314882e+00,2.024035297233252155e-04,2.500034295788069905e+00,3.767729389215814244e-04
4.269858843253737177e+03,1.443313029753535925e+00,3.632524709898885809e-04,2.495891821289471402e+00,3.924741772887354197e-04
4.287689399927153318e+03,1.445712830757512224e+00,2.396376842360369529e-04,2.491562659856045858e+00,4.096765209833697118e-04
4.305594415444046717e+03,1.447993480508000586e+00,3.688128104210684614e-04,2.487283410369202308e+00,3.543121037366897216e-04
4.323574200738030413e+03,1.450149622594733234e+00,1.613148506493436289e-04,2.483066649728102870e+00,3.842979580801358127e-04
4.341629068041145729e+03,1.452527260536063958e+00,2.843139479538884682e-04,2.478663838690708054e+00,3.491227939888339317e-04
4.359759330889288321e+03,1.454956868871208453e+00,2.497687018126991941e-04,2.474365028588972670e+00,4.138759888379679600e-04
4.377965304127653326e+03,1.457149994595399178e+00,3.366067981828519892e-04,2.469947562359393611e+00,4.966652574227070410e-04
4.396247303916202327e+03,1.459675613847313258e+00,1.459280727835010442e-04,2.465213453207138805e+00,3.674091189946619078e-04
4.414605647735154889e+03,1.461901030695283321e+00,3.672741740257108416e-04,2.460906561573952267e+00,3.904390837403368423e-04
4.433040654390490090e+03,1.464205960830251341e+00,2.778713928140267046e-04,2.456304747109761433e+00,3.688508930022898927e-04
4.451552644019503532e+03,1.466528434957781846e+00,2.493785148731837709e-04,2.451705363922646264e+00,4.845602378626421083e-04
4.470141938096354352e+03,1.468912741245314013e+00,2.216646089831687133e-04,2.447058163534442166e+00,3.987321225300670424e-04
4.488808859437646788e+03,1.471244093678252707e+00,2.898730498104717815e-04,2.442347064979977223e+00,4.136455550345411966e-04
4.507553732208041765e+03,1.473773867204394072e+00,1.932903620190799300e-04,2.437539862902945220e+00,2.731771602028095045e-04
4.526376881925880298e+03,1.476034009511668188e+00,2.554353856065152343e-04,2.432801052626599070e+00,3.962087617271479361e-04
4.545278635468842367e+03,1.478472161248093553e+00,2.280018145276247929e-04,2.427921986111182484e+00,3.685722261468343938e-04
4.564259321079623078e+03,1.480904641501526564e+00,2.230860970096998591e-04,2.422989957468246303e+00,3.666383487530262093e-04
4.583319268371618818e+03,1.483281579562018448e+00,3.764064805451962739e-04,2.418077820506812525e+00,4.139798688460180555e-04
4.602458808334674359e+03,1.485725562675253020e+00,2.931845078225739126e-04,2.412974602670677093e+00,3.748456778835422749e-04
4.621678273340814485e+03,1.487936294220634004e+00,2.551694556306632129e-04,2.407987173396574310e+00,3.597613867553494803e-04
4.640977997150021110e+03,1.490340487847772843e+00,3.526982916861581135e-04,2.402923453822064737e+00,4.334966458026594076e-04
4.660358314916030395e+03,1.492830915095906708e+00,3.015919042995483627e-04,2.397780269806594866e+00,3.678365972002400723e-04
4.679819563192147143e+03,1.495294192588143556e+00,3.312217953625046772e-04,2.392509772305227322e+00,3.490570901956992732e-04
4.699362079937097405e+03,1.497591482775086913e+00,1.096227446685078621e-04,2.387339372361292344e+00,4.380465487959322958e-04
4.718986204520890169e+03,1.500010295471913224e+00,2.221835733143277987e-04,2.382028932465588333e+00,3.670224694388655984e-04
4.738692277730714522e+03,1.502415330506181146e+00,2.666944940920722065e-04,2.376835022812733733e+00,4.563378638304496269e-04
4.758480641776859557e+03,1.504848074679476788e+00,3.693639326245619359e-04,2.371233570947302915e+00,2.384745867120329551e-04
4.778351640298656093e+03,1.507339228727147429e+00,3.428765108951870380e-04,2.365770100215973670e+00,4.044564658982938805e-04
4.798305618370430238e+03,1.509732046463060140e+00,3.402638812387395783e-04,2.360338101965578250e+00,4.143752251227558617e-04
