Freq_x, PSD_x, Freq_y, PSD_y, Freq_z, PSD_z
3.225806451612903136e-02,3.410338384917515080e-06,3.225806451612903136e-02,4.241462207752915499e-05,3.225806451612903136e-02,2.458510756509176606e-04
6.451612903225806273e-02,5.886636857044615631e-06,6.451612903225806273e-02,4.049169992459244186e-05,6.451612903225806273e-02,2.383422925793005521e-04
9.677419354838709409e-02,6.300497030371110218e-06,9.677419354838709409e-02,3.789346080730410986e-05,9.677419354838709409e-02,2.275065936259110548e-04
1.290322580645161255e-01,7.782173775577731585e-06,1.290322580645161255e-01,3.508670520742459707e-05,1.290322580645161255e-01,2.127985953911139250e-04
1.612903225806451568e-01,8.750634218861174111e-06,1.612903225806451568e-01,3.408287699755574988e-05,1.612903225806451568e-01,1.988394884618252935e-04
1.935483870967741882e-01,9.353987018571329501e-06,1.935483870967741882e-01,3.428556191310269875e-05,1.935483870967741882e-01,2.081403147805358617e-04
2.258064516129032195e-01,1.209685087884936405e-05,2.258064516129032195e-01,2.747080978421602768e-05,2.258064516129032195e-01,2.019680806991641902e-04
2.580645161290322509e-01,1.042283407503258326e-05,2.580645161290322509e-01,3.387120699475236089e-05,2.580645161290322509e-01,2.006326226572831414e-04
2.903225806451612545e-01,1.178228461659341088e-05,2.903225806451612545e-01,3.793329146993726071e-05,2.903225806451612545e-01,1.992951120970280527e-04
3.225806451612903136e-01,1.044357126448444207e-05,3.225806451612903136e-01,4.445413368085577807e-05,3.225806451612903136e-01,2.007808561528074071e-04
3.548387096774193727e-01,1.064076218480066709e-05,3.548387096774193727e-01,4.427147454827076592e-05,3.548387096774193727e-01,2.058288934255430420e-04
3.870967741935483764e-01,8.292559059974556143e-06,3.870967741935483764e-01,5.187952439935801237e-05,3.870967741935483764e-01,2.161594896422070714e-04
4.193548387096773800e-01,8.681673690034607532e-06,4.193548387096773800e-01,5.668747821347721439e-05,4.193548387096773800e-01,2.082916624060803337e-04
4.516129032258064391e-01,9.314569499040462912e-06,4.516129032258064391e-01,5.638898514389994456e-05,4.516129032258064391e-01,2.029403171270212900e-04
4.838709677419354982e-01,9.187426064454933783e-06,4.838709677419354982e-01,5.916107103831371843e-05,4.838709677419354982e-01,1.958121122723550564e-04
5.161290322580645018e-01,8.444447595019923862e-06,5.161290322580645018e-01,6.633037207968709901e-05,5.161290322580645018e-01,1.946972024327631211e-04
5.483870967741935054e-01,7.424248144668134661e-06,5.483870967741935054e-01,5.858677391848298750e-05,5.483870967741935054e-01,1.860026262171984293e-04
5.806451612903225090e-01,1.049242150240284800e-05,5.806451612903225090e-01,5.409089273677552797e-05,5.806451612903225090e-01,1.772742561539188469e-04
6.129032258064516236e-01,5.774842989497291505e-06,6.129032258064516236e-01,4.919442956086582435e-05,6.129032258064516236e-01,1.753457689128767654e-04
6.451612903225806273e-01,7.422726848597866430e-06,6.451612903225806273e-01,5.108857164439431243e-05,6.451612903225806273e-01,1.729004995444671539e-04
6.774193548387096309e-01,7.123303754472340206e-06,6.774193548387096309e-01,5.771397239567664205e-05,6.774193548387096309e-01,1.601138266605320229e-04
7.096774193548387455e-01,8.155051803141556821e-06,7.096774193548387455e-01,5.669435174532553028e-05,7.096774193548387455e-01,1.785544260777936645e-04
7.419354838709677491e-01,8.625221753872764588e-06,7.419354838709677491e-01,7.783934647851610956e-05,7.419354838709677491e-01,1.768964012900089619e-04
