Freq_x, PSD_x, Freq_y, PSD_y, Freq_z, PSD_z
3.225806451612903136e-02,1.170583579301903455e-04,3.225806451612903136e-02,1.099397513307054608e-04,3.225806451612903136e-02,2.726394923486357411e-04
6.451612903225806273e-02,8.788959671397404791e-05,6.451612903225806273e-02,9.980577140691758887e-05,6.451612903225806273e-02,2.791551187038551285e-04
9.677419354838709409e-02,6.600235005554696383e-05,9.677419354838709409e-02,9.904899922498871232e-05,9.677419354838709409e-02,2.746468578248816299e-04
1.290322580645161255e-01,4.799680770614617409e-05,1.290322580645161255e-01,1.076527934698789452e-04,1.290322580645161255e-01,2.674990252225883220e-04
1.612903225806451568e-01,3.231539324620142875e-05,1.612903225806451568e-01,9.384983387036532443e-05,1.612903225806451568e-01,2.668518110903068128e-04
1.935483870967741882e-01,2.608616488416593237e-05,1.935483870967741882e-01,1.030140922926991586e-04,1.935483870967741882e-01,2.479996016480702807e-04
2.258064516129032195e-01,2.689497906313871177e-05,2.258064516129032195e-01,1.061595290631012965e-04,2.258064516129032195e-01,2.540116014709448318e-04
2.580645161290322509e-01,2.313053606790850503e-05,2.580645161290322509e-01,1.048007307077756449e-04,2.580645161290322509e-01,2.484643957519934031e-04
2.903225806451612545e-01,2.269362947319647221e-05,2.903225806451612545e-01,1.010624891178044208e-04,2.903225806451612545e-01,2.462225519962542492e-04
3.225806451612903136e-01,2.291848753359517662e-05,3.225806451612903136e-01,1.152442830559616683e-04,3.225806451612903136e-01,2.456114925814812636e-04
3.548387096774193727e-01,2.806218369921807866e-05,3.548387096774193727e-01,1.149291811256718173e-04,3.548387096774193727e-01,2.239214855469413032e-04
3.870967741935483764e-01,2.650181959684160985e-05,3.870967741935483764e-01,1.159746229801355617e-04,3.870967741935483764e-01,2.415913567122378303e-04
4.193548387096773800e-01,2.036058356335016778e-05,4.193548387096773800e-01,1.251502394683501578e-04,4.193548387096773800e-01,2.294684323555828465e-04
4.516129032258064391e-01,1.992782045704810301e-05,4.516129032258064391e-01,1.289689303890506351e-04,4.516129032258064391e-01,2.388242051498761745e-04
4.838709677419354982e-01,1.700559209533019048e-05,4.838709677419354982e-01,1.271715677192893643e-04,4.838709677419354982e-01,2.461195330913069305e-04
5.161290322580645018e-01,1.319681986760876065e-05,5.161290322580645018e-01,1.286512062430061789e-04,5.161290322580645018e-01,2.582179833122612983e-04
5.483870967741935054e-01,1.736928536378964502e-05,5.483870967741935054e-01,1.402495206163373179e-04,5.483870967741935054e-01,2.578593418191818857e-04
5.806451612903225090e-01,2.665627841485314334e-05,5.806451612903225090e-01,1.407201951134861803e-04,5.806451612903225090e-01,2.562036192072675322e-04
6.129032258064516236e-01,3.302918121652930253e-05,6.129032258064516236e-01,1.465369719707065920e-04,6.129032258064516236e-01,2.495853260890960770e-04
6.451612903225806273e-01,3.328873675829370699e-05,6.451612903225806273e-01,1.595430634469554535e-04,6.451612903225806273e-01,2.403737922971248503e-04
6.774193548387096309e-01,3.273672478449426873e-05,6.774193548387096309e-01,1.663622908774214644e-04,6.774193548387096309e-01,2.530111767535207627e-04
7.096774193548387455e-01,3.279313022350345135e-05,7.096774193548387455e-01,1.747435463140968159e-04,7.096774193548387455e-01,2.447783122075757847e-04
7.419354838709677491e-01,2.730177070538371354e-05,7.419354838709677491e-01,1.856934346974807148e-04,7.419354838709677491e-01,2.457552839147847021e-04
7.741935483870967527e-01,2.300691172265058554e-05,7.741935483870967527e-01,2.020256640581665733e-04,7.741935483870967527e-01,2.503815850957669077e-04
8.064516129032257563e-01,2.409018761569423227e-05,8.064516129032257563e-01,2.295643199572565711e-04,8.064516129032257563e-01,2.336265589091454349e-04
8.387096774193547599e-01,1.919606043496048300e-05,8.387096774193547599e-01,2.956885977039743732e-04,8.387096774193547599e-01,2.289708501687428037e-04
8.709677419354838745e-01,2.231152739275787003e-05,8.709677419354838745e-01,5.474892904285149665e-04,8.709677419354838745e-01,2.545972295839857898e-04
9.032258064516128782e-01,3.570813990136658501e-05,9.032258064516128782e-01,1.042050984909748931e-04,9.032258064516128782e-01,2.307600677283306949e-04
9.354838709677418818e-01,2.766447116486183400e-05,9.354838709677418818e-01,2.061664117940529629e-04,9.354838709677418818e-01,2.276219347411208315e-04
9.677419354838709964e-01,1.946338019116884723e-05,9.677419354838709964e-01,2.877587564345414611e-04,9.677419354838709964e-01,2.317626753495027425e-04
1.000000000000000000e+00,1.179570287066945760e-05,1.000000000000000000e+00,3.773862718855878367e-04,1.000000000000000000e+00,2.241661397646161214e-04
1.032258064516129004e+00,1.356097227331294390e-05,1.032258064516129004e+00,4.910880815446770284e-04,1.032258064516129004e+00,2.216897417685575046e-04
1.064516129032258007e+00,4.254088850060914182e-05,1.064516129032258007e+00,6.394554863554328516e-04,1.064516129032258007e+00,2.286049130929177181e-04
1.096774193548387011e+00,8.196657738201495525e-05,1.096774193548387011e+00,7.552024964222564486e-04,1.096774193548387011e+00,2.246552137769741329e-04
1.129032258064516014e+00,9.195250773419458930e-05,1.129032258064516014e+00,7.369408680625772791e-04,1.129032258064516014e+00,2.334618588843950489e-04
1.161290322580645018e+00,8.379214127216088042e-05,1.161290322580645018e+00,5.567586224676401201e-04,1.161290322580645018e+00,2.261931601132331315e-04
1.193548387096774244e+00,7.385754843670633534e-05,1.193548387096774244e+00,4.303664780888134442e-04,1.193548387096774244e+00,2.288341156400052465e-04
1.225806451612903247e+00,8.852004127819402429e-05,1.225806451612903247e+00,3.413465822579667434e-04,1.225806451612903247e+00,2.189369171774063489e-04
1.258064516129032251e+00,1.045060555699144658e-04,1.258064516129032251e+00,2.780802386123529062e-04,1.258064516129032251e+00,2.270819586630206202e-04
1.290322580645161255e+00,9.277960078666805518e-05,1.290322580645161255e+00,2.488096401951530299e-04,1.290322580645161255e+00,2.306304176908376255e-04
1.322580645161290258e+00,1.110340132065006525e-04,1.322580645161290258e+00,2.328510942121061176e-04,1.322580645161290258e+00,2.325378159334829146e-04
1.354838709677419262e+00,1.269335393006683582e-04,1.354838709677419262e+00,2.159250782797903412e-04,1.354838709677419262e+00,2.383909724021243703e-04
1.387096774193548265e+00,1.423561162236352932e-04,1.387096774193548265e+00,2.036901037915118126e-04,1.387096774193548265e+00,2.405974304212096337e-04
1.419354838709677491e+00,1.489616480662138106e-04,1.419354838709677491e+00,2.087003729604807812e-04,1.419354838709677491e+00,2.378140335952513471e-04
1.451612903225806495e+00,2.027800263842461943e-04,1.451612903225806495e+00,1.989472411292140532e-04,1.451612903225806495e+00,2.443289106803423708e-04
1.483870967741935498e+00,2.489829626739676911e-04,1.483870967741935498e+00,1.931349601923421110e-04,1.483870967741935498e+00,2.503648184347015112e-04
1.516129032258064502e+00,3.160059552250312973e-04,1.516129032258064502e+00,1.985669920769337965e-04,1.516129032258064502e+00,2.476051902829120113e-04
1.548387096774193505e+00,3.846006352297470831e-04,1.548387096774193505e+00,1.956940309801313567e-04,1.548387096774193505e+00,2.452197008806409847e-04
1.580645161290322509e+00,5.832929366228430980e-04,1.580645161290322509e+00,1.780127079108028288e-04,1.580645161290322509e+00,2.394630042063491439e-04
1.612903225806451513e+00,7.778610726249919833e-04,1.612903225806451513e+00,1.898408160772403557e-04,1.612903225806451513e+00,2.563471969427612296e-04
1.645161290322580516e+00,1.345536652961434095e-03,1.645161290322580516e+00,1.858488954120651997e-04,1.645161290322580516e+00,2.524286527388080082e-04
1.677419354838709520e+00,3.009066567745638607e-03,1.677419354838709520e+00,1.829052296540108126e-04,1.677419354838709520e+00,2.818388240993179960e-04
1.709677419354838745e+00,8.910783203756805076e-03,1.709677419354838745e+00,1.741889549807085593e-04,1.709677419354838745e+00,3.213615301062180247e-04
1.741935483870967749e+00,2.662629293318155219e-02,1.741935483870967749e+00,1.937071780845377514e-04,1.741935483870967749e+00,2.184536772847611426e-04
1.774193548387096753e+00,1.043033142202704974e-03,1.774193548387096753e+00,1.927201138230554304e-04,1.774193548387096753e+00,1.764554075455560087e-04
1.806451612903225756e+00,5.947979769916273470e-04,1.806451612903225756e+00,2.040572112547246254e-04,1.806451612903225756e+00,1.581958751371759415e-04
1.838709677419354760e+00,3.534046602211582139e-04,1.838709677419354760e+00,2.139854270383871875e-04,1.838709677419354760e+00,1.606256628256972296e-04
1.870967741935483764e+00,2.255723554895128821e-04,1.870967741935483764e+00,2.135576723704547114e-04,1.870967741935483764e+00,1.739305251632246579e-04
1.903225806451612767e+00,1.758224952210570447e-04,1.903225806451612767e+00,2.119823596690171620e-04,1.903225806451612767e+00,1.747105220879809333e-04
1.935483870967741993e+00,1.779800609000220318e-04,1.935483870967741993e+00,2.099625465671894095e-04,1.935483870967741993e+00,1.746358086453106222e-04
1.967741935483870996e+00,1.572653361379557058e-04,1.967741935483870996e+00,2.204476544897514289e-04,1.967741935483870996e+00,1.856670524525231018e-04
2.000000000000000000e+00,1.351539898672633776e-04,2.000000000000000000e+00,2.078233477330100219e-04,2.000000000000000000e+00,1.751179627855684712e-04
2.032258064516129004e+00,1.145583960275487910e-04,2.032258064516129004e+00,2.255299129466274775e-04,2.032258064516129004e+00,1.866542187613405503e-04
2.064516129032258007e+00,9.618453350792316859e-05,2.064516129032258007e+00,2.277049315714852493e-04,2.064516129032258007e+00,1.891767773590281334e-04
2.096774193548387011e+00,6.101629296670905197e-05,2.096774193548387011e+00,2.352668435899088993e-04,2.096774193548387011e+00,1.940584065893279520e-04
2.129032258064516014e+00,5.537784280608931106e-05,2.129032258064516014e+00,2.316960600833059916e-04,2.129032258064516014e+00,1.870911627648695499e-04
2.161290322580645018e+00,4.581286673052200351e-05,2.161290322580645018e+00,2.400648835231396975e-04,2.161290322580645018e+00,1.915671537714454644e-04
2.193548387096774022e+00,3.743141745602705025e-05,2.193548387096774022e+00,2.436348112902958539e-04,2.193548387096774022e+00,1.849773048570778832e-04
2.225806451612903025e+00,4.330127167470727113e-05,2.225806451612903025e+00,2.292840529201207957e-04,2.225806451612903025e+00,1.946678294624429155e-04
2.258064516129032029e+00,5.250209625346475244e-05,2.258064516129032029e+00,2.346167917948525753e-04,2.258064516129032029e+00,1.868544808440136373e-04
2.290322580645161032e+00,6.551666620378074097e-05,2.290322580645161032e+00,2.503902019907244055e-04,2.290322580645161032e+00,1.939033395317029003e-04
2.322580645161290036e+00,7.811765242813651104e-05,2.322580645161290036e+00,2.672053460709964182e-04,2.322580645161290036e+00,1.766322353651630678e-04
2.354838709677419484e+00,7.508578329669530463e-05,2.354838709677419484e+00,2.530545985872651566e-04,2.354838709677419484e+00,1.876856744364710429e-04
2.387096774193548487e+00,7.364235518785640540e-05,2.387096774193548487e+00,2.796339196285144504e-04,2.387096774193548487e+00,1.779887923263231129e-04
2.419354838709677491e+00,6.762155564984011289e-05,2.419354838709677491e+00,2.788499308653726982e-04,2.419354838709677491e+00,1.841081916987250021e-04
2.451612903225806495e+00,5.847159053045472576e-05,2.451612903225806495e+00,2.699966684653197133e-04,2.451612903225806495e+00,1.733778848124421497e-04
2.483870967741935498e+00,6.001848166917898234e-05,2.483870967741935498e+00,2.768320204540896160e-04,2.483870967741935498e+00,1.723871284872785438e-04
2.516129032258064502e+00,7.128607575923115859e-05,2.516129032258064502e+00,2.868814821026048059e-04,2.516129032258064502e+00,1.590511849296193125e-04
2.548387096774193505e+00,8.368268225787099679e-05,2.548387096774193505e+00,2.867213915533155764e-04,2.548387096774193505e+00,1.747053829907127000e-04
2.580645161290322509e+00,1.031290469702314912e-04,2.580645161290322509e+00,2.944908421823229112e-04,2.580645161290322509e+00,1.657506609640353929e-04
2.612903225806451513e+00,1.193839117635202122e-04,2.612903225806451513e+00,3.202722633858948263e-04,2.612903225806451513e+00,1.605233366577995461e-04
2.645161290322580516e+00,1.249215598022941523e-04,2.645161290322580516e+00,3.216966893270046613e-04,2.645161290322580516e+00,1.692468014173392689e-04
2.677419354838709520e+00,1.204799579299081628e-04,2.677419354838709520e+00,3.056739008773211048e-04,2.677419354838709520e+00,1.522551319954504974e-04
2.709677419354838523e+00,1.003306160660824087e-04,2.709677419354838523e+00,3.182469064021809608e-04,2.709677419354838523e+00,1.656032663561842128e-04
2.741935483870967527e+00,8.837646343670969829e-05,2.741935483870967527e+00,3.285036571325284684e-04,2.741935483870967527e+00,1.653973625343898939e-04
2.774193548387096531e+00,8.662881539780020854e-05,2.774193548387096531e+00,3.346751467037200711e-04,2.774193548387096531e+00,1.655867642134371440e-04
2.806451612903225534e+00,9.550839349833345330e-05,2.806451612903225534e+00,3.288222627890641540e-04,2.806451612903225534e+00,1.662818860018685000e-04
2.838709677419354982e+00,1.043063689857356567e-04,2.838709677419354982e+00,3.777942140760578060e-04,2.838709677419354982e+00,1.650599152955298590e-04
2.870967741935483986e+00,1.348071833186028636e-04,2.870967741935483986e+00,3.814882412004210496e-04,2.870967741935483986e+00,1.654643129408088324e-04
2.903225806451612989e+00,1.378037167220477136e-04,2.903225806451612989e+00,3.729174821051708423e-04,2.903225806451612989e+00,1.623969621499301305e-04
