time,acc_x,acc_y,acc_z
8.215042220000000270e+02,3.680000000000000000e+02,3.160000000000000000e+02,1.715200000000000000e+04
8.215105071032312480e+02,3.470688076454547399e+02,2.997276632071034328e+02,1.715288465479415754e+04
8.215167922064624690e+02,3.903181208914872400e+02,2.952911022765059101e+02,1.720647464064897940e+04
8.215230773096936900e+02,3.634482452963048900e+02,2.856638191805269571e+02,1.716461332075776954e+04
8.215293624129249110e+02,3.564562985355842102e+02,3.101742261552659556e+02,1.715570128966013363e+04
8.215356475161561320e+02,3.766950978422739809e+02,2.813912621948317110e+02,1.723418418316874886e+04
8.215419326193873530e+02,3.681354717389757525e+02,2.535767204791680456e+02,1.718205544070575343e+04
8.215482177226185740e+02,3.413655225935067392e+02,2.383541293256025995e+02,1.721522754215705208e+04
8.215545028258497950e+02,3.183062639507407994e+02,2.818805853196283238e+02,1.723356683896567120e+04
8.215607879290810160e+02,2.989680843229222660e+02,2.691865277592630719e+02,1.720015451870696415e+04
8.215670730323122370e+02,3.406733427868222748e+02,3.188671473680873873e+02,1.718420392097845252e+04
8.215733581355434580e+02,3.282307451905401763e+02,3.293069294513984460e+02,1.720327112792137996e+04
8.215796432387746790e+02,3.194354041470159018e+02,3.124602442527390167e+02,1.721391695445650475e+04
8.215859283420059000e+02,3.363964985478499443e+02,2.463114616720133654e+02,1.721475721389317550e+04
8.215922134452371211e+02,3.128835192140907679e+02,2.553246761612992373e+02,1.718148577777260289e+04
8.215984985484683421e+02,3.284897364059210076e+02,2.922775035637051815e+02,1.721299396814863576e+04
8.216047836516995631e+02,2.943391948085850913e+02,2.887969066716246971e+02,1.718012514776688840e+04
8.216110687549307841e+02,2.753066887604915109e+02,2.837404449963756292e+02,1.717792427978357227e+04
8.216173538581620051e+02,3.446263595028416944e+02,3.009577039563764629e+02,1.718003895283650490e+04
8.216236389613932261e+02,3.140399249711355196e+02,2.931605887924617377e+02,1.718248379749048036e+04
8.216299240646244471e+02,2.844931154781908162e+02,2.958724014410953487e+02,1.718002793502204804e+04
8.216362091678556681e+02,3.048842954168329697e+02,2.875313717251771664e+02,1.724303839326259913e+04
8.216424942710868891e+02,3.375222901573688432e+02,2.850054623500485036e+02,1.720010921190981389e+04
8.216487793743181101e+02,3.557184841695206501e+02,2.382252842259831027e+02,1.725793500680078432e+04
8.216550644775493311e+02,3.302256399857375868e+02,2.603600363000002744e+02,1.723457080559292444e+04
8.216613495807805521e+02,3.398365521227202066e+02,3.087636756524694874e+02,1.718795870702743196e+04
8.216676346840117731e+02,3.486284804818769203e+02,2.546602446854133461e+02,1.719323601200003759e+04
8.216739197872429941e+02,3.592465413527210671e+02,2.086823167246183459e+02,1.719370231433060690e+04
8.216802048904742151e+02,3.717491487743502034e+02,1.754537307115892872e+02,1.718740868536334528e+04
8.216864899937054361e+02,3.856962748017521108e+02,1.537462776560217321e+02,1.717533139142122309e+04
8.216927750969366571e+02,4.006478914899145138e+02,1.423317485676110721e+02,1.715844669882721428e+04
8.216990602001678781e+02,4.161639708938249669e+02,1.399819344560528123e+02,1.713773087390430373e+04
