time,acc_x,acc_y,acc_z
3.624002280000000269e+02,3.200000000000000000e+02,3.220000000000000000e+02,1.716400000000000000e+04
3.624066638137298924e+02,3.219472533983408198e+02,2.860284342831163826e+02,1.719021628924542892e+04
3.624130996274597578e+02,3.480522105251165499e+02,3.025331364264851004e+02,1.719530583404609933e+04
3.624195354411896233e+02,3.557786903609772367e+02,3.422471217029929562e+02,1.717803946501436803e+04
3.624259712549195456e+02,3.527249900076086533e+02,3.085070326246767536e+02,1.720367895767754453e+04
3.624324070686494110e+02,3.545734243811545525e+02,3.336549080004563166e+02,1.717430170525868380e+04
3.624388428823792765e+02,3.271225175091843198e+02,2.835636432931359536e+02,1.713527127214160282e+04
3.624452786961091419e+02,3.383515423813419716e+02,2.773509414376646305e+02,1.711936046666773836e+04
3.624517145098390074e+02,3.351895049172164818e+02,3.128286538763109093e+02,1.715578933803460677e+04
3.624581503235688729e+02,2.968500454558211459e+02,3.071340638098596969e+02,1.717419301298309438e+04
3.624645861372987952e+02,3.688872443475813157e+02,3.083830404740820086e+02,1.715515765685251972e+04
3.624710219510286606e+02,3.724981986787095138e+02,3.193192379538790533e+02,1.716996654581842085e+04
3.624774577647585261e+02,3.321422962386500899e+02,3.172142991149397062e+02,1.716937948750920259e+04
3.624838935784883915e+02,3.361489742111118630e+02,3.133546911735278400e+02,1.715013120289815197e+04
3.624903293922182570e+02,3.019408051873857062e+02,2.699264870864487307e+02,1.716202718043997811e+04
3.624967652059481225e+02,3.286965666032027684e+02,2.884009416953799132e+02,1.715329052845030310e+04
3.625032010196780448e+02,3.629499734996923053e+02,2.892135425520514787e+02,1.716202994000044418e+04
3.625096368334079102e+02,3.342633140193767645e+02,3.062763464602817862e+02,1.718916345769574036e+04
3.625160726471377757e+02,3.146349567091138510e+02,2.823980446777094926e+02,1.721476959612631617e+04
3.625225084608676411e+02,3.380636243271451349e+02,3.027649021630116977e+02,1.719966466250911253e+04
3.625289442745975066e+02,3.585131171742304446e+02,3.156072149149048300e+02,1.720728720487529790e+04
3.625353800883273721e+02,3.738747125105716691e+02,3.438969071664704984e+02,1.718984701422689977e+04
3.625418159020572944e+02,3.359609649832264608e+02,2.749568132926410726e+02,1.717538788712444511e+04
3.625482517157871598e+02,3.668473653159570631e+02,2.942450181265546121e+02,1.717742835411584019e+04
3.625546875295170253e+02,3.380870758360615014e+02,2.942332177705070535e+02,1.718631352930169669e+04
3.625611233432468907e+02,3.462491441040075983e+02,2.965880275351252067e+02,1.718206503196797712e+04
3.625675591569767562e+02,3.691322060790087676e+02,3.178009127609867619e+02,1.715864377719624099e+04
3.625739949707066216e+02,3.411857217345685171e+02,3.249519382833671557e+02,1.718784719898537514e+04
3.625804307844365439e+02,3.560484952844649911e+02,3.059125083623780483e+02,1.717587725989435057e+04
3.625868665981664094e+02,3.275167763222218582e+02,3.177179686054109879e+02,1.716724893112263453e+04
3.625933024118962749e+02,3.520297123603219234e+02,3.186406410904842232e+02,1.722272393114833903e+04
3.625997382256261403e+02,3.501759467936606143e+02,2.659318393924560269e+02,1.720764372117666062e+04
3.626061740393560058e+02,3.610705103232954229e+02,3.201138496150135779e+02,1.717212877771054264e+04
3.626126098530858712e+02,3.791473978108822962e+02,3.033534019962568777e+02,1.716382108309326577e+04
3.626190456668157935e+02,3.665017385515989758e+02,3.337274981953723341e+02,1.718733432300740242e+04
3.626254814805456590e+02,3.788570183957446602e+02,3.291938831229355173e+02,1.716732770447089933e+04
3.626319172942755245e+02,3.851343306628011760e+02,2.974911495876415302e+02,1.714603780291570001e+04
3.626383531080053899e+02,3.621005407467583836e+02,2.823722241330261227e+02,1.717132912519710226e+04
3.626447889217352554e+02,3.785126047505284532e+02,2.908519619138361918e+02,1.718636396722925929e+04
3.626512247354651208e+02,3.674929230868783065e+02,3.233939841808077063e+02,1.719537442090045442e+04
3.626576605491950431e+02,3.619663412305122847e+02,3.103055008227231610e+02,1.723533462412598237e+04
3.626640963629249086e+02,3.703138746780837209e+02,2.981516715163665481e+02,1.718383263863983302e+04
3.626705321766547740e+02,3.582078391662825538e+02,2.858180100547937172e+02,1.714657743929117714e+04
3.626769679903846395e+02,3.987787323277185578e+02,2.841013417091876931e+02,1.719207736888783984e+04
3.626834038041145050e+02,3.720685091581455026e+02,3.158747954318242819e+02,1.717317096129783749e+04
3.626898396178443704e+02,3.685138914129253749e+02,3.192480771700575701e+02,1.721181220621900138e+04
3.626962754315742927e+02,3.537952677207874785e+02,3.397673622746882529e+02,1.718780636680105090e+04
3.627027112453041582e+02,3.702223625182418800e+02,3.170136290737240188e+02,1.718902664577622272e+04
3.627091470590340236e+02,3.447658518849420943e+02,2.847368468547863358e+02,1.713266962652887742e+04
3.627155828727638891e+02,3.358447749692407456e+02,3.137876887733686431e+02,1.714260063836275731e+04
3.627220186864937546e+02,3.356528677823731641e+02,2.697199479486405380e+02,1.719621647058377857e+04
3.627284545002236200e+02,3.776913186278703733e+02,2.849588189728725638e+02,1.718310085632354458e+04
3.627348903139535423e+02,3.699571689866281758e+02,2.916669496808813165e+02,1.719040898288617245e+04
3.627413261276834078e+02,3.896257124421784965e+02,2.823620388847072036e+02,1.718746818524288028e+04
3.627477619414132732e+02,3.625960609835488526e+02,2.968144478203327026e+02,1.717346292136483680e+04
3.627541977551431387e+02,3.442059036989650167e+02,3.200470974512189173e+02,1.716480133317551372e+04
3.627606335688730042e+02,3.564377708299207370e+02,2.636509193341155424e+02,1.714794796713732285e+04
3.627670693826028696e+02,3.635724853895269462e+02,2.902864032060650743e+02,1.716279532658485186e+04
3.627735051963327919e+02,3.860967393113363073e+02,2.850844769858762788e+02,1.719338716421675417e+04
3.627799410100626574e+02,3.603716861902893243e+02,3.096871412001255521e+02,1.714729886242647262e+04
3.627863768237925228e+02,3.429540263717354378e+02,2.684123204341101996e+02,1.720090259818153936e+04
3.627928126375223883e+02,3.959348216093217729e+02,2.742604629734912010e+02,1.719878563723811749e+04
3.627992484512522537e+02,3.688678432002424188e+02,2.788723852320545689e+02,1.717284704298174256e+04
3.628056842649821192e+02,3.720396185782969951e+02,2.837121164989986823e+02,1.718995016525490792e+04
3.628121200787119847e+02,3.526417643094850973e+02,2.864549414865442145e+02,1.720129165216500041e+04
3.628185558924419070e+02,3.574766493415054356e+02,3.244576740837580360e+02,1.721515791843278203e+04
