time,acc_x,acc_y,acc_z
9.147425200000000700e+01,5.080000000000000000e+02,-6.000000000000000000e+01,1.715200000000000000e+04
9.148002934224706451e+01,4.893057446641435035e+02,-4.368991772482544889e+00,1.716493952684214310e+04
9.148580668449412201e+01,4.972253910251029652e+02,-9.390738485446714634e+00,1.717108733123037746e+04
9.149158402674117951e+01,4.987203383377039358e+02,-7.174693549220542366e+01,1.723656047008055975e+04
9.149736136898823702e+01,5.124030113976305074e+02,-6.078922058079056967e+01,1.723565994124851932e+04
9.150313871123529452e+01,4.660411333464637664e+02,-6.220226261506791587e+01,1.725120163671426781e+04
9.150891605348235203e+01,4.960787469877990929e+02,-4.432286027298377462e+01,1.717111626991878074e+04
9.151469339572939532e+01,4.723632586683407339e+02,-6.169200712970511091e+00,1.718843855263877049e+04
9.152047073797645282e+01,4.523507895245656982e+02,-3.730078022392869030e+01,1.720091091308832983e+04
9.152624808022351033e+01,4.705663454768557585e+02,-2.396973457069218938e+01,1.724697876072741201e+04
9.153202542247056783e+01,4.483113169312945274e+02,-1.663461053769335862e+01,1.725579790410886199e+04
9.153780276471762534e+01,4.738479161200014573e+02,5.886752818999470449e+00,1.727083377535628460e+04
9.154358010696468284e+01,4.627832499968736784e+02,1.616255586925911203e+00,1.716784889839936295e+04
9.154935744921174035e+01,4.641471742181947207e+02,1.993368345282450704e+01,1.721241466486798163e+04
9.155513479145879785e+01,4.858138565650125429e+02,-7.640308659201865638e+00,1.720194048888538600e+04
9.156091213370585535e+01,4.835014186185596827e+02,2.646807094048960529e+00,1.720907423711797310e+04
9.156668947595291286e+01,4.705378927888142471e+02,-6.521685651554658136e+01,1.720031876904025557e+04
9.157246681819997036e+01,4.657046010728513465e+02,-4.516916180352789212e+01,1.715591959947996656e+04
9.157824416044702787e+01,4.869782520635162655e+02,-5.693801862371534384e+01,1.717637200025812126e+04
9.158402150269408537e+01,4.863740017690254263e+02,-3.407904199679772006e+01,1.720837878135016945e+04
9.158979884494114287e+01,4.781491822800462046e+02,2.134563130537833686e+01,1.718191727670207547e+04
9.159557618718818617e+01,4.666329072487102962e+02,-9.376981894000897100e+00,1.721105101141257182e+04
9.160135352943524367e+01,5.056617910656977415e+02,-4.968217024854490660e+01,1.721129657773328654e+04
9.160713087168230118e+01,4.806012232573054916e+02,-5.192713659537773196e+01,1.718121022331798304e+04
9.161290821392935868e+01,4.700883876415434770e+02,-4.115139511670292904e+01,1.717418698037532886e+04
9.161868555617641618e+01,4.907245884238490703e+02,-2.397303483721588080e+01,1.720086719059603638e+04
9.162446289842347369e+01,5.117611436814307240e+02,-3.397504200134382302e+01,1.722949584364268230e+04
9.163024024067053119e+01,4.733944677593838719e+02,-1.865034227509665499e+01,1.718400189687366219e+04
9.163601758291758870e+01,4.861242544284765472e+02,-2.022237232150449771e+01,1.724211874065778829e+04
9.164179492516464620e+01,4.845094056922703203e+02,-3.196053360486760475e+00,1.720459580384013316e+04
9.164757226741170371e+01,4.873004218557953777e+02,4.150597591555523103e+00,1.720357788270145829e+04
9.165334960965876121e+01,4.978213047579349677e+02,7.526192980409304845e+00,1.719767440802997953e+04
9.165912695190581871e+01,4.925142508979905642e+02,5.983056476140056645e+00,1.719499313646971859e+04
9.166490429415287622e+01,4.756777144972120936e+02,-4.575353007444568476e+01,1.716829205250108862e+04
9.167068163639993372e+01,4.785024496981770881e+02,3.963473364149067812e+00,1.718789972761950048e+04
9.167645897864697702e+01,4.952419575821238595e+02,5.423297441430759136e+01,1.715879103891218620e+04
9.168223632089403452e+01,4.819536331946068799e+02,2.602611895639379469e+01,1.714696776559270802e+04
9.168801366314109202e+01,5.060932087156090802e+02,2.520253517047336356e+00,1.716813368934977916e+04
9.169379100538814953e+01,4.964948124288355302e+02,-4.275879178307832262e+00,1.719761780726337747e+04
9.169956834763520703e+01,5.264613919367272956e+02,4.636514525490731131e+01,1.721231341577191415e+04
9.170534568988226454e+01,4.980497533423897494e+02,3.455663628357032024e+01,1.721768503437855179e+04
9.171112303212932204e+01,4.827080877610569587e+02,3.289843986194629366e+01,1.722890720715168209e+04
9.171690037437637955e+01,5.085698614984316919e+02,1.902270611285854329e+01,1.724550656805639301e+04
9.172267771662343705e+01,4.576122612621051644e+02,5.522588936001078963e+01,1.717105614327982039e+04
9.172845505887049455e+01,4.656070026234671104e+02,5.588339020661415191e+01,1.724181792686651897e+04
9.173423240111755206e+01,4.946190176952493402e+02,1.619127343715014788e+01,1.717984411471773274e+04
9.174000974336460956e+01,5.044936405648616073e+02,4.830548243037086564e+01,1.723405326448067353e+04
9.174578708561166707e+01,4.886075879497772689e+02,2.325775633439771894e+01,1.723976566276226731e+04
9.175156442785872457e+01,4.668358921373396697e+02,-1.153657591988265629e+01,1.720753089436155278e+04
9.175734177010576786e+01,4.855190235405610792e+02,1.014485064494629007e+01,1.719761517419114898e+04
9.176311911235282537e+01,4.705255003185462783e+02,2.486753671006540500e+01,1.715687412175817008e+04
9.176889645459988287e+01,4.430733667057849630e+02,3.647727244856661599e+01,1.715510800621852468e+04
9.177467379684694038e+01,4.943376952239233901e+02,4.224039031350690010e+01,1.720555729601603889e+04
9.178045113909399788e+01,5.174631970371499392e+02,3.865753938939116807e+01,1.723137040929854629e+04
9.178622848134105539e+01,4.704739574978265750e+02,2.889972286935549306e+01,1.719943765329543021e+04
9.179200582358811289e+01,4.709026799025730838e+02,3.099930614137357665e+01,1.718527461945669711e+04
9.179778316583517039e+01,4.831490919415471694e+02,1.775584874208245267e+01,1.721059236415991109e+04
9.180356050808222790e+01,4.791607800629924441e+02,3.464116685215378055e+01,1.716498453141597201e+04
9.180933785032928540e+01,4.942437696548881263e+02,7.142010603654927792e+00,1.722817993201452919e+04
9.181511519257634291e+01,4.592962541599627571e+02,2.182200559266348705e+01,1.721150810141917100e+04
9.182089253482340041e+01,4.620394963089677276e+02,6.217702184499216145e+01,1.717539210747020843e+04
9.182666987707045791e+01,4.879825097925496493e+02,3.902891388458117916e+01,1.719970311101233892e+04
9.183244721931751542e+01,4.713110739414570958e+02,3.217484981024276181e+01,1.719554613393793261e+04
9.183822456156455871e+01,4.708368532557213371e+02,6.577489266963796410e+01,1.717489097901864079e+04
9.184400190381161622e+01,4.853260036856652846e+02,5.979127841287856171e+01,1.716614683911728571e+04
9.184977924605867372e+01,4.612494770889141478e+02,1.861437247945629991e+01,1.724075715918444257e+04
9.185555658830573122e+01,4.635091284687833877e+02,6.172024965276226283e+01,1.719317048252242967e+04
9.186133393055278873e+01,4.880671967792894748e+02,3.080288804883080900e+01,1.718524864829150101e+04
9.186711127279984623e+01,4.828402763657819605e+02,2.688114756603319933e+01,1.714630206716762768e+04
9.187288861504690374e+01,4.832306127628290255e+02,4.174650043475487848e+01,1.720263850941454439e+04
9.187866595729396124e+01,4.583530254878125447e+02,7.786407650346163223e+00,1.722698619820023305e+04
9.188444329954101875e+01,4.826576093849241715e+02,2.495902858216236808e+01,1.719651405357799376e+04
9.189022064178807625e+01,5.023656425433445634e+02,4.516366388074414573e+01,1.719620122421169435e+04
9.189599798403513375e+01,4.702063021166668477e+02,4.492090459582716733e+01,1.719794216549707562e+04
9.190177532628219126e+01,4.538180919000594145e+02,3.658507141441894817e+00,1.717718721609530621e+04
9.190755266852924876e+01,4.830606506494423229e+02,2.111017160087183697e+01,1.715961193883623127e+04
9.191333001077629206e+01,4.842583249344303340e+02,1.620128168652281531e+01,1.720356495875509063e+04
9.191910735302334956e+01,4.601493575363265336e+02,-1.530731412659315538e+01,1.722550260460091886e+04
9.192488469527040706e+01,4.849387338406560843e+02,-1.496647342882278586e+01,1.720578036886136033e+04
9.193066203751746457e+01,4.809023551858510928e+02,1.280070595243556575e+01,1.720173795372378299e+04
9.193643937976452207e+01,4.885280961546906724e+02,2.853509042097171999e+01,1.718440224893595951e+04
9.194221672201157958e+01,5.036585106324604908e+02,5.336429854800347528e+01,1.720787620309172053e+04
9.194799406425863708e+01,4.647751586248949138e+02,5.622605848486387714e+01,1.720001069743134576e+04
9.195377140650569459e+01,4.385023269715932770e+02,5.088364750274975279e+01,1.720201062654938141e+04
9.195954874875275209e+01,4.732537511930771643e+02,1.553240632616182992e+01,1.717219573743412548e+04
9.196532609099980959e+01,4.868518851436429031e+02,7.369782961343304351e+01,1.720272943878389196e+04
9.197110343324686710e+01,4.832024536103749597e+02,4.919931736610584494e+01,1.720935765461093251e+04
9.197688077549392460e+01,4.595522833860223955e+02,1.457656174711712893e+01,1.717734907935230513e+04
9.198265811774098211e+01,4.601829101089724077e+02,9.689613380372087192e+00,1.719562615686519712e+04
9.198843545998803961e+01,4.710560548563079806e+02,1.695356219121356389e+01,1.723192354757402791e+04
9.199421280223508290e+01,4.728823798841206667e+02,1.523986657014222601e+01,1.724352560749324766e+04
9.199999014448214041e+01,4.597911797906635343e+02,1.169673522666641752e+01,1.720582851556158130e+04
9.200576748672919791e+01,4.611907791668576806e+02,2.876950430442214568e+01,1.719585360817458059e+04
9.201154482897625542e+01,4.564595040838610771e+02,-5.301197293894099971e+01,1.720806457835125548e+04
9.201732217122331292e+01,4.437397528641790245e+02,-5.048313128908643144e+00,1.719036518840921417e+04
9.202309951347037043e+01,4.934140558088424768e+02,5.650065509041574074e+01,1.720667012980042637e+04
9.202887685571742793e+01,4.771134584822930833e+02,-9.463151029131005032e-01,1.721634548487101711e+04
9.203465419796448543e+01,4.538256399461630508e+02,-2.393920339126490404e+01,1.723978643192669915e+04
9.204043154021154294e+01,4.806553148161601143e+02,-3.559756507878419995e+01,1.723782869415097230e+04
9.204620888245860044e+01,5.155469041979396252e+02,-3.781365958301194041e+01,1.720885720250245868e+04
9.205198622470565795e+01,4.957976220718269929e+02,-3.293319237871547500e+01,1.720273052081426795e+04
9.205776356695271545e+01,4.381663822502140988e+02,5.842070628637259233e-01,1.719704851412849894e+04
9.206354090919977295e+01,4.693072801812426746e+02,-3.641960183481124602e+01,1.720449646054556069e+04
9.206931825144683046e+01,4.723125980707570761e+02,-1.733415905971305904e+01,1.721044678409028347e+04
9.207509559369387375e+01,4.521332723889509566e+02,4.149514582380681382e+00,1.720519914027166669e+04
9.208087293594093126e+01,4.788123887267045689e+02,3.820570387877009466e+01,1.720298573624518031e+04
9.208665027818798876e+01,5.106046816161000379e+02,3.093616613953685590e+00,1.723447874379840141e+04
9.209242762043504626e+01,5.065812650667467665e+02,-5.183880597822418501e+00,1.719232460258546416e+04
9.209820496268210377e+01,4.377172382448445092e+02,7.117009545556136629e+00,1.723624305288306277e+04
9.210398230492916127e+01,4.644984573422062795e+02,3.622474920877750471e+00,1.724615273829547368e+04
9.210975964717621878e+01,4.976903871705513325e+02,-2.277899507770633392e+01,1.719884511763420596e+04
9.211553698942327628e+01,4.886973779239972941e+02,-4.660197945738443792e+01,1.721304119434715176e+04
9.212131433167033379e+01,4.744255302131577992e+02,-4.309545532544366608e+01,1.722356249316142930e+04
9.212709167391739129e+01,4.551934733558229027e+02,-3.819400656910626424e+01,1.717218274160609144e+04
9.213286901616444879e+01,4.851366875602593041e+02,-1.226948238630745358e+01,1.717757849875815737e+04
9.213864635841150630e+01,4.562886797581075484e+02,-1.705412563575422880e+01,1.719418185263045962e+04
9.214442370065856380e+01,4.622833507997675042e+02,9.654582059453133525e+00,1.723188532598709935e+04
9.215020104290562131e+01,4.637013421161327642e+02,-3.126401622254585178e+01,1.718702388715704728e+04
9.215597838515266460e+01,4.785047717337234872e+02,-3.228120142714549701e+01,1.723654617944415077e+04
9.216175572739972210e+01,5.110909859003366478e+02,-6.887643627619897302e+01,1.721239960891881492e+04
9.216753306964677961e+01,5.041087711561079914e+02,-5.711938325483662737e+01,1.721462856032251875e+04
9.217331041189383711e+01,4.728763565288217592e+02,-6.355710133271315243e+01,1.717043366833197797e+04
9.217908775414089462e+01,4.461672876046474698e+02,-5.788638682828878501e+01,1.716127590964220872e+04
9.218486509638795212e+01,4.559463132622768740e+02,-5.797422146446526625e+01,1.718596654093309189e+04
9.219064243863500963e+01,5.022290065593376198e+02,-6.935247756548064046e+01,1.722206778088125066e+04
9.219641978088206713e+01,5.016519031291626334e+02,-4.694090203275595030e+01,1.722660335775561907e+04
9.220219712312912463e+01,4.972142902904508333e+02,-5.539923749724388813e+01,1.719117725174637599e+04
9.220797446537618214e+01,4.737480565922978144e+02,-4.913871581246196740e+01,1.719631255397484347e+04
9.221375180762323964e+01,4.707457469808392716e+02,-7.873599037700243741e+01,1.718162263627977518e+04
9.221952914987029715e+01,4.914461422085510094e+02,-9.339912688707693178e+01,1.722117173980240113e+04
9.222530649211735465e+01,4.562300792154660485e+02,-6.400190110171915592e+01,1.720419447472411412e+04
9.223108383436441216e+01,4.962134789824542054e+02,-6.340708721132607195e+01,1.719876788001395835e+04
9.223686117661145545e+01,4.942152716384361497e+02,-2.222197570266720135e+01,1.721924240451363585e+04
9.224263851885851295e+01,5.049422728261780549e+02,-5.452886167500246017e+01,1.721293822138529868e+04
9.224841586110557046e+01,4.850786342485579894e+02,-1.917646224586514947e+01,1.718857547873433214e+04
9.225419320335262796e+01,4.801218466308968686e+02,-3.240672305205504244e+01,1.715907478910890495e+04
9.225997054559968547e+01,4.839979334340793002e+02,-5.403498562850676024e+01,1.720227112190763000e+04
9.226574788784674297e+01,4.873069312255437922e+02,-5.567708433623246833e+01,1.721840687441917180e+04
9.227152523009380047e+01,4.900606421711437974e+02,-4.618557581298659187e+01,1.721411367573373354e+04
9.227730257234085798e+01,4.864602125613919270e+02,-3.879556321057819446e+01,1.722628211449967421e+04
9.228307991458791548e+01,4.833369438989766991e+02,-6.879741582332538030e+01,1.724482035956700929e+04
