time,acc_x,acc_y,acc_z
7.921757290000000467e+02,5.620000000000000000e+02,5.600000000000000000e+01,1.719400000000000000e+04
7.921830566838289087e+02,5.986091318389463822e+02,5.892873054711571257e+01,1.719400000000000000e+04
7.921903843676577708e+02,5.785523319313385855e+02,2.841053571293093682e+01,1.721258203781592238e+04
7.921977120514866328e+02,7.320559029882090272e+02,4.411363159684568558e+01,1.713736540478257666e+04
7.922050397353154949e+02,8.703000990559207821e+02,3.999754406362327330e+01,1.706799263219087152e+04
7.922123674191443570e+02,9.948882983715360524e+02,6.949713041314799966e+01,1.709922781376658895e+04
7.922196951029732190e+02,1.178162435678824522e+03,6.000000000000000000e+01,1.718486712407155937e+04
7.922270227868020811e+02,1.375994887340011019e+03,6.999965915600073174e+01,1.712399965915600114e+04
7.922343504706309432e+02,1.540289557478026609e+03,8.028593600834769006e+01,1.715857290672231829e+04
7.922416781544598052e+02,1.612399242818253242e+03,1.001782526393288464e+02,1.710382174736067100e+04
7.922490058382886673e+02,1.747093930580484312e+03,1.016423253323965668e+02,1.710235767466760444e+04
7.922563335221175294e+02,1.781502657676717035e+03,1.066439961471644153e+02,1.715484803082268627e+04
7.922636612059463914e+02,1.797427276225177366e+03,1.120000000000000000e+02,1.710286059673285854e+04
7.922709888897752535e+02,1.782944872373856015e+03,1.031558978990848914e+02,1.711561786236008629e+04
7.922783165736041155e+02,1.749002848234506018e+03,8.599658211859291157e+01,1.715900056964690157e+04
7.922856442574329776e+02,1.630240228491372136e+03,4.572483870835473851e+01,1.713679055107466411e+04
7.922929719412618397e+02,1.554917870451586850e+03,8.000616077045084751e+01,1.714176797242821340e+04
7.923002996250907017e+02,1.451016879236977047e+03,9.519861213709270942e+01,1.718442404343360249e+04
7.923076273089195638e+02,1.301218194147258600e+03,8.430811177350932439e+01,1.715044791471348435e+04
7.923149549927484259e+02,1.181372819817281652e+03,5.435818798781877348e+01,1.714405993213399415e+04
7.923222826765772879e+02,1.087322672827950100e+03,7.970357309334781348e+01,1.716599250116534313e+04
7.923296103604061500e+02,9.855474069072919292e+02,8.800541793226193477e+01,1.717000541793226148e+04
7.923369380442350121e+02,9.174382308974261377e+02,7.386519241452177198e+01,1.716662938538455637e+04
7.923442657280638741e+02,8.808907066408334003e+02,6.328907066408334003e+01,1.713033197001937515e+04
7.923515934118927362e+02,8.329891408088337812e+02,1.814234003851589705e+01,1.719173703830530212e+04
7.923589210957215982e+02,8.637346673632561078e+02,1.960641273158362452e+01,1.712731783981031913e+04
7.923662487795504603e+02,1.026000000000000000e+03,2.239114448521738154e+01,1.722942001096480817e+04
7.923735764633793224e+02,1.112628533543193271e+03,8.501515398460004747e+01,1.713738976136868951e+04
7.923809041472081844e+02,1.277885752570538898e+03,8.703173539707252360e+01,1.715799746116823371e+04
7.923882318310370465e+02,1.381895428051358294e+03,7.126361870090548223e+01,1.716000000000000000e+04
7.923955595148659086e+02,1.533371913404896077e+03,9.312645863601885310e+01,1.718596173681737855e+04
7.924028871986947706e+02,1.620479529779970335e+03,1.524327486463649848e+02,1.715859649187819014e+04
7.924102148825236327e+02,1.720235084238401896e+03,1.517124105273482257e+02,1.713201312630856410e+04
7.924175425663524948e+02,1.806798788022139888e+03,1.223170912531358283e+02,1.716696945342730760e+04
7.924248702501813568e+02,1.826674494188489234e+03,1.271826865614472410e+02,1.720980092869263535e+04
7.924321979340102189e+02,1.875959618047093045e+03,1.629848567676599203e+02,1.718604038195290559e+04
7.924395256178390810e+02,1.890733460158271782e+03,1.841177828699522934e+02,1.712422102987603284e+04
7.924468533016679430e+02,1.870460209244497264e+03,2.052920418488994585e+02,1.707051314209755947e+04
7.924541809854968051e+02,1.816787300090283679e+03,2.020000000000000000e+02,1.716580259188656782e+04
7.924615086693256671e+02,1.731865428089717170e+03,2.020000000000000000e+02,1.722924996751917570e+04
7.924688363531545292e+02,1.610472110919514535e+03,2.133980146033582912e+02,1.720645072114186405e+04
7.924761640369833913e+02,1.473950016180081775e+03,1.767516607339700272e+02,1.702779500161800752e+04
7.924834917208122533e+02,1.381143736144901141e+03,1.870451742169689169e+02,1.703295482578303199e+04
7.924908194046411154e+02,1.294035608510477005e+03,1.452062865247271475e+02,1.731344499290863678e+04
7.924981470884699775e+02,1.246663254093611613e+03,1.397069396725110551e+02,1.731402571114621242e+04
7.925054747722988395e+02,1.200176475509693091e+03,1.348705902038772422e+02,1.722222943489555837e+04
7.925128024561277016e+02,1.134764275280962011e+03,1.252120734659474550e+02,1.705379119273994002e+04
7.925201301399565637e+02,1.183545366718461537e+03,1.364113175271923524e+02,1.702308409749611383e+04
7.925274578237854257e+02,1.170150974199746543e+03,1.956980516005068864e+02,1.705567009341536686e+04
7.925347855076142878e+02,1.170929600805935024e+03,1.941407983881299515e+02,1.705396865009073372e+04
7.925421131914431498e+02,1.171708227412123506e+03,1.925835451757530450e+02,1.705226720676610057e+04
7.925494408752720119e+02,1.172486854018311988e+03,1.910262919633761101e+02,1.705056576344146742e+04
7.925567685591008740e+02,1.173265480624500469e+03,1.894690387509991751e+02,1.704886432011683064e+04
7.925640962429297360e+02,1.174044107230688951e+03,1.879117855386222402e+02,1.704716287679219749e+04
7.925714239267585981e+02,1.174822733836877433e+03,1.863545323262453337e+02,1.704546143346756435e+04
7.925787516105874602e+02,1.175601360443065914e+03,1.847972791138683988e+02,1.704375999014293120e+04
7.925860792944163222e+02,1.176379987049254169e+03,1.832400259014914639e+02,1.704205854681829442e+04
7.925934069782451843e+02,1.177158613655442650e+03,1.816827726891145289e+02,1.704035710349366127e+04
7.926007346620740464e+02,1.177937240261631132e+03,1.801255194767375940e+02,1.703865566016902812e+04
7.926080623459029084e+02,1.178715866867819614e+03,1.785682662643606875e+02,1.703695421684439498e+04
7.926153900297317705e+02,1.179494493474008095e+03,1.770110130519837526e+02,1.703525277351976183e+04
7.926227177135606325e+02,1.180273120080196577e+03,1.754537598396068176e+02,1.703355133019512505e+04
7.926300453973894946e+02,1.181051746686385059e+03,1.738965066272298827e+02,1.703184988687049190e+04
7.926373730812183567e+02,1.181830373292573540e+03,1.723392534148529478e+02,1.703014844354585875e+04
7.926447007650472187e+02,1.182608999898762022e+03,1.707820002024760413e+02,1.702844700022122561e+04
7.926520284488760808e+02,1.183387626504950504e+03,1.692247469900991064e+02,1.702674555689658882e+04
7.926593561327049429e+02,1.184166253111138985e+03,1.676674937777221714e+02,1.702504411357195568e+04
7.926666838165338049e+02,1.184944879717327467e+03,1.661102405653452365e+02,1.702334267024732253e+04
7.926740115003626670e+02,1.185723506323515949e+03,1.645529873529683300e+02,1.702164122692268938e+04
7.926813391841915291e+02,1.186502132929704203e+03,1.629957341405913951e+02,1.701993978359805260e+04
7.926886668680203911e+02,1.187280759535892685e+03,1.614384809282144602e+02,1.701823834027341945e+04
7.926959945518492532e+02,1.188059386142081166e+03,1.598812277158375252e+02,1.701653689694878631e+04
7.927033222356781152e+02,1.188838012748269648e+03,1.583239745034605903e+02,1.701483545362415316e+04
7.927106499195069773e+02,1.189616639354458130e+03,1.567667212910836838e+02,1.701313401029951638e+04
7.927179776033358394e+02,1.190395265960646611e+03,1.552094680787067489e+02,1.701143256697488323e+04
7.927253052871647014e+02,1.191173892566835093e+03,1.536522148663298140e+02,1.700973112365025008e+04
7.927326329709935635e+02,1.191952519173023575e+03,1.520949616539528790e+02,1.700802968032561694e+04
7.927399606548224256e+02,1.192731145779212056e+03,1.505377084415759441e+02,1.700632823700098015e+04
7.927472883386512876e+02,1.193509772385400538e+03,1.489804552291990376e+02,1.700462679367634701e+04
7.927546160224801497e+02,1.194288398991589020e+03,1.474232020168221027e+02,1.700292535035171386e+04
7.927619437063090118e+02,1.195067025597777501e+03,1.458659488044451678e+02,1.700122390702708071e+04
7.927692713901378738e+02,1.195845652203965983e+03,1.443086955920682328e+02,1.699952246370244393e+04
7.927765990739667359e+02,1.196624278810154237e+03,1.427514423796912979e+02,1.699782102037781078e+04
7.927839267577955980e+02,1.197402905416342719e+03,1.411941891673143914e+02,1.699611957705317764e+04
7.927912544416244600e+02,1.198181532022531201e+03,1.396369359549374565e+02,1.699441813372854449e+04
7.927985821254533221e+02,1.198960158628719682e+03,1.380796827425605215e+02,1.699271669040390771e+04
7.928059098092821841e+02,1.199738785234908164e+03,1.365224295301835866e+02,1.699101524707927456e+04
7.928132374931110462e+02,1.200517411841096646e+03,1.349651763178066517e+02,1.698931380375464141e+04
7.928205651769399083e+02,1.201296038447285127e+03,1.334079231054297452e+02,1.698761236043000827e+04
7.928278928607687703e+02,1.202074665053473609e+03,1.318506698930528103e+02,1.698591091710537148e+04
7.928352205445976324e+02,1.202853291659662091e+03,1.302934166806758753e+02,1.698420947378073834e+04
7.928425482284264945e+02,1.203631918265850572e+03,1.287361634682989404e+02,1.698250803045610519e+04
7.928498759122553565e+02,1.204410544872039054e+03,1.271789102559220197e+02,1.698080658713147204e+04
7.928572035960842186e+02,1.205189171478227536e+03,1.256216570435450848e+02,1.697910514380683526e+04
7.928645312799130807e+02,1.205967798084416017e+03,1.240644038311681641e+02,1.697740370048220211e+04
7.928718589637419427e+02,1.206746424690604272e+03,1.225071506187912291e+02,1.697570225715756897e+04
7.928791866475708048e+02,1.207525051296792753e+03,1.209498974064143084e+02,1.697400081383293582e+04
7.928865143313996668e+02,1.208303677902981235e+03,1.193926441940373735e+02,1.697229937050829903e+04
7.928938420152285289e+02,1.209082304509169717e+03,1.178353909816604386e+02,1.697059792718366589e+04
7.929011696990572773e+02,1.209860931115346148e+03,1.162781377693076763e+02,1.696889648385905821e+04
7.929084973828861393e+02,1.210639557721534629e+03,1.147208845569307414e+02,1.696719504053442506e+04
7.929158250667150014e+02,1.211418184327723111e+03,1.131636313445538207e+02,1.696549359720979191e+04
7.929231527505438635e+02,1.212196810933911593e+03,1.116063781321768857e+02,1.696379215388515513e+04
7.929304804343727255e+02,1.212975437540100074e+03,1.100491249197999650e+02,1.696209071056052198e+04
7.929378081182015876e+02,1.213754064146288556e+03,1.084918717074230301e+02,1.696038926723588884e+04
