Freq_x, PSD_x, Freq_y, PSD_y, Freq_z, PSD_z
3.225806451612903136e-02,1.358399856289088182e-03,3.225806451612903136e-02,5.389474883991408476e-05,3.225806451612903136e-02,2.847210942668992252e-05
6.451612903225806273e-02,1.134103052791424031e-03,6.451612903225806273e-02,6.647024410632493524e-05,6.451612903225806273e-02,3.318381479760841617e-05
9.677419354838709409e-02,8.867169618110289997e-04,9.677419354838709409e-02,7.412581836098875582e-05,9.677419354838709409e-02,3.631395891305107130e-05
1.290322580645161255e-01,6.938818391071139039e-04,1.290322580645161255e-01,8.358853949338301836e-05,1.290322580645161255e-01,3.355614894875178552e-05
1.612903225806451568e-01,5.324575993618535117e-04,1.612903225806451568e-01,9.361783558646442243e-05,1.612903225806451568e-01,3.051490225042459322e-05
1.935483870967741882e-01,4.205098339071788871e-04,1.935483870967741882e-01,9.806318527209649213e-05,1.935483870967741882e-01,3.311463642184064420e-05
2.258064516129032195e-01,3.542539553055294092e-04,2.258064516129032195e-01,1.071504338073420474e-04,2.258064516129032195e-01,3.634784435155570358e-05
2.580645161290322509e-01,3.030544257707945186e-04,2.580645161290322509e-01,1.046137070190131691e-04,2.580645161290322509e-01,3.920600029839182852e-05
2.903225806451612545e-01,2.629281563696234678e-04,2.903225806451612545e-01,1.151446702680217026e-04,2.903225806451612545e-01,3.764148288219673345e-05
3.225806451612903136e-01,2.340040821816938819e-04,3.225806451612903136e-01,1.108338175634359242e-04,3.225806451612903136e-01,3.633091839235258377e-05
3.548387096774193727e-01,2.134903435445263675e-04,3.548387096774193727e-01,1.205720732220229920e-04,3.548387096774193727e-01,3.717447833457461357e-05
3.870967741935483764e-01,1.858836534828002302e-04,3.870967741935483764e-01,1.309074734772818350e-04,3.870967741935483764e-01,3.479317085688210623e-05
4.193548387096773800e-01,1.698126313118939086e-04,4.193548387096773800e-01,1.335899109128096843e-04,4.193548387096773800e-01,3.519051766053210242e-05
4.516129032258064391e-01,1.612066041311223808e-04,4.516129032258064391e-01,1.370832394314751637e-04,4.516129032258064391e-01,3.334626262274633990e-05
4.838709677419354982e-01,1.465450168143205933e-04,4.838709677419354982e-01,1.322358132410723539e-04,4.838709677419354982e-01,3.142971692457685395e-05
5.161290322580645018e-01,1.524245638658800297e-04,5.161290322580645018e-01,1.299213074030711971e-04,5.161290322580645018e-01,3.202804500951044738e-05
5.483870967741935054e-01,1.413874932586948552e-04,5.483870967741935054e-01,1.270120325803588172e-04,5.483870967741935054e-01,2.532721254845803787e-05
5.806451612903225090e-01,1.333646056083283163e-04,5.806451612903225090e-01,1.296558471290343783e-04,5.806451612903225090e-01,2.726754236634014808e-05
6.129032258064516236e-01,1.472615924795345752e-04,6.129032258064516236e-01,1.251586833453069317e-04,6.129032258064516236e-01,2.481879792884752293e-05
6.451612903225806273e-01,1.631434994041569238e-04,6.451612903225806273e-01,1.312233970427290715e-04,6.451612903225806273e-01,2.017668664362518594e-05
6.774193548387096309e-01,1.892486261132410210e-04,6.774193548387096309e-01,1.291508091168751390e-04,6.774193548387096309e-01,1.749776470597653896e-05
7.096774193548387455e-01,2.369099946484224273e-04,7.096774193548387455e-01,1.298165395715742071e-04,7.096774193548387455e-01,1.925941819021429247e-05
