t,ax,ay,az,gx,gy,gz,temp
0.0,-0.737060546875,0.662353515625,0.027099609375,-2.2900763358778624,8.122137404580153,-9.465648854961833,27.041176470588233
0.03685903549194336,-0.663330078125,0.695556640625,0.030029296875,-0.4732824427480916,2.786259541984733,5.1679389312977095,27.041176470588233
0.07298064231872559,-0.77392578125,0.588623046875,-0.027587890625,5.595419847328245,-1.2061068702290076,3.9770992366412212,27.041176470588233
0.10964298248291016,-0.699951171875,0.66796875,-0.00244140625,1.1297709923664123,1.1297709923664123,-3.8396946564885495,26.99411764705882
0.14681315422058105,-0.75439453125,0.63916015625,-0.000244140625,1.4961832061068703,1.1374045801526718,-1.0610687022900764,27.041176470588233
0.18312954902648926,-0.726806640625,0.63623046875,0.00146484375,0.7633587786259542,-0.10687022900763359,-0.8854961832061069,27.041176470588233
0.21948575973510742,-0.743408203125,0.63720703125,0.014892578125,1.6793893129770991,-0.030534351145038167,0.3969465648854962,26.94705882352941
0.2604553699493408,-0.7373046875,0.64013671875,0.010009765625,1.083969465648855,0.9923664122137404,-3.6717557251908395,27.041176470588233
0.29736924171447754,-0.748291015625,0.639892578125,0.007568359375,1.8778625954198473,-0.5572519083969466,0.7557251908396947,27.041176470588233
0.3359544277191162,-0.735107421875,0.644287109375,0.009521484375,1.16793893129771,0.48091603053435117,-2.618320610687023,26.99411764705882
0.37201786041259766,-0.739013671875,0.6455078125,0.01123046875,1.549618320610687,-0.13740458015267176,-0.5954198473282443,27.041176470588233
0.48079657554626465,-0.703857421875,0.65771484375,0.0185546875,-0.8854961832061069,-0.1984732824427481,-5.343511450381679,27.041176470588233
0.5174257755279541,-0.760986328125,0.62158203125,0.0048828125,2.50381679389313,-0.9389312977099237,5.419847328244275,27.135294117647057
0.554736852645874,-0.7333984375,0.64697265625,0.00341796875,1.4198473282442747,1.366412213740458,-5.061068702290076,27.135294117647057
0.5900495052337646,-0.737060546875,0.6376953125,0.01123046875,1.5267175572519085,-0.2366412213740458,0.6793893129770993,27.041176470588233
0.6273012161254883,-0.740234375,0.643310546875,0.013427734375,1.16793893129771,0.366412213740458,-2.3053435114503817,27.041176470588233
0.6690349578857422,-0.740966796875,0.63818359375,0.007568359375,1.5801526717557253,-0.2748091603053435,1.1068702290076335,27.135294117647057
0.7106306552886963,-0.734130859375,0.647216796875,0.004150390625,1.3206106870229009,0.46564885496183206,-3.015267175572519,27.041176470588233
0.74686598777771,-0.740478515625,0.641357421875,0.014892578125,2.1374045801526718,0.5190839694656488,0.7786259541984732,26.99411764705882
0.783693790435791,-0.731201171875,0.643798828125,0.022216796875,1.1374045801526718,1.2442748091603053,-3.9618320610687023,27.041176470588233
0.8186652660369873,-0.75341796875,0.637939453125,0.0126953125,2.1068702290076335,-0.5343511450381679,1.3893129770992367,27.088235294117645
0.8529739379882812,-0.737548828125,0.638671875,0.008544921875,1.450381679389313,-0.03816793893129771,-1.618320610687023,27.088235294117645
0.8888928890228271,-0.740234375,0.639404296875,0.00537109375,1.282442748091603,0.1450381679389313,-1.0763358778625953,26.9
0.9251646995544434,-0.743896484375,0.644287109375,0.00537109375,1.6488549618320612,-0.25190839694656486,-0.8625954198473282,27.088235294117645
0.9613206386566162,-0.739013671875,0.6455078125,0.015380859375,1.4045801526717556,0.2748091603053435,-1.4809160305343512,26.99411764705882
0.9968826770782471,-0.7421875,0.64111328125,0.01416015625,1.7633587786259541,-0.05343511450381679,-0.6793893129770993,27.135294117647057
1.0337560176849365,-0.742919921875,0.637939453125,0.000244140625,1.3511450381679388,0.0,-0.9236641221374046,26.94705882352941
1.0705838203430176,-0.739501953125,0.641845703125,0.008056640625,1.5725190839694656,-0.07633587786259542,-0.9541984732824428,27.088235294117645
1.107957363128662,-0.73681640625,0.6318359375,0.006591796875,1.3969465648854962,0.06870229007633588,-1.1068702290076335,27.088235294117645
1.1490092277526855,-0.7431640625,0.63916015625,0.009033203125,1.6412213740458015,-0.1984732824427481,-0.7099236641221374,27.041176470588233
1.1976077556610107,-0.735107421875,0.640869140625,0.01123046875,1.549618320610687,0.061068702290076333,-0.9541984732824428,27.088235294117645
1.23753023147583,-0.7392578125,0.637939453125,0.00341796875,1.5572519083969465,0.022900763358778626,-0.8854961832061069,27.041176470588233
1.2859506607055664,-0.73876953125,0.641357421875,0.01318359375,1.4427480916030535,-0.183206106870229,-0.6946564885496184,27.041176470588233
1.3267524242401123,-0.73974609375,0.640380859375,0.013671875,1.3358778625954197,0.061068702290076333,-1.534351145038168,27.088235294117645
1.3652398586273193,-0.7392578125,0.64599609375,0.00537109375,1.6488549618320612,0.015267175572519083,-0.24427480916030533,27.041176470588233
1.401878833770752,-0.734130859375,0.63916015625,0.010009765625,1.4427480916030535,0.09923664122137404,-1.6717557251908397,26.99411764705882
1.4365746974945068,-0.738037109375,0.643310546875,0.00341796875,1.6106870229007633,0.11450381679389313,-0.8702290076335878,27.041176470588233
1.4726965427398682,-0.7421875,0.644287109375,0.01220703125,1.4274809160305344,0.10687022900763359,-1.0381679389312977,27.041176470588233
1.5099124908447266,-0.741455078125,0.6435546875,0.0087890625,1.5114503816793894,0.12213740458015267,-1.1984732824427482,27.135294117647057
