# freq1	PSD1	freq2	PSD2
1.162109374999999818e+04	1.471731022779613309e-09	1.162109374999999818e+04	7.166979377876136257e-11
1.164550781249999818e+04	2.038650654174533624e-09	1.164550781249999818e+04	3.340274239123295389e-11
1.166992187499999818e+04	1.855139597418699915e-09	1.166992187499999818e+04	6.129580743709513513e-11
1.169433593749999818e+04	1.679081388938058235e-09	1.169433593749999818e+04	5.739674633076375580e-12
1.171874999999999818e+04	9.137536605090088383e-10	1.171874999999999818e+04	1.828680025815140269e-10
1.174316406249999818e+04	1.792407193689168571e-09	1.174316406249999818e+04	3.066139039163012319e-11
1.176757812499999818e+04	2.084800103761484833e-09	1.176757812499999818e+04	3.775356017767722482e-11
1.179199218749999818e+04	1.896932878315930161e-09	1.179199218749999818e+04	1.747189440622361417e-10
1.181640624999999818e+04	1.314179655299108425e-09	1.181640624999999818e+04	1.823742852296394433e-11
1.184082031249999818e+04	1.778392518170481992e-09	1.184082031249999818e+04	5.618678781884260151e-11
1.186523437499999818e+04	2.049353287984225920e-09	1.186523437499999818e+04	1.407543746351769287e-11
1.188964843749999818e+04	1.611994402765100272e-09	1.188964843749999818e+04	5.200146556874335935e-11
1.191406249999999818e+04	1.901913869194305170e-09	1.191406249999999818e+04	3.210442962395104263e-11
1.193847656249999818e+04	1.918238274126216501e-09	1.193847656249999818e+04	2.164444027646896691e-11
1.196289062499999818e+04	1.275791426808935055e-09	1.196289062499999818e+04	2.306438000769166890e-11
1.198730468749999818e+04	1.221848296915996828e-09	1.198730468749999818e+04	2.292976660473661673e-11
1.201171874999999818e+04	1.294648517193636428e-09	1.201171874999999818e+04	6.006508334968034587e-11
1.203613281249999818e+04	1.151420582216120920e-09	1.203613281249999818e+04	1.085533543651246439e-10
1.206054687499999818e+04	1.298615934182207883e-09	1.206054687499999818e+04	1.994078968975102998e-11
1.208496093749999818e+04	1.153038987861996848e-09	1.208496093749999818e+04	8.699874503048651957e-11
1.210937499999999818e+04	1.481311094779728775e-09	1.210937499999999818e+04	4.576614544650919141e-11
1.213378906249999818e+04	9.358214806623021720e-10	1.213378906249999818e+04	3.101140476172385986e-11
1.215820312499999818e+04	1.173483042719084186e-09	1.215820312499999818e+04	2.933631984737387509e-11
1.218261718749999818e+04	1.124917888784830930e-09	1.218261718749999818e+04	5.083805480596358023e-12
1.220703124999999818e+04	1.146784427762888720e-09	1.220703124999999818e+04	8.299843504114447323e-11
1.223144531249999818e+04	1.272926187446264375e-09	1.223144531249999818e+04	6.705709848068440801e-12
1.225585937499999818e+04	7.530156425903187423e-10	1.225585937499999818e+04	4.397013702777931574e-11
1.228027343749999818e+04	1.252149413879643668e-09	1.228027343749999818e+04	1.247135272894058896e-10
1.230468749999999818e+04	6.158464172701926964e-10	1.230468749999999818e+04	3.321514084254542960e-11
1.232910156249999818e+04	1.669815268945533679e-09	1.232910156249999818e+04	2.008838891139406119e-10
1.235351562499999818e+04	1.367424234715853083e-09	1.235351562499999818e+04	1.971086697667441659e-11
1.237792968749999818e+04	1.399060574751181903e-09	1.237792968749999818e+04	4.689783545260269494e-12
1.240234374999999818e+04	1.586554742328480841e-09	1.240234374999999818e+04	1.029767024452985548e-10
1.242675781249999818e+04	1.411848705869402765e-09	1.242675781249999818e+04	9.784822329277893817e-12
1.245117187499999818e+04	1.030143531039905958e-09	1.245117187499999818e+04	7.650812010332386677e-12
1.247558593749999818e+04	9.610360063854993096e-10	1.247558593749999818e+04	3.506157150130178727e-11
1.249999999999999818e+04	1.797939225993496295e-09	1.249999999999999818e+04	5.720131022065150796e-11
1.252441406249999818e+04	2.041291203480634218e-09	1.252441406249999818e+04	1.274968931122485179e-11
1.254882812499999818e+04	9.919154853588208904e-10	1.254882812499999818e+04	7.104817044298254706e-11
1.257324218749999818e+04	1.331335673171823046e-09	1.257324218749999818e+04	7.076885318457847313e-11
1.259765624999999818e+04	1.714710755308055625e-09	1.259765624999999818e+04	2.725034867837921510e-11
1.262207031249999818e+04	1.221841200797940979e-09	1.262207031249999818e+04	4.031113224225736995e-11
1.264648437499999818e+04	1.828230795825159943e-09	1.264648437499999818e+04	2.902605109234140989e-11
1.267089843749999818e+04	1.322794126941002066e-09	1.267089843749999818e+04	8.918146340498075889e-11
1.269531249999999818e+04	1.771200627648912154e-09	1.269531249999999818e+04	1.944185335167402058e-10
1.271972656249999818e+04	1.434599005299185439e-09	1.271972656249999818e+04	2.676746764050422698e-11
1.274414062499999818e+04	2.037181941615800286e-09	1.274414062499999818e+04	1.798640399265640610e-11
1.276855468749999818e+04	1.794215037159158061e-09	1.276855468749999818e+04	1.133513742879234667e-11
1.279296874999999818e+04	2.968162545743261774e-09	1.279296874999999818e+04	6.084563574826414007e-11
1.281738281249999818e+04	2.653157966050437797e-09	1.281738281249999818e+04	1.651315977823214063e-10
1.284179687499999818e+04	3.372740552082597020e-09	1.284179687499999818e+04	6.746886189542611413e-12
1.286621093749999818e+04	5.143552942897406429e-09	1.286621093749999818e+04	5.160587616202560589e-11
1.289062499999999818e+04	6.670905780961913334e-09	1.289062499999999818e+04	1.005897495032669104e-10
1.291503906249999818e+04	9.534592986613716273e-09	1.291503906249999818e+04	2.163859302985982536e-11
1.293945312499999818e+04	1.893485948532603798e-08	1.293945312499999818e+04	2.865704268099010996e-11
1.296386718749999818e+04	5.305255570988853160e-08	1.296386718749999818e+04	2.567496517110185058e-10
1.298828124999999818e+04	5.005988439190644779e-07	1.298828124999999818e+04	1.234158474306646805e-09
1.301269531249999818e+04	4.248919533703863110e-07	1.301269531249999818e+04	2.119879431023337467e-09
1.303710937499999818e+04	5.599341847921667674e-08	1.303710937499999818e+04	1.511983357401673712e-10
1.306152343749999818e+04	1.763743948984933965e-08	1.306152343749999818e+04	1.067799895373398656e-10
1.308593749999999818e+04	1.116211567894631759e-08	1.308593749999999818e+04	4.875221455746551195e-11
1.311035156249999818e+04	9.174932388540953875e-09	1.311035156249999818e+04	2.755686665989762515e-11
1.313476562499999818e+04	3.867965681055011404e-09	1.313476562499999818e+04	2.467131625142703457e-11
1.315917968749999818e+04	3.534957232217182594e-09	1.315917968749999818e+04	6.205846242611811906e-11
1.318359374999999818e+04	3.436773736081543308e-09	1.318359374999999818e+04	1.359669046584030096e-10
1.320800781249999818e+04	2.121276214877749046e-09	1.320800781249999818e+04	4.637009240159579351e-12
1.323242187499999818e+04	3.219852416278971677e-09	1.323242187499999818e+04	5.084536216147936271e-12
1.325683593749999818e+04	2.090128664474323667e-09	1.325683593749999818e+04	1.738038354895225209e-11
1.328124999999999818e+04	1.570973795533079290e-09	1.328124999999999818e+04	2.578076422994136101e-12
1.330566406249999818e+04	2.164550519899971712e-09	1.330566406249999818e+04	3.137081467687653997e-11
1.333007812499999818e+04	1.565746277011045380e-09	1.333007812499999818e+04	2.147092719493814910e-11
1.335449218749999818e+04	1.157959124817886811e-09	1.335449218749999818e+04	4.103054625705480670e-11
1.337890624999999818e+04	1.141306478408771367e-09	1.337890624999999818e+04	6.247652067220579926e-11
1.340332031249999818e+04	2.295602526345902464e-09	1.340332031249999818e+04	1.068868514649379985e-10
1.342773437499999818e+04	1.078587806655210882e-09	1.342773437499999818e+04	1.623183233898007561e-10
1.345214843749999818e+04	1.111105461028273330e-09	1.345214843749999818e+04	1.708686767682603810e-11
1.347656249999999818e+04	1.141994537882515511e-09	1.347656249999999818e+04	4.015134509581271739e-11
1.350097656249999818e+04	1.185075543444016309e-09	1.350097656249999818e+04	2.908380360372936619e-11
1.352539062499999818e+04	2.038638455761287971e-09	1.352539062499999818e+04	1.023897773128345526e-10
1.354980468749999818e+04	1.048741030110879712e-09	1.354980468749999818e+04	1.147956024790923047e-12
1.357421874999999818e+04	1.513986335043313421e-09	1.357421874999999818e+04	4.296710209010965401e-12
1.359863281249999818e+04	1.274505244580980070e-09	1.359863281249999818e+04	1.858529867303212927e-10
1.362304687499999818e+04	1.367701459120610676e-09	1.362304687499999818e+04	6.469084158028964911e-11
1.364746093749999818e+04	9.513552119592578006e-10	1.364746093749999818e+04	3.099450383082147646e-11
1.367187499999999818e+04	1.193645354298321915e-09	1.367187499999999818e+04	2.012118641041192003e-11
1.369628906249999818e+04	1.205626404593460493e-09	1.369628906249999818e+04	3.321599913037287345e-11
1.372070312499999818e+04	1.261260274376473457e-09	1.372070312499999818e+04	4.732653965816595023e-11
1.374511718749999818e+04	8.434156930689450215e-10	1.374511718749999818e+04	1.152441451575846592e-11
1.376953124999999818e+04	1.496362344881751009e-09	1.376953124999999818e+04	3.967752483360811392e-11
1.379394531249999818e+04	1.012102221973134107e-09	1.379394531249999818e+04	2.353320666159978611e-11
1.381835937499999818e+04	1.273450352296963608e-09	1.381835937499999818e+04	7.474858865785064023e-11
1.384277343749999818e+04	1.036508090418367422e-09	1.384277343749999818e+04	7.477354426385128043e-13
1.386718749999999818e+04	1.240626207640569208e-09	1.386718749999999818e+04	2.248277631855623268e-11
1.389160156249999818e+04	7.141634087531230760e-10	1.389160156249999818e+04	5.926580630393571744e-12
1.391601562499999818e+04	1.143935310261391013e-09	1.391601562499999818e+04	3.126644261249219197e-11
1.394042968749999818e+04	1.082282230217155918e-09	1.394042968749999818e+04	3.041962241818385421e-12
1.396484374999999818e+04	9.220034360988106161e-10	1.396484374999999818e+04	1.054424871425651417e-10
1.398925781249999818e+04	1.762642776783875252e-09	1.398925781249999818e+04	5.975296902071564007e-12
1.401367187499999818e+04	9.993378991843481521e-10	1.401367187499999818e+04	9.557166919686452663e-11
1.403808593749999818e+04	1.070113355854085999e-09	1.403808593749999818e+04	4.183451257180916765e-11
1.406249999999999818e+04	1.019527858792965512e-09	1.406249999999999818e+04	1.207931089888919728e-12
1.408691406249999818e+04	7.465324372831128890e-10	1.408691406249999818e+04	3.977757327390096735e-11
1.411132812499999818e+04	7.276714911120595994e-10	1.411132812499999818e+04	3.025639685685107415e-12
1.413574218749999818e+04	8.005715705492338867e-10	1.413574218749999818e+04	5.631167180577914212e-11
1.416015624999999818e+04	7.959481365029992620e-10	1.416015624999999818e+04	1.355148747910139029e-11
1.418457031249999818e+04	7.900499600706778313e-10	1.418457031249999818e+04	2.449950399799448188e-11
1.420898437499999818e+04	8.726827383899472567e-10	1.420898437499999818e+04	1.668226218865001218e-12
1.423339843749999818e+04	1.005002740924060780e-09	1.423339843749999818e+04	8.912070296908154959e-12
1.425781249999999818e+04	7.784434572100854977e-10	1.425781249999999818e+04	2.974126720449211837e-12
1.428222656249999818e+04	1.044533818947533613e-09	1.428222656249999818e+04	7.789691928690010790e-11
1.430664062499999818e+04	1.276406722359956016e-09	1.430664062499999818e+04	3.848188567916883807e-11
1.433105468749999818e+04	9.823731968581901656e-10	1.433105468749999818e+04	2.451715018645741447e-12
1.435546874999999818e+04	9.620537651017696052e-10	1.435546874999999818e+04	5.334939667218082201e-13
1.437988281249999818e+04	1.503915350578855492e-09	1.437988281249999818e+04	1.567075819667067955e-11
1.440429687499999818e+04	7.275586727583685707e-10	1.440429687499999818e+04	5.386099844147456601e-12
1.442871093749999818e+04	7.857918236973302205e-10	1.442871093749999818e+04	1.363807412593427383e-10
1.445312499999999818e+04	5.390898702887066993e-10	1.445312499999999818e+04	3.284566166220735998e-11
1.447753906249999818e+04	7.047500133347452570e-10	1.447753906249999818e+04	4.475077949497319251e-11
1.450195312499999818e+04	1.053733267430039305e-09	1.450195312499999818e+04	8.083831860588733605e-11
1.452636718749999818e+04	9.760744381393294353e-10	1.452636718749999818e+04	1.977328035125082808e-11
1.455078124999999818e+04	1.309945187947485610e-09	1.455078124999999818e+04	2.316865014858592860e-11
1.457519531249999818e+04	9.513086499248050220e-10	1.457519531249999818e+04	1.002269532129838387e-10
1.459960937499999818e+04	1.364158991183881594e-09	1.459960937499999818e+04	2.969576007273215583e-11
1.462402343749999818e+04	6.713357233366240178e-10	1.462402343749999818e+04	5.555331007268646321e-11
1.464843749999999818e+04	1.365863199308063896e-09	1.464843749999999818e+04	7.299100626524683444e-11
1.467285156249999818e+04	7.616958583235295087e-10	1.467285156249999818e+04	2.499234968747323987e-11
1.469726562499999818e+04	1.275319155880217527e-09	1.469726562499999818e+04	5.738766179310397222e-11
1.472167968749999818e+04	1.451848746317086601e-09	1.472167968749999818e+04	4.300561766470648019e-11
1.474609374999999818e+04	1.914379531696918774e-09	1.474609374999999818e+04	9.497654584482911877e-12
1.477050781249999818e+04	1.860936337513632823e-09	1.477050781249999818e+04	1.448021207031195563e-11
1.479492187499999818e+04	1.287523168289716375e-09	1.479492187499999818e+04	3.399632936741765259e-11
1.481933593749999818e+04	1.723219465246776066e-09	1.481933593749999818e+04	6.160376593365954806e-11
1.484374999999999818e+04	1.631810643766417748e-09	1.484374999999999818e+04	3.008092427488116293e-11
1.486816406249999818e+04	2.730529802696387545e-09	1.486816406249999818e+04	2.630592977166965235e-11
1.489257812499999818e+04	5.052899420456615791e-09	1.489257812499999818e+04	6.797147403958532280e-12
1.491699218749999818e+04	5.732100325981274214e-09	1.491699218749999818e+04	9.191967658083932240e-12
1.494140624999999818e+04	1.068823184256608956e-08	1.494140624999999818e+04	1.694773520359895320e-10
1.496582031249999818e+04	2.975301601484015978e-08	1.496582031249999818e+04	1.483106569125261033e-11
1.499023437499999818e+04	3.564976251670512654e-07	1.499023437499999818e+04	2.731738092440181452e-10
1.501464843749999818e+04	1.504534974867595073e-07	1.501464843749999818e+04	9.364765956362588832e-13
1.503906249999999818e+04	2.008253936237932015e-08	1.503906249999999818e+04	9.918573078451187318e-12
1.506347656249999818e+04	6.605290999692737511e-09	1.506347656249999818e+04	6.574713260590169927e-11
1.508789062499999818e+04	4.419429553666831447e-09	1.508789062499999818e+04	6.140635931779765393e-10
1.511230468749999818e+04	2.378990771880647844e-09	1.511230468749999818e+04	1.727424519268090783e-10
1.513671874999999818e+04	2.240670990355716556e-09	1.513671874999999818e+04	8.205473395926294090e-11
1.516113281249999818e+04	1.686966834300376305e-09	1.516113281249999818e+04	4.405426888317038806e-11
1.518554687499999818e+04	1.225404272465085414e-09	1.518554687499999818e+04	4.333132698975725915e-11
1.520996093749999818e+04	1.179385619810213674e-09	1.520996093749999818e+04	1.553255896318605238e-10
1.523437499999999818e+04	1.304099998653733025e-09	1.523437499999999818e+04	9.318361475231086730e-11
1.525878906249999818e+04	6.946170339406747179e-10	1.525878906249999818e+04	3.712618579143097164e-11
1.528320312499999818e+04	5.724702765376497360e-10	1.528320312499999818e+04	4.362279685586067569e-11
1.530761718749999818e+04	9.650111431342784048e-10	1.530761718749999818e+04	2.946439686472329564e-11
1.533203124999999818e+04	4.149293505523820963e-10	1.533203124999999818e+04	6.827635517711401771e-11
1.535644531249999818e+04	8.794930649903189207e-10	1.535644531249999818e+04	1.192175694834398302e-10
1.538085937499999818e+04	6.737510828468229637e-10	1.538085937499999818e+04	8.643882128277604681e-11
1.540527343749999818e+04	7.538522045761810234e-10	1.540527343749999818e+04	2.709976713281862031e-11
1.542968749999999818e+04	5.478417410822110855e-10	1.542968749999999818e+04	1.142932770696968799e-10
1.545410156249999818e+04	6.492101175868986641e-10	1.545410156249999818e+04	7.637668869478097524e-12
1.547851562499999818e+04	8.062742516014007367e-10	1.547851562499999818e+04	1.790712844957950501e-10
1.550292968749999818e+04	1.121054455208199566e-09	1.550292968749999818e+04	7.145368860507777688e-11
1.552734374999999818e+04	1.162409937420576291e-09	1.552734374999999818e+04	2.664770538141335819e-11
1.555175781249999818e+04	7.282696714205519941e-10	1.555175781249999818e+04	1.420344852205784093e-11
1.557617187499999818e+04	1.103285814478065879e-09	1.557617187499999818e+04	4.628422243109278403e-11
1.560058593749999818e+04	5.558951287105387819e-10	1.560058593749999818e+04	4.118552693780053995e-11
1.562499999999999818e+04	2.853226008208697463e-10	1.562499999999999818e+04	2.197221636750492311e-11
1.564941406249999818e+04	5.250732124589320519e-10	1.564941406249999818e+04	3.390385401387257079e-11
1.567382812499999818e+04	5.040561752355560528e-10	1.567382812499999818e+04	1.454937741636380910e-10
1.569824218749999818e+04	9.580307014035572357e-10	1.569824218749999818e+04	4.320499752245183333e-12
1.572265624999999818e+04	6.203033639498525594e-10	1.572265624999999818e+04	5.817018989371774509e-11
1.574707031249999818e+04	6.130436130341322333e-10	1.574707031249999818e+04	1.424710716534210963e-11
1.577148437499999818e+04	1.729165799774188627e-09	1.577148437499999818e+04	9.421818797578022890e-12
1.579589843749999818e+04	4.553012401377801263e-10	1.579589843749999818e+04	5.774997658710243542e-12
1.582031249999999818e+04	8.197700579511606955e-10	1.582031249999999818e+04	6.352278451227706053e-12
1.584472656249999818e+04	1.445834067774375741e-09	1.584472656249999818e+04	4.647362254563809679e-11
1.586914062499999818e+04	4.492802658375048763e-10	1.586914062499999818e+04	1.059455812147538924e-11
1.589355468749999818e+04	6.096605075691795738e-10	1.589355468749999818e+04	9.833236187345212407e-11
1.591796874999999818e+04	4.531290288350880435e-10	1.591796874999999818e+04	5.603808660490152499e-11
1.594238281249999818e+04	2.237569914126199842e-10	1.594238281249999818e+04	7.700645873780358084e-12
1.596679687499999818e+04	4.937399540183670852e-10	1.596679687499999818e+04	5.609059195785813617e-11
1.599121093749999818e+04	6.388132132132983976e-10	1.599121093749999818e+04	5.785013594324099917e-11
1.601562499999999818e+04	6.820686308291394803e-10	1.601562499999999818e+04	2.732484371574675321e-11
1.604003906249999818e+04	5.406419913214834599e-10	1.604003906249999818e+04	1.441313644941991989e-11
1.606445312499999818e+04	8.674308615366789395e-10	1.606445312499999818e+04	3.212907577390060935e-11
1.608886718749999818e+04	6.024852949283046212e-10	1.608886718749999818e+04	2.024556739496322147e-13
1.611328124999999818e+04	3.473312194980433177e-10	1.611328124999999818e+04	1.425596218187872668e-10
1.613769531249999818e+04	2.707335907656941803e-10	1.613769531249999818e+04	4.852489466036131353e-11
1.616210937499999818e+04	4.413840455711499188e-10	1.616210937499999818e+04	1.317603776925263334e-10
1.618652343749999818e+04	3.026336306006463010e-10	1.618652343749999818e+04	9.508871300659498012e-12
1.621093749999999818e+04	9.175798321315206893e-10	1.621093749999999818e+04	2.354426229803168032e-11
1.623535156249999818e+04	1.159299001183296559e-09	1.623535156249999818e+04	2.967917694844656715e-10
1.625976562499999818e+04	2.368159513200610056e-10	1.625976562499999818e+04	6.567809231014759347e-11
1.628417968749999818e+04	4.192159683711939135e-10	1.628417968749999818e+04	1.002195640678855345e-10
1.630859374999999818e+04	8.291818859973959219e-10	1.630859374999999818e+04	5.269964641809635856e-11
1.633300781249999818e+04	3.371110194131724118e-10	1.633300781249999818e+04	4.266924688594084531e-11
1.635742187499999818e+04	3.483863311907656402e-10	1.635742187499999818e+04	2.822414263937420915e-12
1.638183593749999818e+04	6.548217825428730282e-10	1.638183593749999818e+04	2.362938168808079125e-11
1.640624999999999636e+04	6.899210363149295125e-10	1.640624999999999636e+04	4.286055249169507454e-11
1.643066406249999636e+04	7.548766555763506770e-10	1.643066406249999636e+04	6.727966678409427405e-11
1.645507812499999636e+04	2.841189733329739481e-10	1.645507812499999636e+04	6.885653242621097244e-11
1.647949218749999636e+04	9.433356573143127515e-10	1.647949218749999636e+04	5.662442525974189446e-11
1.650390624999999636e+04	1.058076084116449886e-09	1.650390624999999636e+04	7.666962830466809095e-11
1.652832031249999636e+04	5.872475256187223618e-10	1.652832031249999636e+04	5.692970980358002280e-11
1.655273437499999636e+04	8.608263944239284492e-10	1.655273437499999636e+04	2.420266735429638635e-10
1.657714843749999636e+04	1.186270233139534309e-09	1.657714843749999636e+04	1.134252409277623579e-10
1.660156249999999636e+04	8.936791795885652504e-10	1.660156249999999636e+04	8.278300480599257468e-11
1.662597656249999636e+04	7.558562664071645258e-10	1.662597656249999636e+04	4.167481963161819061e-11
1.665039062499999636e+04	8.996834246194488334e-10	1.665039062499999636e+04	2.195638797076562766e-11
1.667480468749999636e+04	1.212724732395222546e-09	1.667480468749999636e+04	2.364788755227318999e-11
1.669921874999999636e+04	1.171565316025511675e-09	1.669921874999999636e+04	2.234471493266766462e-10
1.672363281249999636e+04	1.652121876861624000e-09	1.672363281249999636e+04	3.143727765256475161e-11
1.674804687499999636e+04	1.002003881489749770e-09	1.674804687499999636e+04	4.100984548254204986e-11
1.677246093749999636e+04	1.179284203177679443e-09	1.677246093749999636e+04	2.497222889430712278e-11
1.679687499999999636e+04	1.701074779908795059e-09	1.679687499999999636e+04	4.365815539663516095e-11
1.682128906249999636e+04	1.756749590967693774e-09	1.682128906249999636e+04	3.992608125841579146e-12
1.684570312499999636e+04	2.303071256458299047e-09	1.684570312499999636e+04	2.515557613857741519e-11
1.687011718749999636e+04	2.883207641809154269e-09	1.687011718749999636e+04	3.792808503567731899e-11
1.689453124999999636e+04	3.038051973785698941e-09	1.689453124999999636e+04	1.879747735132429200e-11
1.691894531249999636e+04	3.173126727806749107e-09	1.691894531249999636e+04	2.435105034542483084e-10
1.694335937499999636e+04	8.261011934437187376e-09	1.694335937499999636e+04	2.545905743011914908e-11
1.696777343749999636e+04	1.855382130171184980e-08	1.696777343749999636e+04	1.526540616230824003e-10
1.699218749999999636e+04	2.691376305031371658e-07	1.699218749999999636e+04	9.821313199094866774e-10
1.701660156249999636e+04	5.306837911234394601e-08	1.701660156249999636e+04	1.894070648755782329e-10
1.704101562499999636e+04	6.756508942179887784e-09	1.704101562499999636e+04	3.760832917137269900e-11
1.706542968749999636e+04	2.362262021872530082e-09	1.706542968749999636e+04	6.567125221182043050e-12
1.708984374999999636e+04	2.301149031906630716e-09	1.708984374999999636e+04	7.820843824648672697e-11
1.711425781249999636e+04	8.420970737246246170e-10	1.711425781249999636e+04	3.994757631078132508e-12
1.713867187499999636e+04	8.622720287668627248e-10	1.713867187499999636e+04	8.159193429587957560e-11
1.716308593749999636e+04	9.324691965572225299e-10	1.716308593749999636e+04	8.066123082866874441e-11
1.718749999999999636e+04	3.742249670290289787e-10	1.718749999999999636e+04	2.061147086732861766e-11
1.721191406249999636e+04	1.055684309095267935e-10	1.721191406249999636e+04	2.775724898765517532e-10
1.723632812499999636e+04	3.342826800716282098e-10	1.723632812499999636e+04	1.725278508301636171e-10
1.726074218749999636e+04	2.351437809714086638e-10	1.726074218749999636e+04	2.588074118368632147e-11
1.728515624999999636e+04	3.070806855823301774e-10	1.728515624999999636e+04	1.657432892335381799e-11
1.730957031249999636e+04	1.201986050306086279e-10	1.730957031249999636e+04	1.491335469107850476e-10
1.733398437499999636e+04	6.532222761233765113e-11	1.733398437499999636e+04	1.210673818530204735e-11
1.735839843749999636e+04	2.441515439716132723e-10	1.735839843749999636e+04	7.376373242623984453e-11
1.738281249999999636e+04	5.269387089400283097e-10	1.738281249999999636e+04	3.035157504467753884e-11
1.740722656249999636e+04	3.835580455120934492e-10	1.740722656249999636e+04	1.099278417035792687e-10
1.743164062499999636e+04	4.592034111527716378e-10	1.743164062499999636e+04	2.485919381643714364e-11
1.745605468749999636e+04	5.444629245417890914e-10	1.745605468749999636e+04	6.289692289345241450e-11
1.748046874999999636e+04	1.710224009290640451e-10	1.748046874999999636e+04	3.869678392931932074e-11
1.750488281249999636e+04	6.794542763047801024e-10	1.750488281249999636e+04	6.503153925369289348e-12
1.752929687499999636e+04	1.372348748841847401e-10	1.752929687499999636e+04	6.576349568128340950e-11
1.755371093749999636e+04	4.134599679276106011e-10	1.755371093749999636e+04	2.866289754647396490e-12
1.757812499999999636e+04	6.023540896787946159e-10	1.757812499999999636e+04	2.527933440728655243e-12
1.760253906249999636e+04	2.408264340734440031e-10	1.760253906249999636e+04	2.219440945911568931e-11
1.762695312499999636e+04	3.782926248225147024e-10	1.762695312499999636e+04	5.986181955966672912e-11
1.765136718749999636e+04	2.197135046395758847e-10	1.765136718749999636e+04	6.738207985747091546e-11
1.767578124999999636e+04	4.104843056512702228e-10	1.767578124999999636e+04	1.949551486606097616e-12
1.770019531249999636e+04	2.753261451537579980e-10	1.770019531249999636e+04	2.040208757072879088e-11
1.772460937499999636e+04	4.518824945508376125e-10	1.772460937499999636e+04	2.010310839183750272e-11
1.774902343749999636e+04	4.276468529613285087e-10	1.774902343749999636e+04	9.391867258710617033e-12
1.777343749999999636e+04	6.065474993941075396e-10	1.777343749999999636e+04	6.519917645080842651e-11
1.779785156249999636e+04	5.481199558818242378e-10	1.779785156249999636e+04	2.830968414725412283e-11
1.782226562499999636e+04	3.251934903090929692e-10	1.782226562499999636e+04	1.390804684889494859e-11
1.784667968749999636e+04	4.250574081457712800e-10	1.784667968749999636e+04	3.135185824071288648e-11
1.787109374999999636e+04	4.208978881383772716e-10	1.787109374999999636e+04	9.314662133096553928e-12
1.789550781249999636e+04	3.819973580088969083e-10	1.789550781249999636e+04	1.434186483696955105e-11
1.791992187499999636e+04	5.222814465784806442e-10	1.791992187499999636e+04	4.277044784685108471e-12
1.794433593749999636e+04	5.303361497242419346e-10	1.794433593749999636e+04	4.132326212730892703e-11
1.796874999999999636e+04	1.344613556455300250e-10	1.796874999999999636e+04	2.687488098819655923e-11
1.799316406249999636e+04	3.736464137583486010e-10	1.799316406249999636e+04	3.276426546576598199e-11
1.801757812499999636e+04	1.076673837011260488e-09	1.801757812499999636e+04	7.615485366065045977e-11
1.804199218749999636e+04	2.313684632509282854e-10	1.804199218749999636e+04	1.623474613955026636e-12
1.806640624999999636e+04	2.194315240624195784e-10	1.806640624999999636e+04	4.421982948415080458e-11
1.809082031249999636e+04	2.088398262982365990e-10	1.809082031249999636e+04	7.980911506375104877e-11
1.811523437499999636e+04	7.650467106917221210e-10	1.811523437499999636e+04	6.634578880748030523e-11
1.813964843749999636e+04	4.449734443084548880e-10	1.813964843749999636e+04	6.482927410871535752e-11
1.816406249999999636e+04	5.619139080015702299e-10	1.816406249999999636e+04	1.595105297685301874e-11
1.818847656249999636e+04	7.176478434767633565e-10	1.818847656249999636e+04	7.168249355227358091e-13
1.821289062499999636e+04	1.122231207179486267e-10	1.821289062499999636e+04	4.459329149786062151e-11
1.823730468749999636e+04	5.401282143196128078e-10	1.823730468749999636e+04	7.358818524019487786e-11
1.826171874999999636e+04	6.822448893045729026e-10	1.826171874999999636e+04	9.626831657003149032e-11
1.828613281249999636e+04	3.658918750210640437e-10	1.828613281249999636e+04	6.729236460922561896e-11
1.831054687499999636e+04	8.596632816600733603e-10	1.831054687499999636e+04	4.337511558374950145e-11
1.833496093749999636e+04	4.968947766741837809e-10	1.833496093749999636e+04	4.748106028375722482e-11
1.835937499999999636e+04	6.096552593397055788e-10	1.835937499999999636e+04	7.645896710241729482e-11
1.838378906249999636e+04	4.208325419670304577e-10	1.838378906249999636e+04	2.007357273092741634e-11
1.840820312499999636e+04	6.063283736564096139e-10	1.840820312499999636e+04	1.259845221566303717e-10
1.843261718749999636e+04	3.977341504986318766e-10	1.843261718749999636e+04	1.644137475881126222e-10
1.845703124999999636e+04	7.016001020580735139e-10	1.845703124999999636e+04	2.449603211754589321e-11
1.848144531249999636e+04	6.824919449879134099e-10	1.848144531249999636e+04	1.675619040287160288e-11
1.850585937499999636e+04	3.669945970611950560e-10	1.850585937499999636e+04	1.344534635242110734e-11
1.853027343749999636e+04	7.947164493030066840e-10	1.853027343749999636e+04	2.040057998196008092e-12
1.855468749999999636e+04	7.222848507619009734e-10	1.855468749999999636e+04	1.644813248544583784e-11
1.857910156249999636e+04	7.914072182514571099e-10	1.857910156249999636e+04	4.786169141878684590e-11
1.860351562499999636e+04	3.117149432976807625e-10	1.860351562499999636e+04	9.555730475901189435e-12
1.862792968749999636e+04	5.837532986448756967e-10	1.862792968749999636e+04	7.981699667339642736e-11
1.865234374999999636e+04	4.560891899052128401e-10	1.865234374999999636e+04	3.565433936694339267e-11
1.867675781249999636e+04	7.532595485530861636e-10	1.867675781249999636e+04	1.753262858960067098e-11
1.870117187499999636e+04	6.491268832318148873e-10	1.870117187499999636e+04	4.414866151017561105e-11
