Frequency[Hz], Hx, sHx, Hy, sHy, PhaseX[rad], sPhaseX, PhaseY[rad], sPhaseY
4.259999999999999787e+00,3.862850895075207720e-05,9.788053030751527033e-07,4.413393339625320102e-04,9.451889260290811065e-07,-2.031733160974251717e-01,5.113091941755111558e-02,-3.242464431114414403e+00,4.322000632755299866e-03
4.280000000000000249e+00,3.905787830847403492e-05,9.693686652680665837e-07,4.085188618487000669e-04,9.360874811637427259e-07,-1.564547344194116008e-01,5.036842981571958838e-02,-3.230415144176379982e+00,4.651159380237521353e-03
4.299999999999999822e+00,4.420473700649454890e-05,9.605294689493764590e-07,3.744522744032011694e-04,9.276907771078327241e-07,-5.637919604714802801e-02,4.385118158312638348e-02,-3.246896455649562085e+00,4.999445739375297029e-03
4.299999999999999822e+00,4.286958312944306050e-05,9.602875469979865766e-07,3.870783465802129977e-04,9.273514374620579820e-07,-2.351843146158341114e-01,4.518135201698538633e-02,-3.231859830578700965e+00,4.833506414370921690e-03
4.320000000000000284e+00,4.915273817393711641e-05,9.520491677507375841e-07,3.407820801889387455e-04,9.194029202112734610e-07,-1.876507855897999733e-01,3.886229806823612160e-02,-3.245333741037784492e+00,5.413521010962372634e-03
4.339999999999999858e+00,5.033807348058984960e-05,9.430293348418909417e-07,3.011390133476972604e-04,9.107093585444111377e-07,-2.110739752579515738e-01,3.800881890204928226e-02,-3.234713755066563223e+00,6.135333475740560420e-03
4.360000000000000320e+00,5.598161699849087120e-05,9.341905257166798984e-07,2.588901445486792969e-04,9.021388524737042560e-07,-2.178631411342069057e-01,3.384665625204640732e-02,-3.209667712256516481e+00,7.069104511283461414e-03
4.379999999999999893e+00,6.392349188490008456e-05,9.255647905622740717e-07,2.124660227548919055e-04,8.939446108606831645e-07,-1.633845454288520571e-01,2.938963786914481138e-02,-3.194063715031008499e+00,8.537880449003337410e-03
4.400000000000000355e+00,6.773422604684665863e-05,9.178956132689055396e-07,1.594568690038816164e-04,8.863904808877488473e-07,-1.258093942082476602e-01,2.717143199579787061e-02,-3.126094307717310450e+00,1.114677596309896629e-02
4.400000000000000355e+00,6.569503213088294272e-05,9.178396823321266774e-07,1.741735912803696513e-04,8.863526328459342506e-07,-2.303987697525666789e-01,2.817457907383782642e-02,-3.156608092107394903e+00,1.026260856803364561e-02
4.419999999999999929e+00,7.379845749492654574e-05,9.092927166335725617e-07,1.025355922923160568e-04,8.781111499106793257e-07,-1.795202929734607267e-01,2.484530493625740355e-02,-3.029576240074345339e+00,1.726673971507216437e-02
4.440000000000000391e+00,8.399212277285292413e-05,9.011607091251005543e-07,4.810152563402744617e-05,8.699359536235198024e-07,-1.756579487440133036e-01,2.172188928981744899e-02,-2.449079655609316397e+00,3.664909445457106840e-02
4.459999999999999964e+00,9.363799793750919717e-05,8.925662691435555374e-07,6.170752984289857028e-05,8.625488756995899749e-07,-1.875592051225316581e-01,1.923484941428241571e-02,-9.639383395143807931e-01,2.814155747133726890e-02
4.480000000000000426e+00,1.034904847362539575e-04,8.854092161879291885e-07,1.470547673590384046e-04,8.548719650412975270e-07,-2.119601905382841878e-01,1.733739908240666469e-02,-6.359402071214823593e-01,1.179446726076627608e-02
4.500000000000000000e+00,1.116492975860006290e-04,8.772683300386271875e-07,2.163737321821775008e-04,8.472050140984931958e-07,-2.186643778089107926e-01,1.584758132326929622e-02,-5.227192366951305402e-01,7.901154791359272025e-03
4.500000000000000000e+00,1.114228287571790449e-04,8.772784530454393252e-07,2.404726098451601677e-04,8.472287661915250225e-07,-2.327327654871282903e-01,1.593953613930094992e-02,-5.954051383096450323e-01,7.128535714095091298e-03
4.519999999999999574e+00,1.086728719679932450e-04,8.692494125758542534e-07,2.690801948599805737e-04,8.395972115853884090e-07,1.276728997103644403e-01,1.618245443041164272e-02,-1.586691434644009746e-01,6.307829898055944753e-03
4.540000000000000036e+00,1.361551892182726151e-04,8.618728545347890256e-07,4.190383073147044410e-04,8.320789099809521218e-07,-2.946930702482166708e-01,1.276804715001372305e-02,-6.111845031114846449e-01,4.009927672347631498e-03
4.559999999999999609e+00,1.498824436746766411e-04,8.545093540523244867e-07,5.269030353699973024e-04,8.253763468659431990e-07,-3.342096729142705058e-01,1.150386401269482863e-02,-5.834614353107872020e-01,3.159726933393434880e-03
4.580000000000000071e+00,1.691130288973093012e-04,8.469110030321688192e-07,6.562268807879060315e-04,8.178947991213859803e-07,-3.170737606480980020e-01,1.015287273594263524e-02,-5.497888151183625283e-01,2.527385817772714177e-03
4.599999999999999645e+00,1.905027290221851489e-04,8.394758937732859986e-07,8.216846168277592687e-04,8.108313738011645443e-07,-3.192615831537883864e-01,8.881088620287544075e-03,-5.174022065215586608e-01,1.987873638512840935e-03
4.599999999999999645e+00,1.874638551269457794e-04,8.392595552299599023e-07,8.159528111406187537e-04,8.105132249703477277e-07,-3.677781106075039830e-01,9.083571209226986784e-03,-5.734667523893763885e-01,2.016006057436409236e-03
4.620000000000000107e+00,2.181943971392232321e-04,8.318816977457369356e-07,1.041000692701160146e-03,8.034704289221926142e-07,-3.326059661230216236e-01,7.731587356597911624e-03,-4.949914472547325417e-01,1.564714989024253372e-03
4.639999999999999680e+00,2.552641414549327290e-04,8.252709256403985695e-07,1.341918665726962376e-03,7.969173983822175322e-07,-3.523451055357096351e-01,6.518225780516282569e-03,-4.885124145117361039e-01,1.197847163175238877e-03
4.660000000000000142e+00,1.465237854105964433e-04,8.184043554767893318e-07,8.440832253276190061e-04,7.903030991786622190e-07,-6.413395892763125161e-01,1.122023369364318589e-02,-8.657045202679416462e-01,1.880734732810923713e-03
4.679999999999999716e+00,4.114127068073947821e-04,8.111864655445861630e-07,2.544409925742007438e-03,7.834584596995636351e-07,-6.195791446112739465e-01,3.969963882874564219e-03,-7.272475017414041787e-01,6.197874651927671270e-04
4.700000000000000178e+00,5.250931096298667305e-04,8.042019403726696262e-07,3.426731768618328407e-03,7.765974478131026694e-07,-6.809097841176869892e-01,3.074365108231612818e-03,-7.605027576927998467e-01,4.550598646277704846e-04
4.700000000000000178e+00,5.954965295037839643e-04,8.039745112303795388e-07,3.957188537349975652e-03,7.763931221178282405e-07,-6.115621346130089009e-01,2.725286031136673042e-03,-6.848125671277252025e-01,3.961389541393063357e-04
4.719999999999999751e+00,9.268966200014042449e-04,7.977027573838662772e-07,6.591551770112957093e-03,7.703487738953497798e-07,-9.783201976524074084e-01,1.735911660284026811e-03,-1.049579763606869776e+00,2.357784904241499036e-04
4.740000000000000213e+00,1.216503814598140967e-03,7.906450015630021276e-07,9.123435606802387035e-03,7.635856899304393842e-07,-1.649698436243430599e+00,1.314868263477555164e-03,-1.707634599056318869e+00,1.693060595941296340e-04
4.759999999999999787e+00,1.111490871535948579e-03,7.838983083337378914e-07,8.652626910936730628e-03,7.570556509096223034e-07,-2.193168785221078387e+00,1.419640603578397773e-03,-2.248517075104058627e+00,1.761288413396266614e-04
4.780000000000000249e+00,9.010274414121614795e-04,7.771522574879899503e-07,7.212706041802104465e-03,7.505521229726545265e-07,-2.495288926949455366e+00,1.745952969760677194e-03,-2.546127675101538479e+00,2.106336312772597421e-04
4.799999999999999822e+00,7.215986899705021176e-04,7.709667186589855783e-07,5.921570261988259344e-03,7.445282519561475384e-07,-2.694093567464521222e+00,2.151828306426380958e-03,-2.745478391494942549e+00,2.532696735572013101e-04
4.799999999999999822e+00,7.482786866945563683e-04,7.708541057455654532e-07,6.061746174547906311e-03,7.444251845485542097e-07,-2.642687062333677339e+00,2.085559087311695484e-03,-2.690048516188368488e+00,2.486523829916381634e-04
4.820000000000000284e+00,5.935323873534995584e-04,7.646040969547001386e-07,4.971664627030506281e-03,7.384354712992849263e-07,-2.811829048928079722e+00,2.585148092415471763e-03,-2.859924942134270065e+00,2.980321040704680046e-04
4.839999999999999858e+00,4.976524176856856382e-04,7.582764805076859531e-07,4.281796682578722750e-03,7.322991564470477587e-07,-2.891247802477717066e+00,3.085025631711536733e-03,-2.940264474493345936e+00,3.463056041260262623e-04
4.860000000000000320e+00,4.266995002660434904e-04,7.520348578173863520e-07,3.755567784950772370e-03,7.262537461326328306e-07,-2.956337009831970342e+00,3.568628680511035014e-03,-2.995128131691937590e+00,3.916101423691999519e-04
4.879999999999999893e+00,3.727112613363236918e-04,7.463435665072527909e-07,3.353890767939046117e-03,7.207873164382717767e-07,-2.987291633286381032e+00,4.011618424118232502e-03,-3.033150056198004485e+00,4.305340720733096091e-04
4.900000000000000355e+00,3.343681632813112498e-04,7.397093722847610379e-07,3.045640946702014591e-03,7.143681799731603574e-07,-3.034056461378238367e+00,4.455243384090023032e-03,-3.066147205312609536e+00,4.723682066875108305e-04
4.900000000000000355e+00,3.423082754162164610e-04,7.397831273192487148e-07,3.113284676992043171e-03,7.144632523234562574e-07,-3.013593160780034363e+00,4.340817186381732383e-03,-3.053712507196282289e+00,4.608958824624220492e-04
4.919999999999999929e+00,2.990490630855673852e-04,7.339340717051372523e-07,2.789393716391403918e-03,7.087987464773948611e-07,-3.047060546725734120e+00,4.951104658434422011e-03,-3.089100614612523721e+00,5.125977880333555279e-04
4.940000000000000391e+00,2.711398734723714115e-04,7.282473975289926760e-07,2.579192247640658964e-03,7.033103227288783819e-07,-3.070493122500447480e+00,5.387040786749699300e-03,-3.106448811727329229e+00,5.468924139159310385e-04
4.959999999999999964e+00,2.485322463262667689e-04,7.219191677379022722e-07,2.404573463318192099e-03,6.972158334149561643e-07,-3.097386801897482833e+00,5.872180050567196545e-03,-3.122649046996675004e+00,5.861125706557576351e-04
4.980000000000000426e+00,2.312176135411746583e-04,7.164580996663362399e-07,2.253044618230176308e-03,6.919101146527914011e-07,-3.103013961456852154e+00,6.239473304714932694e-03,-3.134079838625043912e+00,6.184346806325407338e-04
5.000000000000000000e+00,2.167845046840838070e-04,7.105861653082079966e-07,2.151022449370795613e-03,6.862510770097839551e-07,-3.115727227491015050e+00,6.574828238928132063e-03,-3.147153788811499986e+00,6.399305161127688763e-04
5.000000000000000000e+00,2.137625909494386255e-04,7.105909474224036905e-07,2.122557881933731950e-03,6.862519523221702331e-07,-3.125105524028905180e+00,6.688381098884033094e-03,-3.146244741529387490e+00,6.505035258811887227e-04
5.019999999999999574e+00,1.991314723010799881e-04,7.050133677022583101e-07,2.013064069208019696e-03,6.808765858842372742e-07,-3.150042625062219770e+00,7.118634809215474563e-03,-3.154841129865354254e+00,6.800419192643526170e-04
5.040000000000000036e+00,1.886502575284280307e-04,6.989992000666067093e-07,1.911064095975692533e-03,6.750625707375092212e-07,-3.143776900036733046e+00,7.467912765318514452e-03,-3.163797186132657480e+00,7.119397238935307052e-04
5.059999999999999609e+00,1.775472810929362667e-04,6.940939241747707799e-07,1.819388052783824745e-03,6.703317979208283650e-07,-3.179900904139011608e+00,7.870105320800610538e-03,-3.170472724191720992e+00,7.416949711231525869e-04
5.080000000000000071e+00,1.658218676033264998e-04,6.883939510819019690e-07,1.742959905365118033e-03,6.648184370020502844e-07,-3.169570370462184705e+00,8.400373961516804586e-03,-3.175745708628698871e+00,7.718277713813436695e-04
5.099999999999999645e+00,1.597226014793540617e-04,6.831786644775565185e-07,1.679547435061912912e-03,6.597842239028477222e-07,-3.169837980944913980e+00,8.619000257093747258e-03,-3.189628013385184424e+00,7.915707311022896148e-04
5.099999999999999645e+00,1.572937192679479631e-04,6.829074450392668209e-07,1.669467348855422414e-03,6.595181385627967888e-07,-3.188904136227077579e+00,8.742567569960869867e-03,-3.180697123554039329e+00,7.955010378748007338e-04
5.120000000000000107e+00,1.503375980716693718e-04,6.773976575924119202e-07,1.599416565916672887e-03,6.541978140729854736e-07,-3.185717991314885644e+00,9.125845215186638090e-03,-3.184948238070602677e+00,8.284114779935537352e-04
5.139999999999998792e+00,1.438160519330727036e-04,6.726340791546996442e-07,1.537449740865822661e-03,6.495985399638443899e-07,-3.193972407071414388e+00,9.418688012070566482e-03,-3.185900174781166605e+00,8.508686901041969449e-04
5.160000000000000142e+00,1.363359736839430856e-04,6.672491886046133505e-07,1.477885257961984635e-03,6.443996369590633013e-07,-3.210051823323770037e+00,9.856668921631259878e-03,-3.189502531865145762e+00,8.781184035220550689e-04
5.179999999999999716e+00,1.293504074835336774e-04,6.619695601694143018e-07,1.421118031319199915e-03,6.392965190190860206e-07,-3.215545588368172503e+00,1.030731232587136885e-02,-3.190836274813320550e+00,9.060430803940606971e-04
5.200000000000000178e+00,1.249854432269995464e-04,6.567457295092054695e-07,1.369261467199279570e-03,6.342721829820060611e-07,-3.233566981392869799e+00,1.059141357690289616e-02,-3.190804869452633419e+00,9.335912141604664873e-04
5.200000000000000178e+00,1.226870841015118734e-04,6.572136385696860460e-07,1.372383126139524196e-03,6.346945095673587871e-07,-3.227198971969239771e+00,1.079796727793829771e-02,-3.197140874268533217e+00,9.323013360971895390e-04
5.219999999999999751e+00,1.181075549832420605e-04,6.521682708559901821e-07,1.318454423218109149e-03,6.298142693405624877e-07,-3.215130165178011090e+00,1.112196955076221599e-02,-3.192495099648581025e+00,9.622359360355696705e-04
5.240000000000000213e+00,1.128137257522203842e-04,6.470539519381519335e-07,1.268396496625142462e-03,6.249015966494618868e-07,-3.229557640678698327e+00,1.160280379632520030e-02,-3.192775982965200932e+00,9.965744795438363519e-04
5.259999999999999787e+00,1.078806029322288193e-04,6.420052836258212452e-07,1.222970904765154597e-03,6.200135537581934075e-07,-3.256606371509950471e+00,1.198488164637117812e-02,-3.193772757739313128e+00,1.020997980806680281e-03
5.280000000000000249e+00,1.029388746100145618e-04,6.369398768260568229e-07,1.175382064009727846e-03,6.151471245997211335e-07,-3.295480400387281072e+00,1.252997479230511836e-02,-3.191351913741997670e+00,1.059636037800934993e-03
5.299999999999999822e+00,9.519346854620787640e-05,6.323984148239768583e-07,1.131407271821435008e-03,6.107861453530507148e-07,-3.272727369143937359e+00,1.338120077203054301e-02,-3.201225873711257996e+00,1.087102109225498818e-03
5.299999999999999822e+00,9.779905569395180018e-05,6.327105453359833716e-07,1.129963937530656512e-03,6.110303934655642304e-07,-3.244383072428759895e+00,1.302144700758990463e-02,-3.188153988884812939e+00,1.088433117378434858e-03
5.320000000000000284e+00,9.230099801119168092e-05,6.276870526296588599e-07,1.084435843826889569e-03,6.062143042752387196e-07,-3.285823892375547395e+00,1.369446793733055702e-02,-3.184801096314401114e+00,1.125535032273929179e-03
5.340000000000000746e+00,8.804239533435143171e-05,6.229882053372509281e-07,1.039079424477658362e-03,6.016349648690338626e-07,-3.293007753404579852e+00,1.424063136289042270e-02,-3.186097292032605388e+00,1.165386319279141780e-03
5.360000000000000320e+00,8.232409526479029854e-05,6.181193871184705595e-07,9.927990215874470462e-04,5.969248665825055606e-07,-3.279788654668298165e+00,1.512810330648606608e-02,-3.178830028141365283e+00,1.211486640932176806e-03
5.379999999999999893e+00,7.775655713709162106e-05,6.139898115110400276e-07,9.457281782534700991e-04,5.929941429590899086e-07,-3.299794250037902721e+00,1.589127976798796610e-02,-3.171053951836515061e+00,1.261597264067811823e-03
5.400000000000000355e+00,7.225646891140033033e-05,6.090815068948628419e-07,8.970601315103366715e-04,5.882581191209452478e-07,-3.363966699664691085e+00,1.704914499606886499e-02,-3.180596921325533621e+00,1.326221249412929803e-03
5.400000000000000355e+00,7.227746053762206175e-05,6.090886172209713306e-07,8.984703606791550083e-04,5.882660804070460575e-07,-3.300726300801003710e+00,1.704472252016627984e-02,-3.166010542117237314e+00,1.324138177966487561e-03
5.419999999999999929e+00,6.631990712354845021e-05,6.047762161252626514e-07,8.499688227439187744e-04,5.840446671057113756e-07,-3.361128333191429896e+00,1.832797463077500896e-02,-3.159461306394544700e+00,1.381473274695757493e-03
5.440000000000001279e+00,6.011522328012938065e-05,6.002691703093389415e-07,8.005526373962582260e-04,5.796247272969008698e-07,-3.319754660813534208e+00,2.017645526499579553e-02,-3.148922532136398722e+00,1.463629954412896733e-03
5.459999999999999964e+00,5.546095634498781469e-05,5.958017436708047229e-07,7.488806441977395850e-04,5.755360469682584308e-07,-3.360939791976179869e+00,2.164255676546268312e-02,-3.133164569899768104e+00,1.547026320561343919e-03
5.480000000000000426e+00,4.770221157865005192e-05,5.914339889225789788e-07,6.944063174347182192e-04,5.711226174467385289e-07,-3.475659645397951358e+00,2.492578469628200372e-02,-3.117146348334160599e+00,1.654580201430663929e-03
5.499999999999999112e+00,3.551885445933120576e-05,5.872343138495967306e-07,6.239846091440628354e-04,5.671509792222402669e-07,-3.417892600077103715e+00,3.341167497938638681e-02,-3.112205178881159107e+00,1.836951161786244853e-03
5.499999999999999112e+00,4.224503920494357173e-05,5.872685959673705765e-07,6.357859788291051568e-04,5.671571136581493784e-07,-3.485515741729851236e+00,2.789255038841523954e-02,-3.098836476382799798e+00,1.790390635677902888e-03
5.519999999999999574e+00,3.130290208340669758e-05,5.831812037325708254e-07,5.758349593481483421e-04,5.632112511443961522e-07,-3.484570191190974775e+00,3.736629523325407654e-02,-3.061566402135848186e+00,1.962527656221386193e-03
5.540000000000000036e+00,2.329807837253983154e-05,5.787267496267797185e-07,5.108462693448543842e-04,5.587296938394005178e-07,-3.660937988576637991e+00,4.996636374573509148e-02,-3.018094817709196853e+00,2.202602550561240380e-03
5.559999999999998721e+00,1.249719387937372268e-05,5.747514528986508781e-07,4.407391960468366927e-04,5.550713702506561073e-07,-4.028421247654387471e+00,9.266523760805028820e-02,-2.958938762484939922e+00,2.535367725089834705e-03
5.580000000000000071e+00,8.287193051443677053e-06,5.705627889834242012e-07,3.701855142853569566e-04,5.510269495937617598e-07,-5.589891892490544301e+00,1.390997826053040898e-01,-2.857124810317357877e+00,3.008067884333805089e-03
5.599999999999999645e+00,2.865150697928108708e-05,5.663468447210253338e-07,2.851179218915103294e-04,5.470279959314520905e-07,-6.184449189079428422e+00,3.980290392102193986e-02,-2.664174015470831769e+00,3.860343093542465027e-03
5.599999999999999645e+00,1.987177664681965032e-05,5.664283875083128849e-07,2.964217864202140515e-04,5.471128763828802107e-07,-6.077374147446085395e+00,5.737331796386664629e-02,-2.683595826440821064e+00,3.713153560052390601e-03
5.620000000000000107e+00,4.031127870988350146e-05,5.626936944749558558e-07,2.306858581366239393e-04,5.431368320196190046e-07,-6.248767483263653943e+00,2.797430186062484225e-02,-2.367396697135370154e+00,4.727604116088051332e-03
5.639999999999999680e+00,6.188353002620569513e-05,5.583589207845455051e-07,2.041970206063788368e-04,5.394992860573381327e-07,-6.369841136754611277e+00,1.824607271833260380e-02,-1.836673709031829027e+00,5.330713855749310767e-03
5.659999999999999254e+00,9.300387426474110441e-05,5.544918368210587617e-07,2.523804302804886135e-04,5.355624730749242300e-07,-6.478099698788335026e+00,1.203628431574271275e-02,-1.256419422376334083e+00,4.279293006645423780e-03
5.679999999999999716e+00,1.349898445962468272e-04,5.507155138930015574e-07,3.766611871157122247e-04,5.318813062990665763e-07,-6.484874814563439394e+00,8.232106145773857714e-03,-9.086611731938054604e-01,2.846772020792980203e-03
5.700000000000000178e+00,1.896761751845603037e-04,5.465354855857030096e-07,5.544393029864400774e-04,5.279005868446210908e-07,-6.541893770961797472e+00,5.830198942215045546e-03,-7.295967206902771451e-01,1.925754796854824103e-03
5.700000000000000178e+00,2.037488153811912919e-04,5.470123566257500856e-07,5.621529979043106244e-04,5.281643598314993911e-07,-6.616535308353667766e+00,5.403843678175638231e-03,-7.670377924123359392e-01,1.892277634954775759e-03
5.719999999999999751e+00,2.695632137447907545e-04,5.431181112101182608e-07,7.876892417116606150e-04,5.245738008194498076e-07,-6.580811275818682304e+00,4.039949709968397584e-03,-6.298993680483295776e-01,1.335061326108825290e-03
5.740000000000000213e+00,3.967388887119047895e-04,5.392566319536783996e-07,1.105398158686263623e-03,5.207785441463384357e-07,-6.645533741755813573e+00,2.736212284067330008e-03,-5.773800022714814517e-01,9.487133471348433399e-04
5.759999999999999787e+00,6.025272596726212416e-04,5.353547265533745427e-07,1.538402530681452687e-03,5.170150880283053820e-07,-6.718124296334663903e+00,1.797359197208362597e-03,-5.600772701000158449e-01,6.799593272488011365e-04
5.780000000000000249e+00,1.008431381540763347e-03,5.318718595629027639e-07,2.214009798746050060e-03,5.136506214746871896e-07,-6.839359615089070310e+00,1.061872749104458315e-03,-5.730343812960940753e-01,4.671066050398656037e-04
5.799999999999999822e+00,1.861202786588311365e-03,5.278874683246852229e-07,3.221414894793448239e-03,5.098367355377884505e-07,-7.060613716207788215e+00,5.716594370673380200e-04,-6.699433333066284746e-01,3.189413158522999840e-04
5.799999999999999822e+00,2.096872842794549920e-03,5.279200523166812222e-07,3.533613582956014309e-03,5.098115632966799492e-07,-7.051995488566683790e+00,5.067733837561976852e-04,-6.564453074301477287e-01,2.904771036764323250e-04
5.820000000000000284e+00,6.171823400066759127e-03,5.246008082177753391e-07,6.296664379144093285e-03,5.066262426530690239e-07,-7.779936214784480164e+00,1.705975905272538663e-04,-1.164984400905027861e+00,1.614389995431964432e-04
5.839999999999999858e+00,5.761684365120151551e-03,5.208388884035828106e-07,5.372330641154546803e-03,5.029792915693032751e-07,-8.603040874420052830e+00,1.816952474775090540e-04,-1.490534433604201681e+00,1.880474685995230327e-04
5.860000000000001208e+00,5.243616599799672158e-03,5.171279133217820186e-07,6.405013863763612050e-03,4.997881309720577599e-07,-9.033199806481128746e+00,1.984954717924852633e-04,-1.398779377652321187e+00,1.566349049666656288e-04
5.879999999999999893e+00,6.288345875326177732e-03,5.139191383602319243e-07,1.133049757504999561e-02,4.961144938070504044e-07,-9.687324483090971938e+00,1.644484149522080466e-04,-1.847144007340731697e+00,8.822208642864719469e-05
5.900000000000000355e+00,3.539582024077211897e-03,5.103008412890861942e-07,1.179392932590541364e-02,4.929644926235026772e-07,-1.093386399060354996e+01,2.910387058094360442e-04,-2.572840763781832685e+00,8.435546306461515057e-05
5.900000000000000355e+00,4.626223717224186779e-03,5.101827278944729586e-07,1.225435696060902559e-02,4.929890469194350501e-07,-1.047943103105440166e+01,2.229306916898168953e-04,-2.381105648439121758e+00,8.116791405364123877e-05
5.920000000000000817e+00,2.319162099930405577e-03,5.068743438069522646e-07,1.012132119201131393e-02,4.895028827168414501e-07,-1.149734691510041174e+01,4.392512433650936883e-04,-2.756599856555463468e+00,9.728253077750810801e-05
5.940000000000000391e+00,1.630474036977121047e-03,5.035830667944064906e-07,8.518283543812973577e-03,4.861805539405445086e-07,-1.181951430713288076e+01,6.232980338856414660e-04,-2.892279763530694048e+00,1.153063150903006632e-04
5.959999999999999964e+00,1.145921597151549612e-03,5.000135867449299284e-07,7.191325635981344992e-03,4.830542567755637559e-07,-1.200490588803263492e+01,8.798953300432181285e-04,-2.982182354101193589e+00,1.352927925965721875e-04
5.980000000000000426e+00,8.282956716313016237e-04,4.968817251996229516e-07,6.204308329099597792e-03,4.798898380585327683e-07,-1.213249036826259442e+01,1.206105915850645607e-03,-3.047910133094553053e+00,1.555340767774981015e-04
6.000000000000000000e+00,7.080331801283336378e-04,4.934665709941723999e-07,5.615073163586708355e-03,4.765634441497315226e-07,-1.221545201692481974e+01,1.407388041789801739e-03,-3.089879215956414349e+00,1.714486193660119174e-04
6.000000000000000000e+00,6.256778327119343931e-04,4.934611712046605099e-07,5.494030222987352115e-03,4.765628521483145654e-07,-1.223773998274873165e+01,1.586291426375816688e-03,-3.097870361004283701e+00,1.745265387427203188e-04
6.019999999999999574e+00,4.777803014974768016e-04,4.902376883721716710e-07,4.943129365467861802e-03,4.733806849227830118e-07,-1.232741500779281907e+01,2.063760904711501882e-03,-3.135031554928791486e+00,1.927075751022103709e-04
6.040000000000000036e+00,3.737908388319681171e-04,4.868859504001710945e-07,4.520890898767047396e-03,4.702866993402802940e-07,-1.239321216752285082e+01,2.627271822932063239e-03,-3.162313272269646980e+00,2.097005723318059729e-04
6.059999999999999609e+00,2.984281445015449490e-04,4.838673327901755571e-07,4.182320991260012229e-03,4.673131501198002226e-07,-1.247551276028197620e+01,3.273875341876562525e-03,-3.186675567497117889e+00,2.256110915232954447e-04
6.079999999999999183e+00,2.414642968222262124e-04,4.805732893852235840e-07,3.908739280388095171e-03,4.641180241998955221e-07,-1.254177047036887771e+01,4.004072785967426572e-03,-3.204448209737166486e+00,2.389037555766792122e-04
6.099999999999999645e+00,1.963128944935391617e-04,4.774514934453538233e-07,3.683402183409659105e-03,4.610909694565927159e-07,-1.260580242185974953e+01,4.912868918936412130e-03,-3.218588206165313714e+00,2.528820783338186617e-04
6.099999999999999645e+00,2.153288544676602921e-04,4.775258917977720378e-07,3.711718862994318503e-03,4.611707174463151064e-07,-1.259247339750073458e+01,4.463438007965584049e-03,-3.213552987396092853e+00,2.500643368228840199e-04
6.120000000000000107e+00,1.605040119455195045e-04,4.742971588258679424e-07,3.488603988328399866e-03,4.580455700131807056e-07,-1.268556377877868790e+01,5.958928938112698255e-03,-3.231582621612129280e+00,2.647844538586847430e-04
6.139999999999998792e+00,1.328531316721104133e-04,4.713690770507228262e-07,3.324381852483285736e-03,4.552326118784697041e-07,-1.278409027723314217e+01,7.135762902637241348e-03,-3.242212948114588933e+00,2.753727677352382493e-04
6.160000000000000142e+00,1.094753204507398144e-04,4.681926849066844559e-07,3.183738947871615592e-03,4.521681881613823782e-07,-1.283836328557520545e+01,8.605640486467284328e-03,-3.251855997550110011e+00,2.857146136605768442e-04
6.179999999999999716e+00,9.150603524732377821e-05,4.651253827659833427e-07,3.052832598751289983e-03,4.492229698476010601e-07,-1.009460380675890079e+01,2.432157055896362330e+00,-4.514408850911434179e+00,7.039313814210995668e-02
6.200000000000000178e+00,8.214515917745567454e-05,4.619557374935735989e-07,2.964158609016889594e-03,4.461486869844886130e-07,-1.299382736043284226e+01,1.136879451898764604e-02,-3.259914575020647298e+00,3.042217273209624900e-04
6.200000000000000178e+00,7.508709177127691930e-05,4.622557275812215900e-07,2.946776003747819672e-03,4.463188003872608465e-07,-1.300753115489200162e+01,1.240305301342933646e-02,-3.264768424320320328e+00,3.054122721043995821e-04
6.219999999999999751e+00,6.321874737157425872e-05,4.592692622422043915e-07,2.849374778523753281e-03,4.436095593324172611e-07,-1.311372591153175193e+01,1.467476073940791360e-02,-3.269855989483992253e+00,3.142505771198931836e-04
6.240000000000000213e+00,5.269630730387297302e-05,4.562380323154664320e-07,2.761418648744094328e-03,4.406618395818411495e-07,-1.320495517564699028e+01,1.742748478324488912e-02,-3.275426395918299427e+00,3.209914117578080428e-04
6.259999999999999787e+00,4.346338081327004449e-05,4.532528236528242624e-07,2.683402328641584095e-03,4.377506680124106740e-07,-1.338691880283823821e+01,2.108501849110631238e-02,-3.284427394214293194e+00,3.295578603864988791e-04
6.280000000000000249e+00,3.813428646610277637e-05,4.505173242001251599e-07,2.613810264649772848e-03,4.351542615822417929e-07,-1.355572598531535533e+01,2.378667786176541163e-02,-3.283118407295540386e+00,3.351390095559210274e-04
6.299999999999999822e+00,3.438115024163817645e-05,4.474200200677519274e-07,2.549741450589927249e-03,4.323081825337178497e-07,-1.372697137414397162e+01,2.621470049256744567e-02,-3.288967978669249170e+00,3.410359541323847578e-04
6.299999999999999822e+00,3.629101693191600855e-05,4.476578965195557863e-07,2.558325182962394983e-03,4.320946426979861751e-07,-1.360275632270537471e+01,2.486131185390880877e-02,-3.283840466496232402e+00,3.411013687013999358e-04
6.320000000000000284e+00,3.079175318688440649e-05,4.447041917869869016e-07,2.492053240802113642e-03,4.295162097518706055e-07,-1.388409827161000187e+01,2.903472632753879845e-02,-3.292068256710106944e+00,3.467128646148796888e-04
6.340000000000000746e+00,3.023744140308375707e-05,4.420125735325166322e-07,2.436982511363384660e-03,4.267796563854895484e-07,-1.409282302003005327e+01,2.937728498167676769e-02,-3.295918164549960672e+00,3.523698076531876560e-04
