# #Freq[Hz], #Gain_mean[a.u.], #Gain_std[a.u.], #Phase_mean[rad], #Phase_std[rad]
1.000000000000000000e+01,9.844578180166970469e+02,7.219292139865750357e+00,-2.080466605699813482e-02,8.657098875599357132e-03
1.047452236000633619e+01,9.825984279257800154e+02,4.777465547427144799e+00,-2.380388781301281259e-02,6.021479107022092297e-03
1.097156186702726721e+01,9.816932748296812861e+02,1.246451495162057910e+01,-2.336294773200746702e-02,7.007013070726891661e-03
1.149218701003699827e+01,9.818186632755626988e+02,5.882273641477259396e+00,-2.274823541846289141e-02,3.804408180194754959e-03
1.203751698020068339e+01,9.827187163754779249e+02,5.811178826219475901e+00,-2.977778207536516814e-02,4.806586622139714590e-03
1.260872407680680141e+01,9.852656803568481791e+02,8.433834696087910032e+00,-2.223079717939126926e-02,8.605644602985603256e-03
1.320703622736631111e+01,9.792540067571220561e+02,8.618291355241781915e+00,-2.818338337875081479e-02,8.430712767655459960e-03
1.383373962729620921e+01,9.801965516321610039e+02,6.217443329661907825e+00,-2.916505771415263057e-02,7.374880883187894670e-03
1.449018150486198664e+01,9.834408103402827237e+02,4.676890966980054465e+00,-3.195979758643341384e-02,7.814289196597540635e-03
1.517777301732271589e+01,9.850068264266790266e+02,8.953126871378682239e+00,-3.041367729133108780e-02,8.580109885567656358e-03
1.589799228450475432e+01,9.826982444011306370e+02,7.383352301765085279e+00,-3.257576850842678479e-02,5.290484472616449260e-03
1.665238756632532713e+01,9.792627466420915425e+02,7.714358704983529158e+00,-3.783175394086764343e-02,7.618181570998316249e-03
1.744258059109661474e+01,9.820197383061702112e+02,7.321492841931780404e+00,-3.667461970728287668e-02,7.520625252197931342e-03
1.827027004176539648e+01,9.838971984778203250e+02,6.738152444274890129e+00,-4.100846830228501577e-02,6.025137792530606967e-03
1.913723520758255248e+01,9.838894019005649625e+02,6.714768675464887870e+00,-3.884828486825377819e-02,5.201564466752585034e-03
2.004533980905239687e+01,9.844026437235449976e+02,5.570981711422124505e+00,-4.201325045763990712e-02,6.007479275745560530e-03
2.099653600438443846e+01,9.795741830913400463e+02,7.260798248493162355e+00,-4.269870157324211213e-02,5.938725770080242362e-03
2.199286858606027906e+01,9.866702592171277502e+02,6.117358184844289504e+00,-4.487145309630537898e-02,1.069200207681645504e-02
2.303647937653693489e+01,9.837094853024922259e+02,8.490053180303240410e+00,-4.818611931942813620e-02,6.859624404703599555e-03
