# #Freq[Hz], #Gain_mean[a.u.], #Gain_std[a.u.], #Phase_mean[rad], #Phase_std[rad]
1.458030715733542060e+01,3.304487628707115050e+02,7.171016470753466265e-01,-1.051544636216803462e-02,1.800575993376464425e-03
1.487256829100693167e+01,3.300156910126074195e+02,6.235742853077752557e-01,-1.042059603556486601e-02,1.451359261992131704e-03
1.517068777658647960e+01,3.303201422003232324e+02,3.705286539570206150e-01,-1.069592177382330291e-02,1.673458488714953118e-03
1.547478304428672224e+01,3.307011529934863461e+02,6.030355952489705462e-01,-1.081572355456397218e-02,2.051557019116856395e-03
1.578497387819988340e+01,3.309320884104398033e+02,5.869305243310772857e-01,-1.104800886342855934e-02,1.365117561572637460e-03
1.610138246348108382e+01,3.303934894345327962e+02,5.657560315622821578e-01,-1.123353051536950600e-02,1.844166419802503905e-03
1.642413343447747209e+01,3.299858365149804627e+02,7.072875585285461897e-01,-1.159462781577733602e-02,1.445283156871812746e-03
1.675335392382207189e+01,3.299896673860310443e+02,4.309337897693799047e-01,-1.148658178983210688e-02,1.894193621221805079e-03
1.708917361251175038e+01,3.303547989615173037e+02,6.964264721299089356e-01,-1.131115655943499762e-02,2.501623813476144213e-03
1.743172478098896505e+01,3.306663204550564501e+02,6.982479877754749209e-01,-1.277273934225906481e-02,2.380083954450024943e-03
1.778114236124744707e+01,3.305785034141499636e+02,6.422153100185754582e-01,-1.201638637137252344e-02,2.113644769289386126e-03
1.813756398998235397e+01,3.301995264455778170e+02,5.197288564045094983e-01,-1.305018231543111397e-02,1.374414178559018717e-03
1.850113006280578531e+01,3.304780904487446378e+02,9.697921230328432340e-01,-1.353331901275129853e-02,2.394017425582285578e-03
1.887198378954907341e+01,3.301073538430549661e+02,9.728346974590905694e-01,-1.178979545304503773e-02,2.160966564842855490e-03
1.925027125067358469e+01,3.303660706463666656e+02,5.753727978851161939e-01,-1.367559347620086498e-02,2.050274146554296843e-03
1.963614145481228235e+01,3.304517867687787884e+02,5.471908969869795358e-01,-1.381500102391237592e-02,2.038806014858400312e-03
2.002974639746469521e+01,3.306642665339283553e+02,5.781865194868118785e-01,-1.386073906059381855e-02,1.847320721207595983e-03
2.043124112086844235e+01,3.301178202301637725e+02,7.774403541843499799e-01,-1.473858519504727196e-02,2.969027313696406909e-03
2.084078377507081470e+01,3.299998496063182074e+02,6.441830120233063006e-01,-1.425629308584981311e-02,1.289239741524734811e-03
2.125853568022465012e+01,3.302199819887752028e+02,5.837291660787482517e-01,-1.461888829876096738e-02,2.497468696279583986e-03
2.168466139013282046e+01,3.304236917201357642e+02,4.124932480280057434e-01,-1.567359064879569885e-02,1.194331149448349394e-03
2.211932875706648360e+01,3.303165825344546533e+02,6.080185123313559536e-01,-1.537155546800383910e-02,2.419587712447178462e-03
2.256270899788265183e+01,3.303383870195821146e+02,7.105445827309907481e-01,-1.655180172368653224e-02,2.294164617267349660e-03
2.301497676146704308e+01,3.305655947923572171e+02,3.236296825884683592e-01,-1.586178109286415921e-02,1.898019548742700506e-03
2.347631019752882864e+01,3.302413057076081486e+02,5.351974050346057776e-01,-1.719071464170585095e-02,1.402608361452739334e-03
2.394689102677438441e+01,3.302906323739298386e+02,6.192222781296379264e-01,-1.613398336817137985e-02,1.404815499339495113e-03
2.442690461248763967e+01,3.305091023499285257e+02,4.598501765231049476e-01,-1.640818412783486696e-02,2.175842757168828818e-03
